chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
scaffold_105490.1-195463	134828	134829	Aluexon:1137	chr15:40479128:40479129:+	+	33	1.58	18	8	18
scaffold_105521.1-99628	688	689	Aluexon:4904	chr15:41167005:41167006:-	-	21	-24.37	8	2	8
scaffold_105538.1-86233	82955	82956	Aluexon:1151	chr15:41966414:41966415:+	+	19	-2.84	26	12	26
scaffold_105610.1-69277	64527	64528	Aluexon:1167	chr15:45445415:45445416:-	-	29	-6.55	5	3	5
scaffold_105614.1-94354	31764	31765	Aluexon:5344	chr15:45807965:45807966:+	+	27	8.83	6	6	4
scaffold_105662.1-194415	183034	183035	Aluexon:1183	chr15:49453935:49453936:+	+	30	2.30	24	24	7
scaffold_10576.1-27496	15755	15756	Aluexon:2976	chr4:2501062:2501063:+	-	57	-12.24	17	17	5
scaffold_105792.1-226957	43745	43746	Aluexon:4078	chr17:57167358:57167359:-	-	119	-14.04	26	26	5
scaffold_105883.1-358702	157328	157329	Aluexon:4912	chr15:63859410:63859411:+	+	24	-9.14	19	15	19
scaffold_105883.1-358702	302234	302235	Aluexon:1196	chr15:64013717:64013718:-	-	28	3.37	19	19	5
scaffold_105888.1-258212	144235	144236	Aluexon:1197	chr15:64203415:64203416:-	-	32	-3.98	5	5	5
scaffold_105908.1-159849	118775	118776	Aluexon:1210	chr15:64685538:64685539:+	+	188	-3.20	6	6	6
scaffold_105927.1-220022	50386	50387	Aluexon:5347	chr15:65206230:65206231:+	+	55	6.30	14	3	14
scaffold_106052.1-277792	149491	149492	Aluexon:1223	chr15:74204644:74204645:-	-	28	3.91	NA	4	NA
scaffold_106082.1-160844	100594	100595	Aluexon:1230	chr15:75728784:75728785:-	-	12	-12.09	5	5	4
scaffold_106082.1-160844	19667	19668	Aluexon:1248	chr15:75658039:75658040:-	-	67	-11.24	6	6	5
scaffold_106082.1-160844	20654	20655	Aluexon:1247	chr15:75658350:75658351:-	-	87	-4.45	30	4	30
scaffold_106090.1-83253	78233	78234	Aluexon:1232	chr15:76021593:76021594:-	-	28	2.30	17	17	6
scaffold_106249.1-305479	139351	139352	Aluexon:2610	chr21:18976594:18976595:-	-	177	-4.64	7	7	4
scaffold_106249.1-305479	143199	143200	Aluexon:2611	chr21:18980512:18980513:-	-	190	-32.57	6	2	6
scaffold_106399.1-97140	55103	55104	Aluexon:2623	chr21:34821186:34821187:-	-	44	0.19	9	9	3
scaffold_106407.1-98672	83430	83431	Aluexon:2621	chr21:35094235:35094236:+	+	30	-2.60	7	3	7
scaffold_106451.1-296663	279543	279544	Aluexon:5918	chr21:38320587:38320588:-	-	24	-1.68	11	11	8
scaffold_106457.1-209167	99170	99171	Aluexon:2629	chr21:38787833:38787834:+	+	63	-20.36	8	6	8
scaffold_106547.1-16236	12878	12879	Aluexon:2637	chr21:45756803:45756804:-	-	189	-0.69	4	2	4
scaffold_106642.1-7675	6846	6847	Aluexon:3612	chr8:17945507:17945508:+	+	19	0.67	5	3	5
scaffold_106642.1-7675	6850	6851	Aluexon:3027	chr4:84383231:84383232:+	+	12	-16.27	5	4	5
scaffold_106648.1-44183	39909	39910	Aluexon:3028	chr4:84891263:84891264:-	-	24	6.68	6	6	5
scaffold_10672.1-441710	123756	123757	Aluexon:6627	chr4:36250102:36250103:+	-	32	5.83	9	5	9
scaffold_10672.1-441710	126388	126389	Aluexon:6626	chr4:36246792:36246793:+	-	18	-7.84	5	4	5
scaffold_106805.1-75356	37622	37623	Aluexon:4468	chr4:96052127:96052128:+	+	258	-15.79	19	19	6
scaffold_106892.1-5664	4475	4476	Aluexon:3042	chr4:103675152:103675153:-	-	26	-5.60	5	5	4
scaffold_106896.1-302517	121674	121675	Aluexon:4470	chr4:103971162:103971163:-	-	30	-1.14	7	5	7
scaffold_1071.1-317982	110507	110508	Aluexon:4127	chr22:41244048:41244049:-	+	28	5.79	14	14	14
scaffold_107170.1-54720	44494	44495	Aluexon:2857	chr3:101501502:101501503:+	+	36	3.37	23	23	6
scaffold_107492.1-25665	3465	3466	Aluexon:2864	chr3:125168183:125168184:-	-	108	-28.47	5	4	5
scaffold_107513.1-245493	206701	206702	Aluexon:4452	chr3:195781248:195781249:-	-	58	-14.12	6	6	3
scaffold_107514.1-49834	38979	38980	Aluexon:4453	chr3:195799850:195799851:-	-	262	-6.18	7	6	7
scaffold_107517.1-182174	58237	58238	Aluexon:4871	chr14:34925091:34925092:-	-	56	-20.83	6	6	5
scaffold_107525.1-109712	107238	107239	Aluexon:4539	chr6:26196474:26196475:-	+	16	1.02	3	2	3
scaffold_107605.1-49381	16614	16615	Aluexon:3093	chr5:10393372:10393373:+	-	195	8.72	7	4	7
scaffold_107690.1-80944	39019	39020	Aluexon:2958	chr3:195415122:195415123:+	-	78	-3.27	8	8	5
scaffold_108027.1-190532	3518	3519	Aluexon:4712	chr9:98072637:98072638:-	+	25	5.32	5	4	5
scaffold_108049.1-143234	3458	3459	Aluexon:2931	chr3:172469938:172469939:+	+	17	-11.54	5	3	5
scaffold_108433.1-395713	365370	365371	Aluexon:1536	chr17:11896971:11896972:-	+	194	-5.19	7	6	7
scaffold_10851.1-86085	80077	80078	Aluexon:1154	chr15:41867100:41867101:+	+	183	-2.55	9	7	9
scaffold_108529.1-120695	71900	71901	Aluexon:2417	chr2:160638043:160638044:-	-	53	-14.42	NA	10	NA
scaffold_108537.1-321974	282625	282626	Aluexon:4396	chr2:161235124:161235125:-	-	18	-10.84	9	4	9
scaffold_108678.1-140410	95507	95508	Aluexon:2425	chr2:172303894:172303895:+	+	28	2.20	16	16	11
scaffold_108698.1-97126	31899	31900	Aluexon:2428	chr2:173946006:173946007:+	+	85	-13.30	6	6	4
scaffold_108730.1-57339	33429	33430	Aluexon:4107	chr2:175047227:175047228:-	-	52	-10.64	5	4	5
scaffold_108779.1-454030	138754	138755	Aluexon:4400	chr2:178425687:178425688:+	+	22	2.30	24	24	7
scaffold_108793.1-48831	5769	5770	Aluexon:3420	chr7:24881624:24881625:-	+	19	1.41	7	5	7
scaffold_109009.1-11321	5685	5686	Aluexon:2451	chr2:198267237:198267238:-	-	24	-6.72	14	14	5
scaffold_109065.1-115605	51903	51904	Aluexon:2462	chr2:202007366:202007367:+	+	40	-12.03	6	6	5
scaffold_109073.1-237822	145070	145071	Aluexon:5460	chr2:202665505:202665506:+	+	35	2.35	5	5	4
scaffold_109177.1-270825	127401	127402	Aluexon:2475	chr2:209149005:209149006:+	+	20	8.46	7	7	6
scaffold_109193.1-379038	360953	360954	Aluexon:2483	chr2:210876415:210876416:+	+	0	-18.20	5	5	4
scaffold_109193.1-379038	360989	360990	Aluexon:2485	chr2:210876491:210876492:+	+	76	-22.54	5	3	4
scaffold_109320.1-11603	3795	3796	Aluexon:2488	chr2:218850185:218850186:+	+	57	-9.59	6	6	5
scaffold_109377.1-229636	135658	135659	Aluexon:2493	chr2:222286790:222286791:-	-	54	-0.52	8	7	7
scaffold_109423.1-131809	114365	114366	Aluexon:300	chr1:203806600:203806601:+	+	18	-0.35	6	5	6
scaffold_109423.1-131809	95564	95565	Aluexon:299	chr1:203772755:203772756:+	+	20	0.74	6	5	6
scaffold_109428.1-105806	76958	76959	Aluexon:4346	chr1:204459878:204459879:-	-	29	-21.53	9	9	4
scaffold_10953.1-160358	157084	157085	Aluexon:1189	chr15:55632650:55632651:-	-	23	2.17	16	4	16
scaffold_109634.1-284900	170577	170578	Aluexon:311	chr1:218696698:218696699:+	+	64	-6.18	15	15	6
scaffold_109706.1-112376	25846	25847	Aluexon:310	chr1:160251085:160251086:-	-	15	-15.72	12	12	6
scaffold_109766.1-126202	68983	68984	Aluexon:4332	chr1:222880187:222880188:-	+	30	-12.46	7	4	7
scaffold_109818.1-142432	118010	118011	Aluexon:353	chr1:236688722:236688723:+	-	17	0.45	9	9	6
scaffold_109838.1-54628	37675	37676	Aluexon:4004	chr1:235577301:235577302:+	-	138	-27.80	NA	NA	6
scaffold_109884.1-5996	4232	4233	Aluexon:3146	chr5:89786408:89786409:+	+	209	-0.60	7	7	6
scaffold_110074.1-89977	44729	44730	Aluexon:4751	chr10:70749471:70749472:+	+	27	2.62	16	16	6
scaffold_110074.1-89977	47894	47895	Aluexon:4750	chr10:70754958:70754959:+	+	182	-9.29	6	6	6
scaffold_110124.1-202915	48281	48282	Aluexon:5273	chr10:73982889:73982890:+	+	49	-11.46	NA	13	NA
scaffold_11013.1-176666	56439	56440	Aluexon:1214	chr15:65947066:65947067:+	+	26	-6.81	4	2	4
scaffold_110140.1-89019	85271	85272	Aluexon:429	chr10:74807715:74807716:-	-	116	-9.98	9	6	9
scaffold_110253.1-47482	6061	6062	Aluexon:4753	chr10:81855121:81855122:+	-	13	2.30	17	17	6
scaffold_110256.1-61716	36844	36845	Aluexon:438	chr10:81709782:81709783:+	-	170	-13.66	8	8	5
scaffold_110345.1-162793	126416	126417	Aluexon:5690	chr10:88966028:88966029:-	-	211	-3.24	NA	NA	5
scaffold_110447.1-342161	170011	170012	Aluexon:5527	chr5:170711515:170711516:+	-	197	2.11	7	3	7
scaffold_110526.1-115316	40182	40183	Aluexon:3210	chr5:163981755:163981756:+	-	38	-26.81	6	4	6
scaffold_110565.1-336042	212822	212823	Aluexon:2709	chr22:41284431:41284432:+	+	176	7.06	17	17	6
scaffold_110565.1-336042	292045	292046	Aluexon:6802	chr5:159742512:159742513:-	+	30	2.62	15	15	6
scaffold_110648.1-437507	24665	24666	Aluexon:2458	chr2:201325559:201325560:+	-	31	-4.58	NA	18	NA
scaffold_110672.1-166725	31606	31607	Aluexon:4526	chr5:151166423:151166424:+	-	12	-3.93	3	3	2
scaffold_110799.1-233514	7317	7318	Aluexon:3108	chr5:43240360:43240361:+	-	196	4.12	7	4	7
scaffold_11098.1-320558	219217	219218	Aluexon:2847	chr3:87289471:87289472:+	-	25	-9.46	6	6	5
scaffold_111154.1-116033	40321	40322	Aluexon:1454	chr16:70394678:70394679:+	-	26	-6.50	6	6	5
scaffold_11118.1-81221	63647	63648	Aluexon:6781	chr3:84909074:84909075:-	+	21	1.63	4	4	4
scaffold_111221.1-54147	49344	49345	Aluexon:3943	chrX:73166832:73166833:+	+	57	-7.81	NA	20	NA
scaffold_111535.1-156765	103261	103262	Aluexon:4992	chr17:5321455:5321456:-	+	31	-18.05	8	6	8
scaffold_111795.1-278959	248783	248784	Aluexon:148	chr1:63975852:63975853:-	+	33	0.58	6	4	6
scaffold_111811.1-220400	118822	118823	Aluexon:5662	chr1:63636095:63636096:-	+	18	-3.88	24	14	24
scaffold_11189.1-118292	104686	104687	Aluexon:2825	chr3:52783845:52783846:-	-	27	3.37	14	14	4
scaffold_111958.1-65189	62020	62021	Aluexon:138	chr1:55184105:55184106:+	-	9	3.69	5	5	3
scaffold_112152.1-195271	24698	24699	Aluexon:1885	chr19:6500753:6500754:-	-	20	1.22	12	12	6
scaffold_112154.1-43536	28896	28897	Aluexon:4984	chr16:89802563:89802564:+	-	244	0.68	11	6	11
scaffold_112318.1-216089	190311	190312	Aluexon:1452	chr16:74707815:74707816:-	+	54	-15.34	12	12	6
scaffold_112337.1-144301	140737	140738	Aluexon:5827	chr16:70845338:70845339:-	-	26	-11.52	5	4	5
scaffold_112395.1-136787	123167	123168	Aluexon:4971	chr16:69464145:69464146:+	-	25	-20.23	7	3	7
scaffold_112428.1-102682	36406	36407	Aluexon:5372	chr16:68122602:68122603:+	-	161	-7.26	12	3	12
scaffold_112448.1-97003	40286	40287	Aluexon:4962	chr16:67272548:67272549:+	-	94	-11.70	3	3	3
scaffold_112457.1-132390	47445	47446	Aluexon:1420	chr16:66926455:66926456:+	-	43	-7.81	18	18	6
scaffold_112457.1-132390	51877	51878	Aluexon:1423	chr16:66922175:66922176:+	-	212	0.83	6	2	6
scaffold_112580.1-86971	83639	83640	Aluexon:3457	chr7:56101187:56101188:-	-	32	-11.03	13	13	5
scaffold_112688.1-25709	2587	2588	Aluexon:3465	chr7:66312855:66312856:+	-	34	-21.75	13	13	7
scaffold_112688.1-25709	2600	2601	Aluexon:354	chr1:243255496:243255497:-	-	21	2.63	13	13	7
scaffold_112693.1-5315	3866	3867	Aluexon:4614	chr7:74078788:74078789:+	-	27	-3.24	22	22	6
scaffold_112709.1-93475	69546	69547	Aluexon:5595	chr7:73275797:73275798:+	-	23	1.37	6	6	5
scaffold_112746.1-57329	6713	6714	Aluexon:6475	chr7:102189359:102189360:-	+	296	-25.95	5	4	5
scaffold_112748.1-47584	34691	34692	Aluexon:4629	chr7:102099176:102099177:-	+	22	0.49	8	5	8
scaffold_112748.1-47584	37739	37740	Aluexon:3537	chr7:102096712:102096713:+	-	28	2.79	19	19	6
scaffold_112785.1-97459	51393	51394	Aluexon:4623	chr7:100305841:100305842:+	-	41	5.11	6	5	6
scaffold_112814.1-79487	11518	11519	Aluexon:3602	chr7:99045394:99045395:+	-	182	1.23	16	8	16
scaffold_112814.1-79487	38716	38717	Aluexon:3601	chr7:99009371:99009372:+	-	45	-3.08	7	4	7
scaffold_112826.1-14545	1279	1280	Aluexon:4826	chr12:56309315:56309316:-	+	44	-1.51	NA	20	NA
scaffold_112859.1-102752	10163	10164	Aluexon:3391	chr7:5478282:5478283:-	+	24	1.35	17	17	8
scaffold_11288.1-25340	25206	25207	Aluexon:3594	chr8:8099836:8099837:+	+	34	1.90	NA	6	NA
scaffold_112895.1-438529	427606	427607	Aluexon:3385	chr7:2637319:2637320:+	+	19		NA	NA	6
scaffold_112926.1-218986	133800	133801	Aluexon:1394	chr16:31104185:31104186:-	+	214	-9.87	4	2	4
scaffold_112951.1-96855	33398	33399	Aluexon:6419	chr16:30045087:30045088:-	-	214	2.81	5	4	5
scaffold_112957.1-63801	50512	50513	Aluexon:1384	chr16:28502383:28502384:-	+	36	0.37	6	6	6
scaffold_112957.1-63801	58373	58374	Aluexon:5822	chr16:28490907:28490908:-	+	32	7.82	15	15	8
scaffold_112963.1-164550	30735	30736	Aluexon:1406	chr16:28882057:28882058:+	+	58	-21.53	7	7	6
scaffold_112970.1-61023	39157	39158	Aluexon:1369	chr16:28181646:28181647:-	+	28	3.01	16	16	7
scaffold_113020.1-90355	49023	49024	Aluexon:1360	chr16:24870506:24870507:+	-	34	-4.84	3	3	3
scaffold_113075.1-137592	126545	126546	Aluexon:1350	chr16:20778019:20778020:-	+	58	-8.72	12	12	6
scaffold_113088.1-174079	136756	136757	Aluexon:4943	chr16:18840317:18840318:-	+	16	1.70	7	7	7
scaffold_113088.1-174079	80127	80128	Aluexon:1375	chr16:30312388:30312389:-	+	18	2.12	15	15	7
scaffold_113112.1-518245	359250	359251	Aluexon:4948	chr16:28632796:28632797:-	-	35	-6.99	6	6	4
scaffold_113166.1-95292	76131	76132	Aluexon:5360	chr16:12060875:12060876:+	-	41	1.47	7	7	5
scaffold_113166.1-95292	81344	81345	Aluexon:1333	chr16:12057883:12057884:-	+	19	10.09	9	9	5
scaffold_113168.1-95758	70348	70349	Aluexon:1337	chr16:11978919:11978920:-	+	36	-14.02	8	8	6
scaffold_113169.1-5389	1511	1512	Aluexon:1332	chr16:11943186:11943187:-	+	86	-9.47	NA	24	NA
scaffold_113175.1-157063	8161	8162	Aluexon:5817	chr16:11645660:11645661:-	+	42	-4.82	5	5	4
scaffold_113194.1-126645	5053	5054	Aluexon:1546	chr17:15442889:15442890:-	+	44	-9.11	18	18	5
scaffold_11320.1-65454	49457	49458	Aluexon:2625	chr21:37429775:37429776:-	-	16	7.68	14	14	12
scaffold_113272.1-235578	157902	157903	Aluexon:2868	chr3:125594009:125594010:-	-	17	-4.97	16	16	5
scaffold_113274.1-83983	44112	44113	Aluexon:3607	chr8:8077704:8077705:-	-	18	-4.76	9	9	5
scaffold_113322.1-4772	69	70	Aluexon:1303	chr16:3102099:3102100:-	+	29	-19.48	7	4	7
