chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
JH649618	200096	200097	Aluexon:6305	chr5:21779365:21779366:+	+	23	-16.08	5	5	3
JH649621	127819	127820	Aluexon:5808	chr15:22265334:22265335:-	-	139	-1.28	14	14	7
JH649621	127846	127847	Aluexon:5809	chr15:22265361:22265362:-	-	112	-19.47	14	14	7
JH649712	239387	239388	Aluexon:5899	chr2:110980516:110980517:-	-	194	8.77	11	6	11
JH649712	260679	260680	Aluexon:5900	chr2:111182771:111182772:-	+	168	1.95	10	3	10
JH649728	15245	15246	Aluexon:4629	chr7:102099176:102099177:-	+	22	4.19	15	15	4
JH649728	17715	17716	Aluexon:3537	chr7:102096712:102096713:+	-	28	11.75	7	7	6
JH649789	2132	2133	Aluexon:5690	chr10:88966028:88966029:-	-	211	2.31	5	4	5
JH649833	3541	3542	Aluexon:452	chr10:89067817:89067818:-	-	32	3.06	11	11	5
JH649836	9840	9841	Aluexon:1852	chr19:1264250:1264251:+	+	181	10.07	16	4	16
JH649860	533570	533571	Aluexon:6530	chr11:134337757:134337758:+	-	23	4.34	6	6	4
JH649864	469664	469665	Aluexon:4539	chr6:26196474:26196475:-	+	16	8.98	5	5	3
JH649879	30908	30909	Aluexon:6282	chr22:23061012:23061013:+	-	169	-8.18	6	5	6
JH649885	265	266	Aluexon:1552	chr17:17236827:17236828:+	-	218	-14.59	9	8	9
JH649885	454	455	Aluexon:1551	chr17:17236639:17236640:+	-	30	-0.35	9	8	9
JH649896	186895	186896	Aluexon:2391	chr2:113996664:113996665:+	-	17	12.89	12	12	5
JH649896	187773	187774	Aluexon:2390	chr2:113995785:113995786:+	-	142	-33.68	14	14	6
JH649896	703114	703115	Aluexon:5451	chr2:113413963:113413964:+	-	198	-2.93	8	5	8
JH649896	812162	812163	Aluexon:5450	chr2:113303406:113303407:+	-	183	7.73	13	13	6
JH649899	394847	394848	Aluexon:4806	chr12:9390013:9390014:+	+	232	-18.18	6	5	6
JH649901	150204	150205	Aluexon:5803	chr14:107128795:107128796:-	+	113	-17.01	5	5	4
JH649901	168627	168628	Aluexon:5802	chr14:107110241:107110242:-	+	75	-9.58	7	7	5
JH649901	18473	18474	Aluexon:5796	chr14:106804212:106804213:-	+	78	-17.30	7	7	5
JH649901	18510	18511	Aluexon:5795	chr14:106804175:106804176:-	+	115	-2.87	7	7	5
JH649902	31818	31819	Aluexon:6317	chr6:26096613:26096614:+	-	238	-1.19	14	14	5
JH649907	372166	372167	Aluexon:3978	chrX:140602808:140602809:+	+	64	-18.27	9	9	5
JH649908	60122	60123	Aluexon:6664	chrX:119272903:119272904:+	+	29	9.47	8	8	6
JH649910	18216	18217	Aluexon:3587	chr8:180907:180908:-	-	15	0.91	9	9	5
JH649910	20862	20863	Aluexon:3586	chr8:180170:180171:-	-	173	6.39	6	1	6
JH649911	87254	87255	Aluexon:4824	chr12:51513530:51513531:-	+	14	8.29	10	10	5
JH649912	84578	84579	Aluexon:41	chr1:890163:890164:-	-	61	-33.08	10	10	5
JH649918	122882	122883	Aluexon:527	chr11:3770851:3770852:-	-	20	6.88	7	4	7
JH649918	158764	158765	Aluexon:4773	chr11:3806960:3806961:-	-	45	-13.97	7	4	7
JH649918	410375	410376	Aluexon:543	chr11:4070742:4070743:+	+	188	8.20	17	17	9
JH649918	466694	466695	Aluexon:544	chr11:4126834:4126835:+	+	36	4.19	18	18	7
JH649918	71034	71035	Aluexon:526	chr11:3719047:3719048:-	-	27	8.36	NA	18	NA
JH649918	77818	77819	Aluexon:4014	chr11:3726068:3726069:-	-	181	5.30	7	6	7
JH649922	125248	125249	Aluexon:4380	chr2:109162749:109162750:+	-	21	13.45	27	27	2
JH649922	313718	313719	Aluexon:5447	chr2:108915021:108915022:+	-	182	8.25	11	8	11
JH649922	7792	7793	Aluexon:2385	chr2:109277070:109277071:+	-	186	6.23	6	6	5
JH649923	187009	187010	Aluexon:6561	chr16:3084897:3084898:+	+	183	6.44	11	11	6
JH649923	189411	189412	Aluexon:1299	chr16:3087281:3087282:+	+	19	-14.72	6	6	5
JH649923	189762	189763	Aluexon:1300	chr16:3087629:3087630:+	+	42	6.99	12	12	5
JH649923	189967	189968	Aluexon:1301	chr16:3087834:3087835:+	+	247	1.60	12	12	5
JH649923	204073	204074	Aluexon:1303	chr16:3102099:3102100:-	-	29	5.72	6	4	6
JH649923	68160	68161	Aluexon:1302	chr16:2965407:2965408:+	+	52	2.75	5	4	5
JH649925	122872	122873	Aluexon:5210	chrX:62565450:62565451:-	-	22	9.68	13	13	5
JH649927	550856	550857	Aluexon:5449	chr2:111887707:111887708:+	+	32	2.36	18	18	5
JH649931	264438	264439	Aluexon:6723	chr14:21670092:21670093:-	-	41	-8.02	9	9	6
JH649931	278708	278709	Aluexon:4869	chr14:21684269:21684270:-	-	39	-1.43	13	13	12
JH649931	305054	305055	Aluexon:4868	chr14:21710553:21710554:-	-	93	-20.29	6	5	6
JH649931	571162	571163	Aluexon:1010	chr14:21976377:21976378:-	-	28	5.77	5	4	5
JH649931	572494	572495	Aluexon:1011	chr14:21977695:21977696:-	-	163	-21.84	6	6	5
JH649932	309870	309871	Aluexon:4687	chr9:509820:509821:+	+	20	3.94	10	6	10
JH649932	339080	339081	Aluexon:3747	chr9:539514:539515:+	+	21	3.32	5	5	5
JH649933	406317	406318	Aluexon:327	chr1:228580598:228580599:-	-	17	-4.36	15	15	3
JH649937	160502	160503	Aluexon:4386	chr2:122413289:122413290:+	-	6	-31.18	NA	2	NA
JH649937	165751	165752	Aluexon:2394	chr2:122408042:122408043:+	-	185	9.19	7	7	7
JH649937	165917	165918	Aluexon:2393	chr2:122407875:122407876:+	-	18	3.59	7	7	7
JH649938	344798	344799	Aluexon:6823	chr7:102782850:102782851:-	-	186	-23.08	7	7	5
JH649938	348734	348735	Aluexon:4624	chr7:102786788:102786789:-	-	17	9.60	13	13	4
JH649940	19833	19834	Aluexon:6313	chr5:177384807:177384808:+	-	36	2.16	13	13	5
JH649944	337479	337480	Aluexon:6246	chr17:44962398:44962399:+	+	55	8.17	9	9	5
JH649944	418583	418584	Aluexon:1675	chr17:45043898:45043899:+	+	238	9.06	8	8	6
JH649945	18401	18402	Aluexon:4556	chr6:58288389:58288390:+	-	29	1.80	13	13	6
JH649948	352277	352278	Aluexon:3095	chr5:313814:313815:+	-	23	3.40	6	6	4
JH649948	390981	390982	Aluexon:2956	chr3:195681929:195681930:-	-	29	6.81	NA	14	NA
JH649950	135888	135889	Aluexon:1549	chr17:15927801:15927802:+	-	200	7.00	14	9	14
JH649950	172272	172273	Aluexon:1544	chr17:15890187:15890188:-	+	37	-18.31	5	5	5
JH649950	180212	180213	Aluexon:1543	chr17:15881014:15881015:-	+	18	4.94	10	10	7
JH649953	302500	302501	Aluexon:1574	chr17:21133084:21133085:+	+	26	3.01	13	13	5
JH649956	113753	113754	Aluexon:5895	chr2:89537844:89537845:-	+	76	-20.44	19	19	5
JH649958	28724	28725	Aluexon:1669	chr17:43707849:43707850:+	+	32	-0.08	6	6	5
JH649958	37097	37098	Aluexon:1670	chr17:43716281:43716282:+	+	33	6.00	7	7	5
JH649958	37155	37156	Aluexon:5849	chr17_ctg5_hap1:1150972:1150973:-	+	88	-7.67	7	7	5
JH649958	565736	565737	Aluexon:4083	chr17:44247332:44247333:-	-	210	5.04	7	6	7
JH649958	614875	614876	Aluexon:1668	chr17:43704740:43704741:+	-	14	10.96	9	9	5
JH649959	40687	40688	Aluexon:4690	chr9:13262442:13262443:-	+	25	-2.44	9	9	9
JH649960	250728	250729	Aluexon:1338	chr16:15743281:15743282:+	+	102	-15.06	6	3	6
JH649960	253140	253141	Aluexon:1340	chr16:15745365:15745366:+	+	77	-22.68	7	7	6
JH649960	253568	253569	Aluexon:1339	chr16:15745786:15745787:+	+	32	0.22	4	4	3
JH649960	286957	286958	Aluexon:5361	chr16:15780614:15780615:+	+	46	-23.47	5	4	5
JH649960	291863	291864	Aluexon:1341	chr16:15785730:15785731:+	+	243	-27.53	13	13	4
JH649961	1767204	1767205	Aluexon:1133	chr15:30933723:30933724:+	-	182	7.30	13	13	5
JH649963	176258	176259	Aluexon:5377	chr16:89916272:89916273:+	+	23	-26.39	12	12	5
JH649963	193781	193782	Aluexon:1488	chr16:89932728:89932729:+	+	26	0.29	9	9	5
JH649963	199588	199589	Aluexon:1501	chr16:89941152:89941153:+	+	45	-32.77	17	1	17
JH649963	199644	199645	Aluexon:4072	chr16:89941205:89941206:+	+	98	10.18	17	1	17
JH649963	293207	293208	Aluexon:1489	chr16:90037132:90037133:+	+	74	-18.53	16	16	5
JH649963	301631	301632	Aluexon:1494	chr16:90045708:90045709:+	+	25	2.41	10	10	7
JH649963	305182	305183	Aluexon:1495	chr16:90049263:90049264:+	+	96	-17.26	NA	4	NA
JH649963	7000	7001	Aluexon:1526	chr16:89753995:89753996:+	+	28	3.17	7	7	4
JH649963	80246	80247	Aluexon:1528	chr16:89826141:89826142:-	-	41	3.13	7	3	7
JH649963	80266	80267	Aluexon:1529	chr16:89826161:89826162:-	-	21	3.13	7	3	7
JH649967	1502	1503	Aluexon:4953	chr16:15124827:15124828:+	+	23	8.39	13	7	13
JH649971	235233	235234	Aluexon:2572	chr20:36647546:36647547:-	+	16	11.13	16	16	6
JH649971	529238	529239	Aluexon:5150	chr20:36353337:36353338:+	-	27	2.52	15	15	6
JH649973	441542	441543	Aluexon:2077	chr19:1461823:1461824:-	+	53	9.06	8	8	6
JH649973	463637	463638	Aluexon:2076	chr19:1439603:1439604:+	-	45	5.14	5	4	5
JH649977	4163	4164	Aluexon:1298	chr16:2660461:2660462:+	-	12	7.28	8	8	5
JH649980	198906	198907	Aluexon:3137	chr5:78400101:78400102:-	+	186	-2.47	13	10	13
JH649980	270262	270263	Aluexon:3136	chr5:78326418:78326419:-	+	81	-21.11	11	11	5
JH649980	40233	40234	Aluexon:4510	chr5:78559237:78559238:+	-	25	10.86	NA	10	NA
JH649980	80521	80522	Aluexon:3139	chr5:78519749:78519750:-	+	20	9.62	6	6	5
JH649980	82074	82075	Aluexon:3138	chr5:78518204:78518205:-	+	48	9.64	6	5	6
JH649981	326385	326386	Aluexon:4769	chr11:927090:927091:+	-	26	4.37	8	8	6
JH649981	339260	339261	Aluexon:5701	chr11:914682:914683:-	+	53	-27.67	15	15	4
JH649981	350058	350059	Aluexon:533	chr11:903778:903779:-	+	21	4.18	9	9	5
JH649981	350139	350140	Aluexon:534	chr11:903697:903698:-	+	102	-8.94	9	9	5
JH649981	387022	387023	Aluexon:532	chr11:867578:867579:-	+	56	7.38	16	16	5
JH649981	414862	414863	Aluexon:531	chr11:839654:839655:+	-	20	8.36	5	5	4
JH649981	448050	448051	Aluexon:994	chr11:806095:806096:-	+	22	9.71	15	15	5
JH649981	475908	475909	Aluexon:993	chr11:778111:778112:+	-	27	1.86	14	14	7
JH649981	487258	487259	Aluexon:529	chr11:767013:767014:-	+	54	4.17	5	5	4
JH649984	380860	380861	Aluexon:3659	chr8:62496094:62496095:-	+	24	8.00	14	14	5
JH649984	498419	498420	Aluexon:3655	chr8:62378287:62378288:+	-	76	-25.54	7	6	7
JH649984	596239	596240	Aluexon:3654	chr8:62282952:62282953:+	-	1	-10.57	16	16	6
JH649986	560866	560867	Aluexon:6485	chr9:37912138:37912139:-	+	291	-12.23	14	14	5
JH649986	592684	592685	Aluexon:3780	chr9:37881628:37881629:-	+	21	8.70	5	5	5
JH649986	593567	593568	Aluexon:3779	chr9:37880745:37880746:-	+	28	7.55	6	6	5
JH649986	677857	677858	Aluexon:4698	chr9:37798725:37798726:-	+	16	12.20	14	14	4
JH649986	702769	702770	Aluexon:3777	chr9:37773301:37773302:+	-	187	6.36	10	6	10
JH649986	709011	709012	Aluexon:3778	chr9:37767502:37767503:-	+	29	4.23	NA	NA	6
JH649986	974925	974926	Aluexon:6350	chr9:37505585:37505586:+	-	107	-15.68	10	10	5
JH649988	1085673	1085674	Aluexon:6359	chrX:149120566:149120567:+	-	15	8.15	10	10	8
JH649988	1093997	1093998	Aluexon:5652	chrX:149111867:149111868:+	-	31	9.07	10	10	5
JH649990	161250	161251	Aluexon:5709	chr11:77825844:77825845:-	-	206	8.78	7	5	7
JH649990	180205	180206	Aluexon:672	chr11:77846393:77846394:-	-	21	8.33	11	11	6
JH649990	193715	193716	Aluexon:653	chr11:77860021:77860022:+	+	20	7.80	9	9	6
JH649990	36822	36823	Aluexon:660	chr11:77698744:77698745:-	-	167	7.61	7	5	7
JH649991	160355	160356	Aluexon:2722	chr22:43254528:43254529:-	+	187	6.22	6	5	6
JH649991	171959	171960	Aluexon:2721	chr22:43243430:43243431:-	+	25	3.33	7	7	4
JH649991	384421	384422	Aluexon:2720	chr22:43021487:43021488:-	+	29	6.56	8	8	5
JH649991	445672	445673	Aluexon:2750	chr22:42959393:42959394:+	-	196	8.51	7	6	7
JH649991	51530	51531	Aluexon:5193	chr22:43362366:43362367:-	+	15	9.80	12	12	5
JH649992	121771	121772	Aluexon:4226	chrX:134687430:134687431:+	-	235	-3.67	24	5	24
JH649993	262200	262201	Aluexon:6456	chr5:1173593:1173594:-	-	26	3.72	7	7	4
JH649994	341443	341444	Aluexon:5067	chr18:77684028:77684029:-	+	23	3.59	13	13	8
JH649995	1097466	1097467	Aluexon:4175	chr7:44664745:44664746:+	-	31	10.54	8	8	5
JH649995	1168129	1168130	Aluexon:3484	chr7:44595447:44595448:-	+	101	-13.48	5	5	5
JH649995	1168476	1168477	Aluexon:3483	chr7:44595098:44595099:-	+	248	2.81	8	5	8
JH649995	1205231	1205232	Aluexon:5998	chr7:44558265:44558266:-	+	17	0.66	13	13	5
JH649995	1309164	1309165	Aluexon:3445	chr7:44453626:44453627:-	+	33	3.66	10	10	6
JH649995	1309903	1309904	Aluexon:3444	chr7:44452882:44452883:-	+	84	8.28	9	4	9
JH649996	444550	444551	Aluexon:3932	chrX:71531550:71531551:+	-	211	6.01	8	5	8
JH649996	517378	517379	Aluexon:6030	chrX:71457798:71457799:-	+	14	2.55	8	8	5
JH649996	73793	73794	Aluexon:3931	chrX:71903260:71903261:-	+	11	6.00	6	5	6
JH649996	845367	845368	Aluexon:3929	chrX:71126929:71126930:-	+	25	11.35	10	10	4
JH649998	1529069	1529070	Aluexon:5600	chr7:77535576:77535577:+	-	271	-25.07	10	10	5
JH649998	852481	852482	Aluexon:6005	chr7:78212811:78212812:-	+	30	9.33	7	6	7
JH649999	1095344	1095345	Aluexon:161	chr1:85061991:85061992:-	-	32	3.30	6	6	5
JH649999	1473645	1473646	Aluexon:162	chr1:85437717:85437718:-	-	45	11.31	6	6	5
JH649999	2159996	2159997	Aluexon:165	chr1:86119419:86119420:-	-	20	4.94	8	8	8
JH649999	2447813	2447814	Aluexon:5664	chr1:86426563:86426564:-	-	48	-3.64	5	5	5
JH650000	2733340	2733341	Aluexon:6645	chr8:9046856:9046857:+	-	197	7.09	15	15	10
JH650000	2778617	2778618	Aluexon:3609	chr8:8999791:8999792:+	-	172	5.38	6	5	6
JH650000	51047	51048	Aluexon:3635	chr8:11722988:11722989:-	+	118	-15.72	11	11	7
JH650000	52066	52067	Aluexon:3633	chr8:11721972:11721973:-	+	24	7.16	14	3	14
JH650000	794278	794279	Aluexon:6478	chr8:10982327:10982328:-	+	300	-22.46	19	8	19
JH650001	569035	569036	Aluexon:3592	chr8:6262641:6262642:-	+	21	12.26	11	11	7
JH650002	20848	20849	Aluexon:5199	chrX:15814269:15814270:+	+	130	0.78	13	13	4
JH650002	8975	8976	Aluexon:3895	chrX:15802307:15802308:+	+	308	-9.14	NA	NA	5
JH650003	19007	19008	Aluexon:2538	chr20:25192628:25192629:+	+	178	6.21	8	8	4
JH650003	195930	195931	Aluexon:2542	chr20:25368127:25368128:-	-	116	-17.96	NA	NA	6
JH650003	227763	227764	Aluexon:5136	chr20:25400342:25400343:+	+	44	4.05	7	7	5
JH650003	432553	432554	Aluexon:5138	chr20:25597653:25597654:-	-	17	9.53	5	5	4
JH650003	450222	450223	Aluexon:2540	chr20:25615363:25615364:+	+	12	8.79	8	8	5
JH650003	461043	461044	Aluexon:2541	chr20:25626165:25626166:+	+	20	10.29	7	7	6
JH650004	158444	158445	Aluexon:3252	chr5:177643992:177643993:-	-	47	2.93	6	4	6
JH650004	76065	76066	Aluexon:5529	chr5:177562172:177562173:+	+	29	3.67	7	7	5
JH650004	847826	847827	Aluexon:3227	chr5:178332772:178332773:+	+	30	0.71	11	11	6
JH650004	868891	868892	Aluexon:3228	chr5:178353537:178353538:+	+	18	0.94	9	9	7
JH650005	1080807	1080808	Aluexon:9	chr1:3776982:3776983:+	+	185	-5.39	6	5	6
JH650005	1086837	1086838	Aluexon:5224	chr1:3782846:3782847:+	+	52	8.10	6	6	5
JH650005	1093727	1093728	Aluexon:8	chr1:3789576:3789577:+	+	17	11.18	5	5	4
JH650005	958518	958519	Aluexon:12	chr1:3654418:3654419:-	-	20	2.59	6	6	5
JH650006	209964	209965	Aluexon:5897	chr2:99921218:99921219:-	+	19	2.10	5	5	5
JH650006	308039	308040	Aluexon:2386	chr2:99823095:99823096:+	-	18	8.78	13	13	5
JH650006	359869	359870	Aluexon:2388	chr2:99772793:99772794:+	-	44	-18.33	9	9	7
JH650006	359900	359901	Aluexon:2387	chr2:99772762:99772763:+	-	13	7.56	9	9	7
JH650007	120999	121000	Aluexon:3962	chrX:114848463:114848464:+	-	185	8.61	11	8	11
JH650007	128956	128957	Aluexon:5218	chrX:114840505:114840506:+	-	4	10.62	19	19	5
JH650007	207270	207271	Aluexon:3961	chrX:114762105:114762106:-	+	12	9.15	9	9	5
JH650007	215263	215264	Aluexon:3960	chrX:114754019:114754020:-	+	168	10.21	6	3	6
JH650007	981141	981142	Aluexon:3953	chrX:113995191:113995192:+	-	236	-8.31	10	10	8
JH650008	1854012	1854013	Aluexon:6394	chr11:111256855:111256856:-	-	12	6.53	6	3	6
JH650008	1883891	1883892	Aluexon:6700	chr11:111286765:111286766:-	-	22	11.82	9	6	9
JH650008	1992108	1992109	Aluexon:5297	chr11:111395606:111395607:+	+	26	10.74	9	9	6
JH650008	2261413	2261414	Aluexon:5710	chr11:111659293:111659294:-	-	194	4.24	12	12	6
JH650008	2271040	2271041	Aluexon:687	chr11:111668919:111668920:-	-	34	-6.52	6	6	6
JH650008	2317989	2317990	Aluexon:688	chr11:111715902:111715903:-	-	138	-22.52	5	5	4
JH650008	2546276	2546277	Aluexon:696	chr11:111943583:111943584:-	-	48	1.72	5	5	5
JH650008	2561771	2561772	Aluexon:4797	chr11:111959138:111959139:+	+	224	-23.38	12	12	4
JH650008	2566439	2566440	Aluexon:5298	chr11:111963802:111963803:+	+	51	5.78	17	17	6
JH650008	2592124	2592125	Aluexon:695	chr11:111990013:111990014:+	+	185	8.16	9	9	7
JH650008	2696177	2696178	Aluexon:689	chr11:112100163:112100164:+	+	57	7.37	11	11	5
JH650008	805175	805176	Aluexon:6210	chr11:110207166:110207167:+	+	21	10.67	9	7	9
JH650008	849817	849818	Aluexon:5296	chr11:110252648:110252649:+	+	16	4.62	5	5	5
JH650010	1005455	1005456	Aluexon:3342	chr6:109461622:109461623:+	-	19	9.49	13	13	5
JH650010	1378141	1378142	Aluexon:5544	chr6:109088197:109088198:+	-	64	7.27	7	5	7
JH650010	1488004	1488005	Aluexon:879	chr12:112403563:112403564:-	+	205	10.47	10	6	10
JH650010	740798	740799	Aluexon:3343	chr6:109726240:109726241:-	+	32	-24.28	11	11	7
JH650012	139257	139258	Aluexon:517	chr10:135304724:135304725:+	-	39	6.40	10	10	5
JH650014	1314796	1314797	Aluexon:5834	chr17:15406546:15406547:-	-	181	8.08	6	4	6
JH650014	194625	194626	Aluexon:1540	chr17:14280599:14280600:+	+	30	1.15	6	4	6
JH650016	169897	169898	Aluexon:3242	chr6:2994163:2994164:+	-	29	10.22	6	6	3
JH650016	194234	194235	Aluexon:5963	chr6:2972399:2972400:-	+	70	-11.36	9	9	5
JH650016	23484	23485	Aluexon:3243	chr6:3138273:3138274:+	-	14	10.80	10	10	7
JH650016	2395992	2395993	Aluexon:3240	chr6:750657:750658:+	-	38	10.50	12	12	4
JH650016	281314	281315	Aluexon:6636	chr6:2884943:2884944:+	-	11	7.60	13	13	2
JH650016	888785	888786	Aluexon:3241	chr6:2269930:2269931:+	-	28	6.31	6	2	6
JH650017	1007964	1007965	Aluexon:1155	chr15:42852978:42852979:+	-	160	8.29	15	15	7
JH650017	1027780	1027781	Aluexon:1158	chr15:42831809:42831810:-	+	24	11.00	NA	10	NA
JH650017	32809	32810	Aluexon:1277	chr15:43828452:43828453:-	+	185	3.60	14	14	5
JH650017	404531	404532	Aluexon:4907	chr15:43456741:43456742:+	-	67	8.26	10	10	9
JH650017	480559	480560	Aluexon:1157	chr15:43384183:43384184:-	+	112	-11.06	7	6	7
JH650017	715045	715046	Aluexon:1156	chr15:43149599:43149600:-	+	136	-23.08	7	7	5
JH650017	758158	758159	Aluexon:4906	chr15:43106052:43106053:-	+	14	7.82	11	11	7
JH650017	940972	940973	Aluexon:1164	chr15:42922275:42922276:+	-	86	-16.53	11	11	6
JH650019	156206	156207	Aluexon:198	chr1:116995554:116995555:-	+	17	9.58	9	9	5
JH650019	1821955	1821956	Aluexon:195	chr1:115321675:115321676:-	+	16	-0.45	7	7	6
JH650019	1881850	1881851	Aluexon:196	chr1:115261709:115261710:-	+	179	-28.37	7	2	7
JH650019	2843246	2843247	Aluexon:192	chr1:114296934:114296935:-	+	111	-13.93	11	11	6
JH650019	2871372	2871373	Aluexon:193	chr1:114268583:114268584:-	+	23	2.88	10	10	10
JH650019	2871477	2871478	Aluexon:3993	chr1:114268485:114268486:-	+	121	-12.17	10	10	10
JH650019	2871555	2871556	Aluexon:191	chr1:114268406:114268407:-	+	200	-27.56	10	10	10
JH650019	2887784	2887785	Aluexon:3992	chr1:114251849:114251850:-	+	17	7.23	6	6	6
JH650020	1980883	1980884	Aluexon:6841	chrX:12926452:12926453:-	-	8	-0.88	5	4	5
JH650020	2726457	2726458	Aluexon:3889	chrX:13677769:13677770:+	+	22	9.11	13	13	5
JH650020	2732856	2732857	Aluexon:5197	chrX:13684192:13684193:+	+	112	-3.90	24	24	5
JH650020	4372497	4372498	Aluexon:3892	chrX:15310105:15310106:-	-	73	-20.14	NA	24	NA
JH650020	4796846	4796847	Aluexon:5198	chrX:15733675:15733676:+	+	93	-24.13	18	18	6
JH650021	154240	154241	Aluexon:2368	chr2:96893606:96893607:+	+	36	2.33	9	9	6
JH650021	168208	168209	Aluexon:2369	chr2:96907613:96907614:+	+	174	10.08	8	5	8
JH650021	182958	182959	Aluexon:4379	chr2:96922302:96922303:-	-	25	-5.09	14	14	5
JH650021	430658	430659	Aluexon:5896	chr2:97170446:97170447:-	-	192	7.26	19	19	5
JH650021	555176	555177	Aluexon:2366	chr2:97294385:97294386:-	-	29	4.19	15	15	5
JH650022	1201934	1201935	Aluexon:1486	chr16:89564492:89564493:+	+	22	11.73	8	5	8
JH650022	1249560	1249561	Aluexon:1487	chr16:89612278:89612279:+	+	35	10.62	NA	8	NA
JH650022	1250519	1250520	Aluexon:5376	chr16:89612538:89612539:+	+	43	6.90	NA	NA	5
JH650022	1256595	1256596	Aluexon:4985	chr16:89618488:89618489:+	+	19	3.04	8	8	6
JH650022	378432	378433	Aluexon:1484	chr16:88727045:88727046:-	-	34	1.45	7	7	5
JH650022	393646	393647	Aluexon:6245	chr16:88741945:88741946:+	+	18	9.96	6	6	5
JH650022	441742	441743	Aluexon:4986	chr16:88790935:88790936:-	-	19	1.14	13	13	5
JH650022	441910	441911	Aluexon:4987	chr16:88791099:88791100:-	-	25	4.66	13	5	13
JH650023	1984892	1984893	Aluexon:3367	chr6:155634323:155634324:-	+	86	-19.63	18	18	5
JH650023	2929599	2929600	Aluexon:4582	chr6:158608070:158608071:+	-	56	9.73	6	4	6
JH650023	2946603	2946604	Aluexon:4583	chr6:158593387:158593388:+	-	42	4.64	19	19	6
JH650023	3101542	3101543	Aluexon:5552	chr6:158438495:158438496:+	-	61	-16.36	NA	NA	7
JH650023	3117370	3117371	Aluexon:6641	chr6:158422612:158422613:+	-	193	4.88	15	15	5
JH650024	412794	412795	Aluexon:3322	chr6:76006235:76006236:+	+	1	9.23	6	4	6
JH650024	893507	893508	Aluexon:4562	chr6:76487168:76487169:+	+	36	9.46	10	10	7
