chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
scaffold_111100.1-117832	50724	50725	Aluexon:4599	chr7:38301465:38301466:-	-	35	2.53	6	6	3
scaffold_111715.1-42568	3844	3845	Aluexon:5741	chr14:24562717:24562718:-	-	171	4.76	4	4	4
scaffold_11202.1-19609	3556	3557	Aluexon:6630	chr4:105580240:105580241:+	+	15	-9.29	5	2	5
scaffold_112485.1-342397	46794	46795	Aluexon:3156	chr5:110070716:110070717:-	-	7	-8.86	6	5	6
scaffold_112624.1-272073	262532	262533	Aluexon:1254	chr15:85166505:85166506:+	-	174	2.32	24	3	24
scaffold_112663.1-354900	22361	22362	Aluexon:4688	chr9:2835412:2835413:-	-	16	4.39	17	17	6
scaffold_112670.1-55749	40773	40774	Aluexon:408	chr10:43886896:43886897:-	-	44	-19.38	17	17	5
scaffold_113563.1-111860	43645	43646	Aluexon:5056	chr18:11626010:11626011:-	-	273	-18.79	5	5	5
scaffold_113956.1-107350	15592	15593	Aluexon:5014	chr17:42224848:42224849:+	+	56	-6.70	8	8	5
scaffold_114034.1-392157	224361	224362	Aluexon:5908	chr2:225265222:225265223:-	-	31	-2.87	6	5	6
scaffold_114101.1-158299	17493	17494	Aluexon:6005	chr7:78212811:78212812:-	-	30	0.25	9	7	9
scaffold_115245.1-228521	169973	169974	Aluexon:3807	chr9:98605032:98605033:-	+	30	3.95	9	9	9
scaffold_115726.1-49876	43845	43846	Aluexon:4093	chr19:49646652:49646653:+	-	36	-18.68	4	4	3
scaffold_115938.1-156357	107535	107536	Aluexon:2091	chr19:36167136:36167137:+	-	55	4.34	6	4	6
scaffold_115938.1-156357	29091	29092	Aluexon:5105	chr19:36249750:36249751:+	-	189	-9.09	4	4	4
scaffold_11603.1-34443	30741	30742	Aluexon:3771	chr9:36263201:36263202:+	-	28	-21.36	NA	5	NA
scaffold_11611.1-22702	16585	16586	Aluexon:2945	chr3:179304248:179304249:-	-	21	-11.84	5	5	5
scaffold_116760.1-100603	76849	76850	Aluexon:2366	chr2:97294385:97294386:-	+	29	-5.26	8	8	3
scaffold_116774.1-7639	3587	3588	Aluexon:2308	chr2:44033041:44033042:+	+	32	-8.59	12	12	5
scaffold_117491.1-61884	25890	25891	Aluexon:6632	chr5:137278071:137278072:+	+	25	-4.27	NA	8	NA
scaffold_117510.1-1127	437	438	Aluexon:5524	chr5:138647449:138647450:+	+	5	-5.04	28	4	28
scaffold_117873.1-178654	92491	92492	Aluexon:3766	chr9:34288482:34288483:-	-	22	0.61	6	6	4
scaffold_118048.1-231872	61140	61141	Aluexon:3813	chr9:108365978:108365979:+	+	27	6.10	NA	5	NA
scaffold_118096.1-86757	43985	43986	Aluexon:3819	chr9:111851510:111851511:-	-	16	2.73	5	3	5
scaffold_118371.1-131430	113423	113424	Aluexon:6460	chr6:33849646:33849647:-	-	120	-17.70	4	2	4
scaffold_118411.1-13798	7460	7461	Aluexon:4544	chr6:35646851:35646852:-	-	13	-26.61	5	2	5
scaffold_118768.1-231866	136075	136076	Aluexon:3307	chr6:57299767:57299768:+	+	199	-16.82	4	2	4
scaffold_118965.1-291601	258695	258696	Aluexon:3322	chr6:76006235:76006236:+	+	1	-7.64	4	3	4
scaffold_11908.1-231021	80913	80914	Aluexon:3255	chr6:13284746:13284747:-	-	28	-11.35	4	3	4
scaffold_119561.1-365113	268129	268130	Aluexon:2210	chr19:53301373:53301374:-	-	32	-1.82	6	6	4
scaffold_119567.1-367830	79421	79422	Aluexon:3697	chr8:101312879:101312880:-	-	32	-4.63	10	10	6
scaffold_120166.1-333316	69132	69133	Aluexon:3011	chr4:56277292:56277293:-	-	25	-2.44	5	5	5
scaffold_120888.1-249117	125257	125258	Aluexon:3406	chr7:12255228:12255229:+	+	20	-9.12	6	6	4
scaffold_121506.1-170305	141130	141131	Aluexon:99	chr1:39726060:39726061:+	-	36	-5.82	8	5	8
scaffold_121575.1-39534	15002	15003	Aluexon:6532	chr12:10526632:10526633:+	+	28	-3.90	4	4	4
scaffold_122004.1-258628	179373	179374	Aluexon:6708	chr12:94129509:94129510:-	-	8	6.68	8	8	4
scaffold_122442.1-115458	41326	41327	Aluexon:3444	chr7:44452882:44452883:-	-	84	-9.43	5	5	5
scaffold_122494.1-113224	29542	29543	Aluexon:3573	chr7:148478197:148478198:+	-	26	-1.67	5	4	5
scaffold_122619.1-48191	11766	11767	Aluexon:4634	chr7:139101359:139101360:+	-	56	4.36	5	5	4
scaffold_122768.1-596059	590601	590602	Aluexon:5614	chr8:39842468:39842469:+	-	0	-23.79	7	3	7
scaffold_123466.1-202928	156873	156874	Aluexon:2287	chr2:29002973:29002974:+	+	32	-15.19	8	8	4
scaffold_12386.1-222158	161691	161692	Aluexon:4408	chr2:211543341:211543342:+	+	32	-23.38	5	3	5
scaffold_124045.1-81613	75488	75489	Aluexon:244	chr1:151317919:151317920:-	-	193	-18.56	5	5	5
scaffold_124313.1-120250	18773	18774	Aluexon:3527	chr7:102420162:102420163:+	-	24	-12.31	7	6	7
scaffold_125126.1-61527	8562	8563	Aluexon:5290	chr11:63999086:63999087:+	-	284	-17.70	9	2	9
scaffold_125395.1-86919	62742	62743	Aluexon:2400	chr2:129048469:129048470:-	+	98	-13.55	5	5	5
scaffold_125962.1-228661	31524	31525	Aluexon:5268	chr10:22648338:22648339:+	+	11	2.31	5	5	4
scaffold_126115.1-160953	115214	115215	Aluexon:384	chr10:12279459:12279460:+	-	35	-11.04	6	4	6
scaffold_126320.1-397028	52751	52752	Aluexon:3185	chr5:142295105:142295106:+	+	187	0.98	4	3	4
scaffold_126344.1-392483	380805	380806	Aluexon:3191	chr5:145538655:145538656:-	-	16	7.81	6	4	6
scaffold_126376.1-248796	185232	185233	Aluexon:3111	chr5:54575402:54575403:+	+	67	-11.72	3	3	3
scaffold_126603.1-160735	10938	10939	Aluexon:5367	chr16:56969861:56969862:+	-	23	-35.87	6	6	4
scaffold_126961.1-11394	3257	3258	Aluexon:4239	chr1:20920088:20920089:+	-	27	0.16	4	4	3
scaffold_127026.1-104623	51972	51973	Aluexon:37	chr1:15896146:15896147:+	-	24	-18.53	4	3	4
scaffold_127424.1-344641	327374	327375	Aluexon:2839	chr3:71384375:71384376:-	+	71	-12.66	4	2	4
scaffold_127964.1-107009	11595	11596	Aluexon:1954	chr19:12882692:12882693:-	+	31	-9.12	NA	3	NA
scaffold_128.1-13792	8390	8391	Aluexon:5065	chr18:55258410:55258411:-	+	13	-6.41	16	16	3
scaffold_128336.1-209131	68499	68500	Aluexon:665	chr11:82554346:82554347:-	+	17	-2.83	7	7	4
scaffold_128432.1-181705	166810	166811	Aluexon:4024	chr11:74499695:74499696:+	-	262	-19.11	8	7	5
scaffold_128666.1-181228	43512	43513	Aluexon:559	chr11:18345781:18345782:+	+	182	-15.57	5	2	5
scaffold_128803.1-464763	279627	279628	Aluexon:970	chr13:50592957:50592958:+	-	29	-3.34	4	2	4
scaffold_128855.1-101736	74829	74830	Aluexon:954	chr13:45926030:45926031:+	-	28	-9.14	5	5	4
scaffold_129619.1-144695	140055	140056	Aluexon:979	chr13:103259980:103259981:+	+	30	-36.73	5	5	5
scaffold_129732.1-48229	2504	2505	Aluexon:2538	chr20:25192628:25192629:+	+	178	-24.86	10	2	10
scaffold_129890.1-209291	155707	155708	Aluexon:6487	chr9:99885425:99885426:-	+	176	-6.62	5	3	5
scaffold_130160.1-577796	203537	203538	Aluexon:2908	chr3:139246184:139246185:-	-	48	-2.52	6	3	6
scaffold_130398.1-319331	46977	46978	Aluexon:2923	chr3:155613277:155613278:+	+	192	-19.28	7	4	7
scaffold_130424.1-163839	18615	18616	Aluexon:2921	chr3:158020469:158020470:+	+	32	-1.27	6	4	6
scaffold_130502.1-321439	129929	129930	Aluexon:5134	chr20:17521844:17521845:-	+	11	-2.64	4	4	4
scaffold_130802.1-187151	76319	76320	Aluexon:5910	chr20:32250584:32250585:-	-	152	-9.30	5	2	5
scaffold_130805.1-199297	64553	64554	Aluexon:2608	chr20:32874554:32874555:-	-	110	-11.99	13	13	3
scaffold_130825.1-150610	26987	26988	Aluexon:2600	chr20:33804674:33804675:-	-	14	-0.87	3	2	3
scaffold_131676.1-349300	93712	93713	Aluexon:3623	chr8:26369286:26369287:-	+	26	-6.13	6	6	5
scaffold_131889.1-101945	72273	72274	Aluexon:2502	chr2:233124429:233124430:+	+	109	-6.84	9	3	6
scaffold_131889.1-101945	72349	72350	Aluexon:2501	chr2:233124549:233124550:+	+	229	-6.11	9	1	9
scaffold_132052.1-162020	123725	123726	Aluexon:901	chr12:122998421:122998422:-	+	161	-12.80	7	2	7
scaffold_132067.1-127040	117891	117892	Aluexon:4846	chr12:121714270:121714271:-	+	23	-4.05	4	3	4
scaffold_132078.1-21946	16069	16070	Aluexon:862	chr12:111054080:111054081:+	+	25	8.23	NA	7	NA
scaffold_132614.1-117875	94293	94294	Aluexon:760	chr12:49233334:49233335:-	+	32	-4.33	6	6	4
scaffold_132779.1-248565	106905	106906	Aluexon:4041	chr12:29491575:29491576:-	+	19	-27.21	6	2	6
scaffold_133280.1-125113	13267	13268	Aluexon:409	chr10:50961932:50961933:-	-	28	-9.36	5	5	4
scaffold_133301.1-68265	10570	10571	Aluexon:4009	chr10:43654873:43654874:+	-	134	-5.11	5	3	5
scaffold_133423.1-73771	64992	64993	Aluexon:468	chr10:99525962:99525963:+	+	86	-22.84	5	5	3
scaffold_133699.1-374933	294946	294947	Aluexon:479	chr10:115485574:115485575:+	+	21	0.86	4	3	4
scaffold_133772.1-493553	428719	428720	Aluexon:6383	chr10:118616492:118616493:-	-	27	-28.16	8	8	3
scaffold_133933.1-480166	433468	433469	Aluexon:502	chr10:131866872:131866873:-	-	24	-2.77	6	6	6
scaffold_134179.1-98885	42156	42157	Aluexon:3657	chr8:66442833:66442834:-	-	31	-35.28	4	3	4
scaffold_134185.1-138854	117293	117294	Aluexon:4658	chr8:66658351:66658352:+	+	190	-8.81	6	5	6
scaffold_134240.1-166576	154352	154353	Aluexon:5618	chr8:71595746:71595747:+	+	23	-18.27	7	5	7
scaffold_134514.1-10714	9996	9997	Aluexon:3685	chr8:94804108:94804109:+	+	12	-10.96	11	11	4
scaffold_136064.1-71110	15885	15886	Aluexon:1184	chr15:49611167:49611168:+	+	29	-31.89	5	5	3
scaffold_13616.1-42846	38720	38721	Aluexon:1554	chr17:17165006:17165007:-	+	17	0.05	4	4	3
scaffold_136288.1-169521	127581	127582	Aluexon:6411	chr15:62515985:62515986:-	-	216	-21.91	NA	1	NA
scaffold_136416.1-215204	122357	122358	Aluexon:4917	chr15:68576242:68576243:+	+	19	-21.49	4	3	4
scaffold_136487.1-132523	61093	61094	Aluexon:4918	chr15:73883095:73883096:-	-	31	-8.83	23	23	5
scaffold_137449.1-176278	114472	114473	Aluexon:3045	chr4:104012894:104012895:-	-	18	0.96	28	28	4
scaffold_13785.1-14353	8122	8123	Aluexon:21	chr1:9714101:9714102:-	-	46	-0.92	5	1	5
scaffold_137947.1-245504	155114	155115	Aluexon:6287	chr3:119852420:119852421:+	+	63	-24.50	13	13	7
scaffold_138084.1-10901	10159	10160	Aluexon:2953	chr3:194309752:194309753:+	-	20	2.26	13	13	4
scaffold_138084.1-10901	10163	10164	Aluexon:2954	chr3:194309748:194309749:+	-	16	1.93	13	13	4
scaffold_13817.1-89273	60097	60098	Aluexon:1477	chr16:84766072:84766073:+	-	31	-27.72	12	12	4
scaffold_138187.1-100506	79599	79600	Aluexon:776	chr12:51873774:51873775:+	+	21	8.64	6	3	6
scaffold_139333.1-364805	258240	258241	Aluexon:6591	chr2:191280016:191280017:+	+	23	-27.38	16	7	16
scaffold_139526.1-116432	61540	61541	Aluexon:2462	chr2:202007366:202007367:+	+	40	-0.51	5	5	5
scaffold_139833.1-253704	176560	176561	Aluexon:6271	chr2:219684882:219684883:+	+	267	-9.63	NA	NA	NA
scaffold_139977.1-140858	6609	6610	Aluexon:4324	chr1:205582430:205582431:-	-	7	1.53	10	6	10
scaffold_140297.1-74383	29405	29406	Aluexon:258	chr1:164621381:164621382:+	+	77	-27.46	5	3	5
scaffold_14047.1-276824	198874	198875	Aluexon:3518	chr7:98612915:98612916:+	-	23	-4.70	6	6	6
scaffold_140554.1-407796	340442	340443	Aluexon:440	chr10:71926578:71926579:-	-	201	-44.69	6	2	6
scaffold_140604.1-205017	104184	104185	Aluexon:448	chr10:74993117:74993118:+	+	24	-1.90	NA	6	NA
scaffold_140912.1-332028	290389	290390	Aluexon:3204	chr5:157210561:157210562:-	+	29	-4.42	8	8	5
scaffold_14106.1-310417	274914	274915	Aluexon:6239	chr16:27738535:27738536:+	-	5	-6.82	7	7	3
scaffold_141761.1-272287	257596	257597	Aluexon:688	chr11:111715902:111715903:-	+	138	-1.45	5	3	5
scaffold_141912.1-79608	29293	29294	Aluexon:1509	chr17:4622252:4622253:+	-	175	2.92	10	2	10
scaffold_14193.1-18232	1608	1609	Aluexon:1451	chr16:70097591:70097592:-	+	17	6.28	7	3	7
scaffold_142168.1-238843	194146	194147	Aluexon:4279	chr1:67402204:67402205:+	-	301	-30.58	5	5	5
scaffold_142569.1-646849	251460	251461	Aluexon:1471	chr16:81014484:81014485:-	+	33	-11.06	NA	6	NA
scaffold_142745.1-162917	84397	84398	Aluexon:1420	chr16:66926455:66926456:+	-	43	4.58	5	5	5
scaffold_142912.1-57677	52917	52918	Aluexon:3485	chr7:73242928:73242929:+	-	22	3.56	4	3	4
scaffold_143015.1-80739	11336	11337	Aluexon:3497	chr7:74987789:74987790:-	-	15	-7.57	8	8	6
scaffold_143079.1-230150	68785	68786	Aluexon:3380	chr7:1618921:1618922:+	-	24	6.35	NA	6	NA
scaffold_143088.1-209185	146614	146615	Aluexon:1378	chr16:30619619:30619620:+	+	28	-23.05	4	4	4
scaffold_143121.1-90880	88065	88066	Aluexon:1356	chr16:21401723:21401724:+	-	30	-7.02	17	17	5
scaffold_143207.1-396255	52719	52720	Aluexon:6240	chr16:29414422:29414423:+	-	22	-15.54	18	18	8
scaffold_143240.1-92664	54061	54062	Aluexon:6562	chr16:14995363:14995364:+	-	307	-12.04	4	3	4
scaffold_143331.1-623968	437309	437310	Aluexon:1318	chr16:9165746:9165747:+	-	35	1.49	4	1	4
scaffold_143438.1-14015	7113	7114	Aluexon:5358	chr16:1888015:1888016:+	-	16	5.08	7	7	4
scaffold_143465.1-346394	267197	267198	Aluexon:200	chr1:110922421:110922422:-	+	273	-7.21	6	6	3
scaffold_143493.1-157885	18602	18603	Aluexon:4297	chr1:109497071:109497072:-	+	54	-18.11	7	7	4
scaffold_144079.1-164503	88527	88528	Aluexon:6682	chr1:198777372:198777373:-	+	22	-10.23	5	4	5
scaffold_144396.1-367237	203019	203020	Aluexon:539	chr1:173834330:173834331:-	+	17	-10.37	5	2	5
scaffold_144396.1-367237	203830	203831	Aluexon:538	chr1:173833213:173833214:-	+	22	1.08	6	6	4
scaffold_144446.1-26409	6632	6633	Aluexon:6199	chr1:171068944:171068945:+	-	32	2.40	41	41	4
scaffold_144718.1-170566	85564	85565	Aluexon:265	chr1:154185779:154185780:-	+	17	-4.73	6	6	3
scaffold_144730.1-227711	17360	17361	Aluexon:248	chr1:153605633:153605634:-	+	33	-5.20	16	16	4
scaffold_144990.1-50180	19183	19184	Aluexon:5853	chr18:24220308:24220309:-	+	129	-14.14	9	4	9
scaffold_145223.1-144182	55501	55502	Aluexon:6425	chr18:11656677:11656678:-	-	147	-6.36	4	3	4
scaffold_145330.1-209709	205171	205172	Aluexon:4870	chr14:24029970:24029971:-	-	45	-24.33	22	22	11
scaffold_145504.1-4180	296	297	Aluexon:1040	chr14:35593497:35593498:+	+	20	-14.10	11	7	11
scaffold_145796.1-166822	69189	69190	Aluexon:1036	chr14:57192705:57192706:-	-	56	0.43	4	4	3
scaffold_145875.1-91920	45270	45271	Aluexon:1088	chr14:75582927:75582928:-	+	206	-16.02	NA	NA	13
scaffold_145948.1-118906	18059	18060	Aluexon:1056	chr14:67841530:67841531:+	+	46	-2.94	4	3	4
scaffold_146189.1-273179	4260	4261	Aluexon:1091	chr14:89013995:89013996:-	-	14	1.88	9	9	4
scaffold_146426.1-169936	123728	123729	Aluexon:1725	chr17:65716461:65716462:+	+	45	-12.79	7	7	3
scaffold_146426.1-169936	123780	123781	Aluexon:1726	chr17:65716519:65716520:+	+	103	-16.52	7	7	3
scaffold_146511.1-43391	474	475	Aluexon:5026	chr17:42409140:42409141:+	-	16	-3.12	5	5	5
scaffold_146541.1-150206	141029	141030	Aluexon:1645	chr17:39790885:39790886:-	+	49	-1.41	4	2	4
scaffold_146634.1-39950	39660	39661	Aluexon:1935	chr19:10461895:10461896:-	-	283	-11.64	NA	NA	3
scaffold_146821.1-42625	4847	4848	Aluexon:5034	chr17:57832488:57832489:+	+	32	-5.06	4	3	4
scaffold_146871.1-324947	46423	46424	Aluexon:1630	chr17:35833089:35833090:+	+	29	-26.97	12	5	12
scaffold_146883.1-242898	131945	131946	Aluexon:1623	chr17:34021282:34021283:+	-	19	-3.59	4	3	4
scaffold_146883.1-242898	74414	74415	Aluexon:1616	chr17:34063793:34063794:+	-	35	-8.65	6	6	5
scaffold_146956.1-216755	48544	48545	Aluexon:4999	chr17:25624211:25624212:+	+	26	0.51	7	7	5
scaffold_146957.1-195306	126428	126429	Aluexon:1577	chr17:25955908:25955909:+	+	24	-4.54	19	19	6
scaffold_147211.1-103618	42609	42610	Aluexon:4725	chr9:131348423:131348424:+	-	32	-6.12	6	6	4
scaffold_147247.1-94075	16788	16789	Aluexon:6491	chr9:130256970:130256971:-	+	199	-15.09	3	2	3
scaffold_147257.1-108081	84474	84475	Aluexon:3845	chr9:129352822:129352823:-	+	197	4.48	8	8	5
scaffold_147273.1-228807	137210	137211	Aluexon:4207	chr9:128063368:128063369:+	-	15	-0.72	8	8	5
scaffold_14780.1-200191	140740	140741	Aluexon:349	chr1:240564162:240564163:-	-	277	-16.70	5	4	5
scaffold_14835.1-54530	13160	13161	Aluexon:4343	chr1:226426305:226426306:-	+	52	-7.53	NA	6	NA
scaffold_148633.1-283467	259432	259433	Aluexon:3958	chrX:107982487:107982488:+	+	22	-9.23	NA	7	NA
scaffold_149000.1-27104	26081	26082	Aluexon:3969	chrX:130884847:130884848:-	-	21	-13.53	6	3	6
scaffold_150182.1-161294	77226	77227	Aluexon:4381	chr2:110332018:110332019:-	+	33	8.91	4	4	4
scaffold_150219.1-86193	79499	79500	Aluexon:3289	chr6:42039083:42039084:+	+	32	2.82	4	3	4
scaffold_150346.1-161253	36099	36100	Aluexon:4624	chr7:102786788:102786789:-	+	17	-7.93	5	4	5
scaffold_150360.1-45722	38688	38689	Aluexon:597	chr11:47125251:47125252:+	-	30	2.03	14	14	3
scaffold_15231.1-73988	33578	33579	Aluexon:1003	chr14:31552730:31552731:+	+	28	-3.34	5	5	5
scaffold_1546.1-12622	2633	2634	Aluexon:3162	chr5:127292613:127292614:-	-	16	-1.91	6	6	6
scaffold_15484.1-102449	47058	47059	Aluexon:1071	chr14:71970586:71970587:+	+	63	-31.28	5	5	5
scaffold_15597.1-199663	33708	33709	Aluexon:6553	chr14:91114714:91114715:+	+	29	-15.51	8	3	8
scaffold_15612.1-118364	99025	99026	Aluexon:1110	chr14:96954293:96954294:+	+	58	-3.58	8	8	4
scaffold_15760.1-63939	39435	39436	Aluexon:1633	chr17:37225377:37225378:+	-	22	-2.02	NA	5	NA
scaffold_16439.1-129681	84256	84257	Aluexon:3924	chrX:64142123:64142124:-	-	208	-0.64	4	3	4
scaffold_16872.1-251338	209638	209639	Aluexon:6853	chrY:9357334:9357335:-	+	38	8.88	12	6	12
scaffold_2130.1-390023	329031	329032	Aluexon:4554	chr6:52539710:52539711:+	+	32	-2.43	7	7	3
scaffold_21955.1-898	402	403	Aluexon:3709	chr8:106810670:106810671:-	-	28	-18.37	3	3	3
scaffold_4488.1-239041	46976	46977	Aluexon:2286	chr2:26453780:26453781:-	-	27	-2.55	5	4	5
scaffold_4760.1-127752	91465	91466	Aluexon:232	chr1:150115014:150115015:+	+	153	9.00	4	4	3
scaffold_5125.1-87273	3790	3791	Aluexon:4034	chr11:134215388:134215389:+	-	18	-16.54	6	4	6
scaffold_5844.1-11825	2876	2877	Aluexon:3182	chr5:139059430:139059431:+	+	188	0.62	16	2	16
scaffold_58454.1-1393	19	20	Aluexon:2290	chr2:28165251:28165252:+	-	35	-13.01	NA	NA	NA
scaffold_6395.1-380421	124629	124630	Aluexon:4427	chr3:69103671:69103672:-	+	26	-2.32	5	5	5
scaffold_6768.1-7247	3319	3320	Aluexon:659	chr11:77629310:77629311:-	+	175	3.01	7	3	7
scaffold_7322.1-190891	131089	131090	Aluexon:976	chr13:96357906:96357907:+	+	132	-8.44	5	4	5
scaffold_73383.1-4467	3853	3854	Aluexon:2514	chr2:238808820:238808821:+	+	53	7.72	7	7	5
scaffold_7795.1-281234	50642	50643	Aluexon:2919	chr3:156864396:156864397:-	-	30	8.15	22	16	6
scaffold_8185.1-83956	79950	79951	Aluexon:5479	chr22:17129415:17129416:+	-	21	11.05	NA	17	NA
scaffold_8220.1-292282	120502	120503	Aluexon:4857	chr13:37550102:37550103:-	+	30	-15.64	17	17	3
scaffold_84569.1-10541	6169	6170	Aluexon:1435	chr16:69744212:69744213:-	-	29	1.22	5	5	4
scaffold_8469.1-495663	45730	45731	Aluexon:6762	chr2:228170371:228170372:-	-	22	-9.45	4	4	4
scaffold_85069.1-11847	516	517	Aluexon:5384	chr17:41284614:41284615:+	-	30	-2.87	12	12	5
scaffold_853.1-13016	7923	7924	Aluexon:2119	chr19:44989368:44989369:-	+	26	-27.92	NA	8	NA
scaffold_8671.1-233071	909	910	Aluexon:856	chr12:110016968:110016969:+	-	26	-12.68	8	8	4
scaffold_8861.1-204578	59282	59283	Aluexon:755	chr12:46848793:46848794:+	-	20	-1.35	5	4	5
scaffold_94386.1-7844	1035	1036	Aluexon:4547	chr6:36865876:36865877:+	-	18	7.76	5	4	5
scaffold_9686.1-211593	156675	156676	Aluexon:6649	chr8:91399793:91399794:+	+	26	0.76	4	4	3
scaffold_9713.1-294275	150478	150479	Aluexon:3690	chr8:94694886:94694887:-	-	21	-3.94	7	7	6
