chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
KE928998v1	248058	248059	Aluexon:298	chr1:202729440:202729441:-	-	29	1.68	6	4	6
KE929051v1	18003	18004	Aluexon:3694	chr8:99591371:99591372:-	+	16	-7.07	7	4	7
KE929105v1	108405	108406	Aluexon:1751	chr17:74642016:74642017:+	+	42	-6.54	16	16	4
KE929238v1	58745	58746	Aluexon:43	chr1:17658219:17658220:-	+	213	2.81	6	2	6
KE929258v1	74965	74966	Aluexon:2063	chr19:36261930:36261931:-	-	307	-28.08	6	1	6
KE929285v1	15847	15848	Aluexon:2150	chr19:47979558:47979559:-	-	36	-1.36	4	3	4
KE929290v1	13683	13684	Aluexon:4641	chr7:100478315:100478316:+	-	18	0.27	14	9	14
KE929299v1	39225	39226	Aluexon:2715	chr22:41907110:41907111:+	-	98	-5.00	8	4	8
KE929348v1	60091	60092	Aluexon:3208	chr5:153823040:153823041:-	-	34	-3.71	5	5	4
KE929384v1	159018	159019	Aluexon:5023	chr17:48566125:48566126:+	+	20	3.89	4	3	4
KE929405v1	16538	16539	Aluexon:1941	chr19:11675258:11675259:+	-	92	-5.62	15	15	4
KE929432v1	53599	53600	Aluexon:1606	chr17:30206358:30206359:-	+	54	-23.06	20	20	6
KE929593v1	7881	7882	Aluexon:394	chr10:31598944:31598945:-	+	32	-0.71	17	17	13
KE929669v1	242246	242247	Aluexon:2406	chr2:136406655:136406656:+	+	18	-2.10	10	8	10
KE929687v1	129426	129427	Aluexon:1974	chr19:16770038:16770039:-	-	84	-19.51	6	6	6
KE929734v1	70580	70581	Aluexon:583	chr11:34128598:34128599:+	-	20	-9.62	6	4	6
KE929736v1	10453	10454	Aluexon:6491	chr9:130256970:130256971:-	+	199	-19.60	7	2	7
KE929742v1	116479	116480	Aluexon:1647	chr17:40630943:40630944:+	-	15	-7.81	8	7	8
KE929747v1	45197	45198	Aluexon:862	chr12:111054080:111054081:+	-	25	-5.14	11	11	7
KE929787v1	227403	227404	Aluexon:2160	chr11:8705408:8705409:+	+	150	-2.61	8	2	8
KE929880v1	359258	359259	Aluexon:1562	chr17:18419931:18419932:-	+	199	-3.20	NA	13	NA
KE929880v1	66823	66824	Aluexon:1712	chr17:58542178:58542179:-	+	235	-23.12	13	13	4
KE929927v1	132697	132698	Aluexon:4671	chr8:103842622:103842623:-	+	32	-6.75	8	8	6
KE930000v1	156548	156549	Aluexon:815	chr12:69209406:69209407:+	+	196	3.14	13	4	13
KE930000v1	81224	81225	Aluexon:811	chr12:69110038:69110039:+	+	32	-3.42	8	6	8
KE930003v1	74470	74471	Aluexon:3859	chr9:133471922:133471923:+	+	29	-7.53	6	3	6
KE930036v1	35481	35482	Aluexon:1058	chr14:69657760:69657761:-	-	27	5.00	7	7	3
KE930069v1	35716	35717	Aluexon:4414	chr3:24002906:24002907:+	-	30	-0.86	6	6	5
KE930088v1	264641	264642	Aluexon:6225	chr15:41201025:41201026:+	-	193	7.97	7	7	7
KE930091v1	20978	20979	Aluexon:4726	chr9:132501403:132501404:-	-	19	1.93	8	8	6
KE930093v1	36247	36248	Aluexon:6643	chr7:126859519:126859520:+	-	24	-4.90	19	19	6
KE930138v1	183469	183470	Aluexon:2693	chr22:38481539:38481540:+	+	18	-1.20	7	7	3
KE930138v1	183473	183474	Aluexon:2695	chr22:38481545:38481546:+	+	24	-4.23	7	7	3
KE930138v1	47443	47444	Aluexon:2812	chr22:38354379:38354380:+	+	185	-3.12	7	7	4
KE930148v1	123611	123612	Aluexon:4614	chr7:74078788:74078789:+	-	27	-1.82	14	14	5
KE930148v1	1580	1581	Aluexon:3498	chr7:74191991:74191992:+	-	40	-15.38	NA	3	NA
KE930148v1	59151	59152	Aluexon:3490	chr7:65953025:65953026:-	-	171	-11.96	7	7	5
KE930148v1	61657	61658	Aluexon:3465	chr7:66312855:66312856:+	-	34	-19.15	6	3	6
KE930148v1	61670	61671	Aluexon:354	chr1:243255496:243255497:-	-	21	-13.26	6	3	6
KE930154v1	8894	8895	Aluexon:41	chr1:890163:890164:-	-	61	-28.12	6	6	6
KE930222v1	8397	8398	Aluexon:529	chr11:767013:767014:-	+	54	3.71	5	5	3
KE930530v1	12005	12006	Aluexon:2480	chr19:18701082:18701083:+	-	58	5.82	7	7	7
KE930542v1	1322	1323	Aluexon:514	chr11:559777:559778:+	+	7	6.10	7	7	3
KE930551v1	67136	67137	Aluexon:5134	chr20:17521844:17521845:-	+	11	1.90	14	14	6
KE930551v1	72342	72343	Aluexon:5135	chr20:17517169:17517170:-	+	25	2.61	13	13	5
KE930566v1	26525	26526	Aluexon:796	chr12:53692913:53692914:-	-	22	-8.73	7	2	7
KE930569v1	115270	115271	Aluexon:4447	chr3:169862122:169862123:-	-	21	1.72	12	12	12
KE930582v1	94140	94141	Aluexon:1923	chr19:10575284:10575285:+	+	207	-23.50	15	15	6
KE930591v1	46920	46921	Aluexon:469	chr10:104476369:104476370:+	+	55	8.95	14	14	6
KE930598v1	18537	18538	Aluexon:3848	chr9:131802118:131802119:+	-	111	-18.72	7	7	6
KE930663v1	231685	231686	Aluexon:1401	chr16:53488136:53488137:+	-	24	7.82	5	4	5
KE930685v1	7486	7487	Aluexon:1653	chr17:41114289:41114290:-	+	44	2.50	11	11	6
KE930734v1	17830	17831	Aluexon:4805	chr12:6791291:6791292:-	+	187	8.07	5	2	5
KE930768v1	32136	32137	Aluexon:965	chr12:120892734:120892735:+	-	27	-6.78	9	9	6
KE930783v1	63491	63492	Aluexon:3117	chr5:65036720:65036721:+	-	26	-11.08	10	7	10
KE930789v1	469215	469216	Aluexon:5634	chr9:124045595:124045596:+	-	30	-12.03	11	11	5
KE930877v1	84228	84229	Aluexon:6695	chr10:91294397:91294398:-	-	199	4.42	6	6	3
KE931061v1	25607	25608	Aluexon:3387	chr7:2591306:2591307:-	-	33	-4.96	15	15	7
KE931069v1	21931	21932	Aluexon:4926	chr15:90765190:90765191:+	-	32	-3.63	11	11	5
KE931111v1	214624	214625	Aluexon:5377	chr16:89916272:89916273:+	+	23	-19.06	18	18	5
KE931125v1	154512	154513	Aluexon:20	chr1:1784100:1784101:-	-	38	1.22	7	7	7
KE931132v1	11759	11760	Aluexon:2639	chr22:17690847:17690848:+	+	68	-21.95	10	5	10
KE931134v1	130295	130296	Aluexon:5819	chr16:18797658:18797659:-	+	30	3.06	9	9	5
KE931134v1	26601	26602	Aluexon:1375	chr16:30312388:30312389:-	+	18	-0.03	11	11	3
KE931134v1	90628	90629	Aluexon:4943	chr16:18840317:18840318:-	+	16	-1.87	5	5	4
KE931166v1	129777	129778	Aluexon:21	chr1:9714101:9714102:-	-	46	-0.56	8	5	8
KE931197v1	29193	29194	Aluexon:2290	chr2:28165251:28165252:+	+	35	-4.96	19	19	16
KE931228v1	13727	13728	Aluexon:1276	chr15:91525975:91525976:-	+	19	-10.89	9	9	7
KE931250v1	22433	22434	Aluexon:3279	chr6:31591063:31591064:+	+	27	-1.36	7	7	3
KE931253v1	89501	89502	Aluexon:2475	chr2:209149005:209149006:+	-	20	-1.24	12	12	5
KE931258v1	286962	286963	Aluexon:833	chr12:53854168:53854169:+	-	239	-12.68	8	8	6
KE931258v1	287176	287177	Aluexon:832	chr12:53853950:53853951:+	-	21	5.68	8	8	6
KE931258v1	74640	74641	Aluexon:5728	chr12:54067596:54067597:-	+	22	-9.88	19	19	6
KE931285v1	43574	43575	Aluexon:1877	chr19:4097201:4097202:-	+	31	-2.43	8	8	4
KE931313v1	90271	90272	Aluexon:5026	chr17:42409140:42409141:+	+	16	-1.14	13	8	13
KE931328v1	100537	100538	Aluexon:463	chr10:99922639:99922640:+	-	169	-3.02	22	6	22
KE931342v1	124471	124472	Aluexon:2487	chr2:210901504:210901505:+	-	19	-5.06	12	12	5
KE931366v1	123173	123174	Aluexon:4528	chr5:176621304:176621305:+	-	41	3.34	7	7	6
KE931366v1	123660	123661	Aluexon:3265	chr5:176620795:176620796:+	-	4	-5.62	4	3	4
KE931383v1	23337	23338	Aluexon:1318	chr16:9165746:9165747:+	-	35	10.86	10	10	4
KE931419v1	95408	95409	Aluexon:2478	chr19:18669812:18669813:+	+	27	-8.29	12	12	6
KE931621v1	119879	119880	Aluexon:3100	chr5:36211095:36211096:-	+	17	8.71	6	6	5
KE931633v1	181112	181113	Aluexon:5439	chr2:47178739:47178740:+	-	15	-18.30	6	6	4
KE931661v1	117329	117330	Aluexon:1420	chr16:66926455:66926456:+	-	43	-5.87	11	11	6
KE931661v1	488263	488264	Aluexon:5824	chr16:66581968:66581969:-	+	22	4.40	7	3	7
KE931675v1	60960	60961	Aluexon:5822	chr16:28490907:28490908:-	+	32	0.07	18	18	6
KE931727v1	7813	7814	Aluexon:3849	chr9:131827080:131827081:+	+	21	-9.27	6	6	3
KE931738v1	5650	5651	Aluexon:5079	chr19:5147746:5147747:-	-	26	-18.95	6	6	5
KE931747v1	75287	75288	Aluexon:781	chr12:7092161:7092162:+	-	29	-1.82	3	3	3
KE931766v1	18630	18631	Aluexon:4612	chr7:73105953:73105954:+	-	28	4.02	12	12	3
KE931769v1	212043	212044	Aluexon:1889	chr19:7614605:7614606:+	+	234	-12.53	17	7	17
KE931770v1	1217	1218	Aluexon:613	chr11:64690459:64690460:+	+	23	-23.50	6	6	6
KE931801v1	51271	51272	Aluexon:984	chr13:111341191:111341192:-	-	92	-31.40	8	7	8
KE931804v1	9306	9307	Aluexon:1924	chr19:10603393:10603394:-	+	24	-5.24	10	10	6
KE931877v1	11293	11294	Aluexon:5403	chr19:6463786:6463787:+	-	12	-11.85	6	6	5
KE931877v1	86350	86351	Aluexon:5081	chr19:6379463:6379464:-	+	30	-2.90	NA	5	NA
KE932050v1	406023	406024	Aluexon:4348	chr1:229624531:229624532:-	+	81	-1.33	6	6	6
KE932201v1	382018	382019	Aluexon:6551	chr14:69061200:69061201:+	-	20	-0.32	7	5	7
KE932209v1	2479	2480	Aluexon:1011	chr14:21977695:21977696:-	-	163	-21.24	5	3	5
KE932249v1	88092	88093	Aluexon:3549	chr7:129679181:129679182:-	+	32	4.79	5	5	5
KE932318v1	17413	17414	Aluexon:34	chr1:1409853:1409854:+	+	291	-23.16	11	6	11
KE932392v1	36168	36169	Aluexon:4917	chr15:68576242:68576243:+	+	19	-1.17	15	15	6
KE932398v1	127546	127547	Aluexon:757	chr12:47603241:47603242:-	-	35	0.59	8	8	4
KE932398v1	129175	129176	Aluexon:758	chr12:47604529:47604530:-	-	23	-15.34	8	8	5
KE932909v1	48084	48085	Aluexon:2937	chr3:178577411:178577412:-	+	17	6.26	12	12	5
KE933064v1	21944	21945	Aluexon:3014	chr4:76009913:76009914:-	+	8	-5.00	7	3	7
KE934052v1	24691	24692	Aluexon:3372	chr6:167762326:167762327:+	+	16	-17.96	16	16	5
KE934163v1	767101	767102	Aluexon:4101	chr2:64169162:64169163:-	+	21	5.04	7	6	7
KE934425v1	27741	27742	Aluexon:634	chr11:66417205:66417206:+	-	22	-1.93	8	8	5
KE934655v1	55407	55408	Aluexon:4057	chr14:74337376:74337377:+	+	36	-3.39	10	9	10
KE934682v1	118482	118483	Aluexon:3024	chr4:83430940:83430941:-	+	44	-9.79	14	14	8
KE934760v1	7352	7353	Aluexon:3373	chr6:150118575:150118576:-	+	214	-8.95	17	17	6
KE934854v1	768536	768537	Aluexon:4145	chr3:194147508:194147509:+	+	54	0.16	6	3	6
KE934895v1	18801	18802	Aluexon:3671	chr8:74708149:74708150:-	+	169	7.46	10	10	5
KE935187v1	135997	135998	Aluexon:2758	chr3:28373441:28373442:-	-	26	-15.71	5	4	5
KE935187v1	136001	136002	Aluexon:2759	chr3:28373445:28373446:-	-	22	-10.36	5	4	5
KE935201v1	797111	797112	Aluexon:4490	chr5:5445570:5445571:+	-	33	-4.96	24	24	6
KE935248v1	86078	86079	Aluexon:3058	chr4:109554509:109554510:+	+	30	1.03	15	15	5
KE935256v1	120850	120851	Aluexon:4239	chr1:20920088:20920089:+	+	27	-1.42	5	5	3
KE935269v1	156773	156774	Aluexon:5810	chr15:22797748:22797749:-	+	113	-10.77	8	8	5
KE935302v1	24121	24122	Aluexon:3623	chr8:26369286:26369287:-	-	26	0.21	7	4	7
KE935305v1	291590	291591	Aluexon:5478	chr21:43513512:43513513:+	-	193	-5.09	5	4	5
KE935317v1	149196	149197	Aluexon:3656	chr8:61398810:61398811:-	+	29	6.66	5	4	5
KE935354v1	50268	50269	Aluexon:1177	chr15:49925715:49925716:+	+	174	6.00	8	7	8
KE935354v1	50303	50304	Aluexon:1178	chr15:49925754:49925755:+	+	213	-19.14	7	7	5
KE935416v1	113666	113667	Aluexon:4041	chr12:29491575:29491576:-	+	19	2.68	14	14	6
KE935419v1	195219	195220	Aluexon:3568	chr7:135256720:135256721:+	-	95	-20.34	16	16	6
KE935435v1	207340	207341	Aluexon:355	chr1:233261952:233261953:-	+	15	-6.69	8	8	5
KE935442v1	134151	134152	Aluexon:4443	chr3:170103065:170103066:+	+	206	6.88	5	5	5
KE935494v1	3852	3853	Aluexon:6353	chr9:132344924:132344925:+	-	23	5.79	10	10	6
KE935510v1	397055	397056	Aluexon:3883	chrX:2761077:2761078:+	-	220	-21.40	14	3	14
KE935510v1	397268	397269	Aluexon:6856	chrY:14519108:14519109:-	-	24	-10.26	14	3	14
KE935536v1	243120	243121	Aluexon:2771	chr3:38541170:38541171:+	-	46	8.83	7	7	6
KE935549v1	255591	255592	Aluexon:2619	chr21:30724665:30724666:+	-	292	-24.81	17	17	11
KE935565v1	136571	136572	Aluexon:5210	chrX:62565450:62565451:-	-	22	-5.43	14	14	5
KE935591v1	27047	27048	Aluexon:1873	chr19:4903581:4903582:+	+	74	-23.86	7	4	7
KE935622v1	562607	562608	Aluexon:1221	chr15:73090343:73090344:+	-	22	4.80	6	6	4
KE935623v1	40213	40214	Aluexon:938	chr12:133246023:133246024:-	+	50	-9.77	10	10	6
KE935670v1	166619	166620	Aluexon:2808	chr3:50600019:50600020:-	+	17	-1.37	8	8	5
KE935695v1	194901	194902	Aluexon:3323	chr6:82885703:82885704:-	+	55	-23.01	8	8	6
KE935697v1	49024	49025	Aluexon:1596	chr17:29101362:29101363:-	-	18	-4.96	14	14	7
KE935699v1	12793	12794	Aluexon:738	chr12:19705785:19705786:+	-	29	-9.01	9	7	9
KE935702v1	39234	39235	Aluexon:2644	chr22:18065138:18065139:-	+	10	-0.67	7	4	7
KE935743v1	106101	106102	Aluexon:3760	chr9:20755842:20755843:+	+	9	6.13	5	5	4
KE935760v1	3386	3387	Aluexon:5192	chr22:42063444:42063445:-	+	46	1.55	6	6	4
KE935764v1	6794	6795	Aluexon:1660	chr17:42114303:42114304:-	-	180	-20.23	NA	2	NA
KE935806v1	730937	730938	Aluexon:5300	chr11:117162060:117162061:+	-	66	-23.16	6	6	3
KE935817v1	111910	111911	Aluexon:2870	chr3:125627403:125627404:-	+	24	-19.48	6	5	6
KE935817v1	128380	128381	Aluexon:2868	chr3:125594009:125594010:-	+	17	-0.11	5	5	4
KE935821v1	104624	104625	Aluexon:87	chr1:29547712:29547713:-	-	23	-13.12	11	7	11
KE935830v1	308229	308230	Aluexon:554	chr11:9831838:9831839:-	-	2	-23.48	7	7	3
KE935890v1	19049	19050	Aluexon:397	chr10:35946080:35946081:+	+	30	1.81	10	10	5
KE935891v1	24165	24166	Aluexon:4328	chr1:212897442:212897443:-	-	1	-1.30	7	6	7
KE936103v1	32177	32178	Aluexon:6023	chr9:125999245:125999246:-	+	187	7.16	14	14	5
KE936130v1	136597	136598	Aluexon:5297	chr11:111395606:111395607:+	-	26	-0.08	23	23	7
KE936189v1	157927	157928	Aluexon:5367	chr16:56969861:56969862:+	-	23	-30.72	5	3	5
KE936271v1	414845	414846	Aluexon:4578	chr6:136667698:136667699:-	-	18	3.44	24	24	6
KE936278v1	57691	57692	Aluexon:687	chr11:111668919:111668920:-	+	34	-5.26	7	7	6
KE936292v1	156665	156666	Aluexon:2518	chr2:241567075:241567076:+	+	192	6.97	6	5	6
KE936379v1	89560	89561	Aluexon:5814	chr15:78886353:78886354:-	+	30	7.18	7	3	7
KE936449v1	10403	10404	Aluexon:68	chr1:28537563:28537564:-	-	132	-14.32	10	10	3
KE936449v1	40785	40786	Aluexon:65	chr1:28567933:28567934:-	-	14	6.97	7	6	7
KE936470v1	210391	210392	Aluexon:405	chr10:46048652:46048653:-	-	9	-0.83	6	4	6
KE936506v1	59096	59097	Aluexon:5777	chr14:106715721:106715722:-	-	122	-26.68	6	3	6
KE937016v1	81493	81494	Aluexon:2239	chr19:57937007:57937008:+	+	224	-15.52	12	12	7
KE937114v1	172646	172647	Aluexon:1013	chr14:37688756:37688757:+	+	195	-1.58	5	3	5
KE937177v1	16976	16977	Aluexon:1664	chr17:42260437:42260438:-	+	56	4.41	4	4	4
KE937177v1	40243	40244	Aluexon:5014	chr17:42224848:42224849:+	-	56	1.13	8	8	4
KE937235v1	318093	318094	Aluexon:545	chr11:9264376:9264377:-	+	286	-13.65	6	6	6
KE937235v1	355158	355159	Aluexon:4015	chr11:9231401:9231402:-	+	270	-7.28	16	16	6
KE937235v1	434547	434548	Aluexon:542	chr11:9144356:9144357:-	+	108	-19.62	5	5	3
KE937410v1	128952	128953	Aluexon:3171	chr5:131668003:131668004:-	+	13	8.53	7	7	5
KE937889v1	214677	214678	Aluexon:118	chr1:44136091:44136092:+	+	17	3.78	9	9	7
KE937977v1	6442	6443	Aluexon:5953	chr5:43018913:43018914:-	-	71	-21.06	6	6	5
KE937986v1	228010	228011	Aluexon:2350	chr2:62196102:62196103:+	+	22	-2.66	14	14	6
KE938000v1	185646	185647	Aluexon:4469	chr4:95377393:95377394:+	-	35	-5.78	7	7	7
KE938027v1	156040	156041	Aluexon:4187	chr7:132739917:132739918:-	-	16	4.80	9	9	3
KE938047v1	40682	40683	Aluexon:2880	chr3:132412709:132412710:-	+	25	-4.78	8	8	6
KE938079v1	302658	302659	Aluexon:3152	chr5:96140643:96140644:-	-	19	-3.91	6	6	6
KE938085v1	247217	247218	Aluexon:5204	chrX:40953473:40953474:+	+	47	3.14	7	7	6
KE938085v1	332747	332748	Aluexon:3917	chrX:41040632:41040633:+	+	111	-10.83	5	4	5
KE938116v1	336882	336883	Aluexon:5730	chr12:86416322:86416323:-	-	173	-7.18	6	5	6
KE938166v1	367384	367385	Aluexon:1762	chr17:78178395:78178396:-	-	42	3.09	13	13	4
KE938180v1	374926	374927	Aluexon:4197	chr9:26987186:26987187:+	+	147	-24.01	6	6	6
KE938204v1	11187	11188	Aluexon:750	chr12:31449978:31449979:-	-	25	1.21	NA	12	NA
KE938228v1	296320	296321	Aluexon:4373	chr2:61508560:61508561:-	+	187	-21.66	10	6	10
KE938228v1	40707	40708	Aluexon:4098	chr2:61747546:61747547:-	+	259	-2.43	11	11	5
KE938228v1	48733	48734	Aluexon:2338	chr2:61738069:61738070:-	+	24	-8.04	8	6	8
KE938228v1	76535	76536	Aluexon:2336	chr2:61707433:61707434:+	-	19	-3.39	15	7	15
KE938234v1	488	489	Aluexon:1336	chr16:14672485:14672486:-	+	50	7.58	9	9	5
