chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
Contig383440	494	495	Aluexon:5715	chr12:7902069:7902070:-	+	105	-17.24	13	13	6
Contig385131	4019	4020	Aluexon:1134	chr15:32867770:32867771:+	+	33	5.61	5	4	5
Contig40324	711	712	Aluexon:1045	chr14:61259850:61259851:+	-	124	-18.23	19	16	19
Contig405121	217	218	Aluexon:3440	chr7:43562646:43562647:+	-	53	8.58	NA	NA	NA
Contig405238	929	930	Aluexon:5728	chr12:54067596:54067597:-	+	22	-18.77	NA	18	NA
Contig407270	857	858	Aluexon:4197	chr9:26987186:26987187:+	+	147	-25.93	NA	11	NA
Contig407777	1651	1652	Aluexon:1749	chr17:74546031:74546032:+	+	6	-20.69	NA	4	NA
Contig41298	258	259	Aluexon:1488	chr16:89932728:89932729:+	+	26	0.63	21	21	5
Contig419766	1192	1193	Aluexon:2620	chr21:34634864:34634865:+	+	19	8.57	9	7	9
Contig423337	1531	1532	Aluexon:3253	chr6:13265253:13265254:-	+	27	10.17	13	13	5
Contig426487	83	84	Aluexon:404	chr10:43021108:43021109:-	-	33	-20.28	NA	NA	NA
Contig433862	964	965	Aluexon:6844	chrX:153861448:153861449:-	-	17	-8.71	12	12	5
Contig434763	990	991	Aluexon:5631	chr9:90533730:90533731:+	+	2	5.53	5	2	5
Contig437906	6666	6667	Aluexon:3029	chr4:84188361:84188362:-	-	195	8.65	8	8	8
Contig45319	409	410	Aluexon:711	chr12:519482:519483:+	+	55	-7.29	7	7	6
Contig454681	872	873	Aluexon:140	chr1:62152567:62152568:-	+	38	3.97	NA	4	NA
Contig455124	109	110	Aluexon:4374	chr2:65282757:65282758:-	+	6	-13.04	4	4	4
Contig457397	842	843	Aluexon:2644	chr22:18065138:18065139:-	+	10	1.85	NA	6	NA
Contig45799	246	247	Aluexon:760	chr12:49233334:49233335:-	-	32	1.68	NA	NA	NA
Contig46090	161	162	Aluexon:5454	chr2:131881141:131881142:+	-	39	0.31	NA	NA	NA
Contig463416	293	294	Aluexon:3075	chr4:154554386:154554387:+	+	19	8.50	17	6	17
Contig468860	470	471	Aluexon:6192	chr1:108963309:108963310:+	-	129	-7.41	26	26	5
Contig471882	154	155	Aluexon:240	chr1:151205803:151205804:+	+	23	8.05	6	6	6
Contig47413	619	620	Aluexon:6396	chr12:148814:148815:-	-	19	-6.78	5	5	5
Contig47413	621	622	Aluexon:6831	chr9:35264:35265:-	-	17	8.61	5	5	5
Contig480628	635	636	Aluexon:1748	chr17:75090150:75090151:+	-	34	-17.02	15	15	5
Contig485152	1987	1988	Aluexon:2478	chr19:18669812:18669813:+	+	27	-9.04	8	8	6
Contig485152	2364	2365	Aluexon:2477	chr19:18670908:18670909:+	+	92	-2.77	9	9	5
Contig496666	946	947	Aluexon:6199	chr1:171068944:171068945:+	-	32	-4.01	21	21	5
Contig50186	140	141	Aluexon:5915	chr20:56075466:56075467:-	-	45	-0.34	NA	NA	NA
Contig503936	453	454	Aluexon:4115	chr2:233566190:233566191:+	+	32	-18.74	6	2	6
Contig504053	132	133	Aluexon:5323	chr13:98653898:98653899:+	-	153	-13.26	NA	NA	NA
Contig515442	436	437	Aluexon:1496	chr17:808404:808405:-	+	267	-3.68	5	5	3
Contig523595	2567	2568	Aluexon:5109	chr19:46053155:46053156:-	+	288	-0.12	8	8	5
Contig525035	2409	2410	Aluexon:2263	chr2:1673524:1673525:-	+	104	-15.06	5	3	5
Contig527964	84	85	Aluexon:2354	chr2:73268790:73268791:-	-	21	11.40	NA	NA	NA
Contig530832	278	279	Aluexon:3570	chr7:142990238:142990239:+	+	30	8.23	17	17	6
Contig531215	1133	1134	Aluexon:4090	chr19:38140721:38140722:-	+	32	-14.81	NA	9	NA
Contig53514	3	4	Aluexon:206	chr1:113556461:113556462:-	+	16		NA	NA	NA
Contig538582	1997	1998	Aluexon:5090	chr19:9726184:9726185:-	-	108	-24.65	7	7	5
Contig544469	502	503	Aluexon:3393	chr7:5800142:5800143:-	+	32	3.55	NA	7	NA
Contig547018	174	175	Aluexon:5466	chr2:227807215:227807216:+	+	258	-8.39	NA	NA	NA
Contig548562	2873	2874	Aluexon:1949	chr19:12353652:12353653:-	-	28	-23.42	18	5	18
Contig548936	123	124	Aluexon:4252	chr1:31904166:31904167:+	+	188	5.71	NA	NA	NA
Contig550826	505	506	Aluexon:6303	chr4:178544811:178544812:+	+	25	10.42	5	4	5
Contig551802	2370	2371	Aluexon:302	chr1:156307031:156307032:-	-	187	5.88	NA	NA	5
Contig554429	715	716	Aluexon:1870	chr19:4290287:4290288:+	-	117	2.21	6	6	3
Contig55541	165	166	Aluexon:2661	chr22:23975097:23975098:-	+	30	8.49	6	6	5
Contig560536	1083	1084	Aluexon:4317	chr1:173942669:173942670:-	+	19	1.99	NA	NA	NA
Contig563955	467	468	Aluexon:5688	chr10:75239726:75239727:-	+	34	-12.58	7	7	6
Contig571643	15639	15640	Aluexon:3779	chr9:37880745:37880746:-	-	28	6.48	5	5	5
Contig571643	16558	16559	Aluexon:3780	chr9:37881628:37881629:-	-	21	9.41	12	12	5
Contig572210	776	777	Aluexon:4889	chr14:55984391:55984392:-	-	19	-3.69	7	7	5
Contig589236	583	584	Aluexon:4575	chr6:130028023:130028024:-	+	28	3.04	8	8	5
Contig593411	492	493	Aluexon:3479	chr7:26211467:26211468:-	+	17	8.46	7	7	3
Contig594327	5	6	Aluexon:4945	chr16:19508204:19508205:-	+	30		NA	NA	NA
Contig596842	486	487	Aluexon:2010	chr19:21926025:21926026:-	-	25	2.39	6	6	6
Contig597401	440	441	Aluexon:6752	chr19:43407873:43407874:-	+	206	9.71	6	6	6
Contig59953	64	65	Aluexon:2612	chr20:62436762:62436763:-	+	72	-27.77	NA	NA	NA
Contig599750	1008	1009	Aluexon:2345	chr2:68363178:68363179:-	+	192	7.12	17	17	12
Contig599990	254	255	Aluexon:1050	chr14:58673765:58673766:+	-	27	4.41	NA	NA	NA
Contig600827	1085	1086	Aluexon:1295	chr16:2621919:2621920:-	-	50	-23.86	NA	NA	5
Contig604918	792	793	Aluexon:4773	chr11:3806960:3806961:-	+	45	-13.65	NA	3	NA
Contig60525	104	105	Aluexon:289	chr1:200340293:200340294:-	-	12	5.01	NA	NA	NA
Contig606173	1041	1042	Aluexon:4345	chr1:204371052:204371053:-	-	16	-0.91	7	7	6
Contig615792	496	497	Aluexon:2073	chr19:38220685:38220686:-	-	222	2.00	NA	NA	NA
Contig625569	2120	2121	Aluexon:4370	chr2:55794139:55794140:-	+	27	0.55	NA	5	NA
Contig626126	1276	1277	Aluexon:4122	chr21:40637118:40637119:-	+	258	-14.54	6	5	6
Contig630860	1024	1025	Aluexon:5091	chr19:9646196:9646197:-	+	9	5.98	5	5	4
Contig632191	719	720	Aluexon:1947	chr19:12253947:12253948:-	-	37	8.67	11	8	11
Contig634971	763	764	Aluexon:3592	chr8:6262641:6262642:-	-	21	9.65	9	9	7
Contig639251	12299	12300	Aluexon:1113	chr14:100316459:100316460:+	-	172	5.87	15	2	15
Contig639287	586	587	Aluexon:2033	chr19:34849821:34849822:-	-	19	11.44	8	5	8
Contig643218	1696	1697	Aluexon:2984	chr4:17615661:17615662:-	+	22	12.18	19	9	19
Contig64416	160	161	Aluexon:5219	chrX:129236118:129236119:-	-	16	2.59	NA	NA	NA
Contig644578	3272	3273	Aluexon:227	chr1:150302892:150302893:+	+	48	-15.83	NA	5	NA
Contig647061	255	256	Aluexon:2774	chr3:42876090:42876091:+	-	22	0.40	NA	NA	NA
Contig650279	655	656	Aluexon:4476	chr4:119540412:119540413:+	+	47	7.73	6	5	6
Contig652215	94	95	Aluexon:4872	chr14:34926099:34926100:-	+	27	-12.79	11	11	6
Contig653176	534	535	Aluexon:5848	chr17:80071641:80071642:-	-	170	5.72	7	3	7
Contig654306	1889	1890	Aluexon:831	chr12:99058831:99058832:+	-	23	3.16	14	14	13
Contig658252	1081	1082	Aluexon:1233	chr15:75351983:75351984:+	-	37	6.13	6	6	3
Contig65850	529	530	Aluexon:1126	chr14:105565054:105565055:+	-	16	-4.56	13	13	4
Contig658931	1086	1087	Aluexon:3902	chrX:24169806:24169807:+	+	31	3.69	NA	NA	NA
Contig660173	522	523	Aluexon:4935	chr16:2682198:2682199:+	+	176	8.95	8	6	8
Contig664629	1149	1150	Aluexon:3799	chr9:91097176:91097177:+	+	18	10.57	7	7	6
Contig666691	1263	1264	Aluexon:3038	chr4:99807697:99807698:-	+	174	7.07	NA	5	NA
Contig67329	792	793	Aluexon:5494	chr3:49526057:49526058:+	+	24	-3.67	NA	5	NA
Contig674169	521	522	Aluexon:5889	chr2:37410160:37410161:-	-	8	4.40	7	4	7
Contig674720	1214	1215	Aluexon:1343	chr16:3754335:3754336:-	-	19	1.65	6	6	5
Contig676026	753	754	Aluexon:6343	chr7:116501243:116501244:+	+	33	2.40	NA	6	NA
Contig676150	237	238	Aluexon:3367	chr6:155634323:155634324:-	+	86	-14.71	9	9	5
Contig676717	104	105	Aluexon:2071	chr19:38249236:38249237:-	-	29	6.84	NA	NA	NA
Contig676717	627	628	Aluexon:2072	chr19:38249779:38249780:-	-	24	5.41	5	4	5
Contig681863	79	80	Aluexon:6813	chr6:159278403:159278404:-	+	76	6.54	NA	NA	NA
Contig692158	866	867	Aluexon:3792	chr9:86463813:86463814:+	-	89	-16.63	16	16	6
Contig693292	1473	1474	Aluexon:4402	chr2:201806718:201806719:-	+	27	3.58	14	14	5
Contig694030	147	148	Aluexon:2622	chr21:34819447:34819448:-	-	34	9.69	NA	NA	NA
Contig695582	820	821	Aluexon:1950	chr19:12734213:12734214:-	-	27	0.74	8	8	6
Contig696989	1482	1483	Aluexon:2890	chr3:49046358:49046359:+	-	62	5.04	10	10	5
Contig707033	163	164	Aluexon:1935	chr19:10461895:10461896:-	-	283	-17.10	7	7	5
Contig70859	701	702	Aluexon:4744	chr10:43135749:43135750:-	-	28	2.91	13	13	5
Contig708697	115	116	Aluexon:2352	chr2:73959827:73959828:-	-	27	-19.26	NA	NA	NA
Contig709112	2050	2051	Aluexon:5844	chr17:73145280:73145281:-	-	189	8.29	10	5	10
Contig710706	570	571	Aluexon:5319	chr12:132416058:132416059:+	+	45	2.47	NA	2	NA
Contig711394	153	154	Aluexon:3842	chr9:125766605:125766606:+	-	30	2.21	NA	NA	NA
Contig711556	1117	1118	Aluexon:6570	chr17:49416966:49416967:+	-	21	4.53	13	13	6
Contig713374	741	742	Aluexon:4707	chr9:94614250:94614251:-	-	20	0.86	7	7	6
Contig717362	515	516	Aluexon:5897	chr2:99921218:99921219:-	-	19	1.87	6	5	6
Contig717708	99	100	Aluexon:3800	chr9:96819422:96819423:+	-	25	-18.52	NA	NA	NA
Contig718036	803	804	Aluexon:1928	chr19:10965737:10965738:+	+	34	-3.41	12	12	7
Contig718886	204	205	Aluexon:386	chr10:21830190:21830191:+	+	36	6.93	7	5	7
Contig719828	1474	1475	Aluexon:5105	chr19:36249750:36249751:+	-	189	4.91	15	15	6
Contig724297	563	564	Aluexon:396	chr10:27448946:27448947:+	-	28	2.89	5	5	3
Contig728355	336	337	Aluexon:3141	chr5:79731579:79731580:+	-	190	9.50	9	9	7
Contig728807	105	106	Aluexon:806	chr12:58266712:58266713:-	-	70	-22.38	NA	NA	NA
Contig728879	400	401	Aluexon:3742	chr8:145632977:145632978:-	-	127	-17.20	26	12	26
Contig732859	212	213	Aluexon:4806	chr12:9390013:9390014:+	+	232	-19.38	NA	NA	NA
Contig734098	800	801	Aluexon:5412	chr19:12204879:12204880:+	-	38	3.75	6	6	5
Contig736330	605	606	Aluexon:2653	chr21:47739509:47739510:-	-	18	8.46	6	6	3
Contig736977	456	457	Aluexon:1781	chr18:2577233:2577234:+	+	19	-4.01	NA	18	NA
Contig736977	543	544	Aluexon:1783	chr18:2577320:2577321:+	+	106	-19.44	NA	18	NA
Contig739338	1142	1143	Aluexon:911	chr12:123943509:123943510:+	-	22	9.95	5	5	3
Contig739792	136	137	Aluexon:2823	chr3:52732694:52732695:-	-	20	4.12	NA	NA	NA
Contig740464	581	582	Aluexon:5437	chr2:9636442:9636443:+	+	206	2.76	7	4	7
Contig741473	423	424	Aluexon:6796	chr4:165876248:165876249:-	-	22	-1.98	6	6	3
Contig744365	917	918	Aluexon:1623	chr17:34021282:34021283:+	+	19	1.26	21	10	21
Contig744705	462	463	Aluexon:4451	chr3:188208394:188208395:+	-	208	-13.80	16	16	5
Contig746865	334	335	Aluexon:1266	chr15:100260657:100260658:-	-	14	8.82	5	5	4
Contig747792	97	98	Aluexon:1026	chr14:53198402:53198403:+	+	251	-7.84	NA	NA	NA
Contig748406	772	773	Aluexon:1148	chr15:41732432:41732433:+	-	54	3.88	18	18	5
Contig749577	186	187	Aluexon:1527	chr16:89844870:89844871:-	-	22	11.82	NA	NA	NA
Contig751963	583	584	Aluexon:3039	chr4:99805182:99805183:-	-	21	6.92	24	24	8
Contig752423	519	520	Aluexon:3539	chr7:110072367:110072368:-	-	59	1.60	23	23	7
Contig753446	1910	1911	Aluexon:3002	chr4:41120222:41120223:-	+	34	-5.21	14	14	8
Contig753446	1953	1954	Aluexon:3001	chr4:41120180:41120181:-	+	76	-24.41	14	14	8
Contig754685	1137	1138	Aluexon:4216	chrX:64923446:64923447:+	+	27	12.21	NA	39	NA
Contig755417	785	786	Aluexon:5925	chr3:10061778:10061779:-	+	279	-25.08	30	30	7
Contig757116	784	785	Aluexon:1584	chr17:28490083:28490084:+	+	178	9.31	13	13	10
Contig757549	80	81	Aluexon:2224	chr19:55645042:55645043:-	-	32	-8.74	NA	NA	NA
Contig757905	1145	1146	Aluexon:4467	chr4:85816073:85816074:-	-	45	-28.83	30	16	30
Contig759036	303	304	Aluexon:2857	chr3:101501502:101501503:+	+	36	1.26	9	7	9
Contig76575	1078	1079	Aluexon:582	chr11:6526666:6526667:+	-	202	2.27	NA	NA	NA
Contig769718	634	635	Aluexon:3726	chr8:129015635:129015636:+	-	15	6.10	6	2	6
Contig772254	477	478	Aluexon:2555	chr20:33997270:33997271:-	-	18	0.63	12	12	5
Contig772286	890	891	Aluexon:1702	chr17:57352479:57352480:+	-	275	-0.05	18	18	5
Contig772591	585	586	Aluexon:2683	chr22:30954313:30954314:-	+	98	1.80	7	4	7
Contig774161	548	549	Aluexon:1394	chr16:31104185:31104186:-	+	214	-3.70	8	6	8
Contig774530	277	278	Aluexon:850	chr12:104684769:104684770:+	-	37	8.01	16	9	16
Contig776296	568	569	Aluexon:5136	chr20:25400342:25400343:+	+	44	3.94	NA	7	NA
Contig776675	46	47	Aluexon:3878	chr9:140472583:140472584:-	+	34	4.93	NA	NA	NA
Contig778844	312	313	Aluexon:1650	chr17:40911040:40911041:-	+	22	10.56	6	5	6
Contig780052	47	48	Aluexon:4694	chr9:34219154:34219155:+	+	68	-11.63	NA	NA	NA
Contig780243	150	151	Aluexon:1923	chr19:10575284:10575285:+	+	207	1.10	NA	NA	NA
Contig780645	862	863	Aluexon:3090	chr4:178887856:178887857:+	+	25	-20.15	6	4	6
Contig781353	1236	1237	Aluexon:93	chr1:35850462:35850463:+	+	32	2.35	15	8	15
Contig782521	604	605	Aluexon:3884	chrX:1515886:1515887:+	+	181	-3.47	5	2	5
Contig783035	681	682	Aluexon:3091	chr4:186110223:186110224:-	-	183	6.73	NA	NA	NA
Contig783042	212	213	Aluexon:4287	chr1:78384182:78384183:-	-	188	8.51	11	11	7
Contig784967	785	786	Aluexon:3946	chrX:73167065:73167066:+	-	290	-1.62	6	6	5
Contig787792	459	460	Aluexon:263	chr1:167227111:167227112:+	+	100	-7.64	15	15	10
Contig788421	335	336	Aluexon:2162	chr19:48692822:48692823:-	+	31	13.37	22	22	6
Contig791944	882	883	Aluexon:1593	chr17:29775433:29775434:+	+	183	10.28	9	9	6
Contig792822	178	179	Aluexon:4752	chr10:71888718:71888719:-	+	25	3.74	10	10	5
Contig794126	385	386	Aluexon:370	chr10:13317624:13317625:-	+	20	2.64	8	8	6
Contig794521	1380	1381	Aluexon:972	chr13:76200905:76200906:+	-	174	5.42	7	7	5
Contig797029	1197	1198	Aluexon:3195	chr5:140028496:140028497:+	+	71	-20.74	NA	9	NA
Contig797440	617	618	Aluexon:4017	chr11:18434654:18434655:+	-	29	5.26	6	5	6
Contig79750	493	494	Aluexon:4779	chr11:12986761:12986762:-	+	25	3.10	NA	13	NA
Contig797853	1567	1568	Aluexon:2026	chr19:19056888:19056889:+	-	196	6.53	7	7	6
Contig798241	321	322	Aluexon:387	chr10:27369017:27369018:-	-	99	-14.75	9	9	5
Contig798984	1408	1409	Aluexon:5727	chr12:53572380:53572381:-	-	212	-29.28	10	10	7
Contig799263	1204	1205	Aluexon:159	chr1:78446910:78446911:+	-	64	-22.49	15	15	9
Contig799966	73	74	Aluexon:824	chr12:58144298:58144299:-	+	62	-8.09	NA	NA	NA
Contig80389	355	356	Aluexon:5338	chr14:96154514:96154515:+	-	173	10.50	9	6	9
Contig804554	764	765	Aluexon:705	chr11:129738748:129738749:-	+	187	1.00	5	5	4
Contig805465	1039	1040	Aluexon:3131	chr5:70242532:70242533:+	+	195	-6.72	12	12	6
Contig805487	484	485	Aluexon:329	chr1:224489473:224489474:-	-	56	4.95	15	15	5
Contig806395	1275	1276	Aluexon:2839	chr3:71384375:71384376:-	+	71	-13.32	NA	4	NA
Contig807584	1308	1309	Aluexon:5833	chr17:4955304:4955305:-	-	261	-30.04	NA	NA	NA
Contig809261	1608	1609	Aluexon:3505	chr7:76247932:76247933:-	-	18	0.92	10	10	5
Contig809695	325	326	Aluexon:4263	chr1:33150636:33150637:+	+	17	6.98	8	8	6
Contig810918	1499	1500	Aluexon:697	chr11:62441162:62441163:+	+	21	2.70	NA	5	NA
Contig811890	205	206	Aluexon:3876	chr9:140510651:140510652:-	-	192	8.87	24	6	24
Contig812619	396	397	Aluexon:1894	chr19:5911755:5911756:+	-	74	-25.45	14	14	6
Contig812687	553	554	Aluexon:3146	chr5:89786408:89786409:+	-	209	7.54	NA	NA	8
Contig814758	297	298	Aluexon:4608	chr7:66392627:66392628:+	+	216	8.41	13	13	10
Contig815724	339	340	Aluexon:1502	chr17:683973:683974:-	+	29	-16.36	14	11	14
Contig815724	381	382	Aluexon:1503	chr17:683932:683933:-	+	70	-23.53	14	11	14
Contig81582	624	625	Aluexon:3594	chr8:8099836:8099837:+	+	34	-4.94	NA	6	NA
Contig816031	458	459	Aluexon:6485	chr9:37912138:37912139:-	-	291	-13.39	NA	NA	NA
Contig81605	137	138	Aluexon:3014	chr4:76009913:76009914:-	+	8	-2.49	NA	4	NA
Contig817531	383	384	Aluexon:590	chr11:58338805:58338806:-	+	49	1.31	9	9	5
Contig8278	101	102	Aluexon:2269	chr2:10813112:10813113:-	-	16	1.07	NA	NA	NA
Contig88496	234	235	Aluexon:3088	chr4:178372627:178372628:+	-	16	7.67	NA	NA	NA
scaffold10000	57003	57004	Aluexon:5218	chrX:114840505:114840506:+	+	4	10.62	21	21	5
scaffold10007	11901	11902	Aluexon:2514	chr2:238808820:238808821:+	-	53	9.85	7	7	4
scaffold10009	9235	9236	Aluexon:2914	chr3:150275370:150275371:+	+	183	2.24	5	2	5
scaffold10014	7653	7654	Aluexon:704	chr11:129763280:129763281:-	+	196	7.73	9	9	6
scaffold10016	2443	2444	Aluexon:926	chr12:133404488:133404489:-	+	17	4.53	9	9	4
scaffold1001	98732	98733	Aluexon:1808	chr18:18896837:18896838:+	-	117	-12.43	10	10	5
scaffold10026	70418	70419	Aluexon:2697	chr22:31817292:31817293:+	-	169	7.60	16	4	16
scaffold10028	19960	19961	Aluexon:1451	chr16:70097591:70097592:-	+	17	2.30	12	12	5
scaffold10028	29804	29805	Aluexon:1354	chr16:15078441:15078442:+	+	88	-14.19	6	5	6
scaffold10028	50351	50352	Aluexon:6563	chr16:70064247:70064248:+	-	97	-28.52	5	5	3
scaffold10028	71955	71956	Aluexon:4953	chr16:15124827:15124828:+	+	23	6.70	17	7	17
scaffold10033	60766	60767	Aluexon:3392	chr7:5725847:5725848:-	+	31	7.61	NA	4	NA
scaffold10036	22317	22318	Aluexon:661	chr11:77637688:77637689:-	+	198	5.52	10	10	7
scaffold10036	32828	32829	Aluexon:659	chr11:77629310:77629311:-	+	175	8.14	15	15	9
scaffold10036	61657	61658	Aluexon:655	chr11:77595824:77595825:+	-	30	2.45	17	17	6
scaffold10050	6748	6749	Aluexon:5512	chr4:76488418:76488419:+	+	196	8.37	NA	NA	NA
scaffold10057	62931	62932	Aluexon:105	chr1:40317444:40317445:-	+	192	1.11	15	15	5
scaffold10061	76769	76770	Aluexon:3229	chr5:176429048:176429049:-	+	261	-12.75	NA	NA	NA
scaffold10067	43421	43422	Aluexon:4152	chr4:83745490:83745491:+	-	140	-14.09	6	4	6
scaffold10086	60548	60549	Aluexon:4870	chr14:24029970:24029971:-	-	45	-26.27	6	6	6
scaffold10086	62415	62416	Aluexon:996	chr14:24031851:24031852:-	-	118	1.84	13	13	3
scaffold10086	64515	64516	Aluexon:995	chr14:24033953:24033954:+	+	37	-14.86	4	4	2
scaffold10092	11847	11848	Aluexon:610	chr11:61576840:61576841:+	+	18	7.27	8	8	7
scaffold10097	78657	78658	Aluexon:2153	chr19:49235830:49235831:+	-	20	7.98	6	6	4
scaffold10100	41280	41281	Aluexon:757	chr12:47603241:47603242:-	-	35	7.28	5	5	5
scaffold10120	32204	32205	Aluexon:1052	chr14:66961574:66961575:-	+	184	9.73	14	14	6
scaffold10121	72188	72189	Aluexon:2138	chr19:45953981:45953982:-	+	75	-14.86	12	12	5
scaffold10123	20366	20367	Aluexon:974	chr13:93358312:93358313:-	+	25	3.44	10	3	10
scaffold10135	81272	81273	Aluexon:6797	chr4:175016604:175016605:-	+	42	6.65	8	8	5
scaffold1015	22707	22708	Aluexon:4825	chr12:54060536:54060537:-	-	9	-3.66	16	16	6
