chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
chr10	131164119	131164120	Aluexon:5698	chr10:132962382:132962383:-	-	36	1.94	18	18	5
chr10	13275624	13275625	Aluexon:370	chr10:13317624:13317625:-	-	20	12.85	24	24	6
chr10	133297404	133297405	Aluexon:5699	chr10:135110908:135110909:-	-	22	8.91	5	5	5
chr10	133300475	133300476	Aluexon:520	chr10:135113979:135113980:-	-	116	-10.81	5	4	5
chr10	133491220	133491221	Aluexon:517	chr10:135304724:135304725:+	+	39	5.66	15	15	5
chr10	14097138	14097139	Aluexon:5682	chr10:14139137:14139138:-	-	32	4.74	26	26	5
chr10	14834333	14834334	Aluexon:383	chr10:14876332:14876333:-	-	34	3.19	11	11	6
chr10	14899312	14899313	Aluexon:4740	chr10:14941311:14941312:-	-	15	9.88	10	10	5
chr10	15056822	15056823	Aluexon:5264	chr10:15098821:15098822:+	+	6	8.28	8	7	8
chr10	15102216	15102217	Aluexon:5265	chr10:15144215:15144216:+	+	22	11.99	19	19	6
chr10	15104435	15104436	Aluexon:379	chr10:15146434:15146435:+	+	32	3.99	14	14	5
chr10	15140537	15140538	Aluexon:377	chr10:15182536:15182537:+	+	22	9.00	7	7	4
chr10	15265575	15265576	Aluexon:374	chr10:15307574:15307575:-	-	2	11.42	19	19	7
chr10	1557924	1557925	Aluexon:4737	chr10:1600119:1600120:-	-	26	10.45	6	5	6
chr10	16437355	16437356	Aluexon:375	chr10:16479354:16479355:+	+	21	12.56	20	20	6
chr10	17615964	17615965	Aluexon:6377	chr10:17657963:17657964:-	-	17	8.80	6	6	5
chr10	18527369	18527370	Aluexon:382	chr10:18816298:18816299:-	-	25	2.06	6	6	5
chr10	18542177	18542178	Aluexon:381	chr10:18831106:18831107:-	-	26	7.13	7	7	5
chr10	18581703	18581704	Aluexon:4007	chr10:18870632:18870633:-	-	134	-25.72	14	14	4
chr10	1957698	1957699	Aluexon:4738	chr10:1999892:1999893:+	+	209	9.81	15	6	15
chr10	19722422	19722423	Aluexon:6692	chr10:20011351:20011352:-	-	196	8.41	29	29	6
chr10	2007143	2007144	Aluexon:6689	chr10:2049337:2049338:-	-	27	10.35	6	6	5
chr10	21541261	21541262	Aluexon:386	chr10:21830190:21830191:+	+	36	7.33	6	4	6
chr10	21551814	21551815	Aluexon:5266	chr10:21840743:21840744:+	+	14	12.03	13	13	5
chr10	21590122	21590123	Aluexon:385	chr10:21879051:21879052:+	+	179	8.12	7	6	7
chr10	22348015	22348016	Aluexon:5267	chr10:22636944:22636945:+	+	22	3.00	5	4	5
chr10	22359409	22359410	Aluexon:5268	chr10:22648338:22648339:+	+	11	1.51	9	9	5
chr10	22659730	22659731	Aluexon:380	chr10:22948659:22948660:-	-	70	9.14	3	2	3
chr10	24448060	24448061	Aluexon:6378	chr10:24736989:24736990:-	-	79	-7.25	9	9	5
chr10	26589863	26589864	Aluexon:6518	chr10:26878792:26878793:+	+	219	-16.71	8	8	6
chr10	26648949	26648950	Aluexon:6519	chr10:26937878:26937879:+	+	38	4.42	9	9	6
chr10	26835346	26835347	Aluexon:389	chr10:27124275:27124276:-	-	245	-20.84	12	12	6
chr10	26839783	26839784	Aluexon:390	chr10:27128712:27128713:-	-	225	7.83	8	8	6
chr10	27080088	27080089	Aluexon:387	chr10:27369017:27369018:-	-	99	-13.15	8	8	5
chr10	27160017	27160018	Aluexon:396	chr10:27448946:27448947:+	+	28	2.99	29	7	29
chr10	27853363	27853364	Aluexon:388	chr10:28142292:28142293:-	-	1	6.28	6	3	6
chr10	28478171	28478172	Aluexon:4742	chr10:28767100:28767101:-	-	22	11.59	8	8	7
chr10	28794643	28794644	Aluexon:5683	chr10:29083572:29083573:-	-	29	3.01	19	19	6
chr10	29454340	29454341	Aluexon:6204	chr10:29743269:29743270:+	+	171	-7.88	7	7	5
chr10	29617576	29617577	Aluexon:393	chr10:29906505:29906506:-	-	32	12.78	13	13	6
chr10	30069700	30069701	Aluexon:392	chr10:30358629:30358630:-	-	136	-25.52	9	5	9
chr10	30963389	30963390	Aluexon:4743	chr10:31252318:31252319:-	-	27	4.74	21	21	5
chr10	31310015	31310016	Aluexon:394	chr10:31598944:31598945:-	-	32	9.70	6	6	5
chr10	32906580	32906581	Aluexon:402	chr10:33195508:33195509:-	-	34	0.24	7	5	7
chr10	34730697	34730698	Aluexon:4008	chr10:35019625:35019626:-	-	92	-16.55	7	5	7
chr10	35171191	35171192	Aluexon:398	chr10:35460119:35460120:+	+	30	7.25	25	25	5
chr10	35657152	35657153	Aluexon:397	chr10:35946080:35946081:+	+	30	9.43	6	6	4
chr10	38039411	38039412	Aluexon:5269	chr10:38328339:38328340:+	+	197	9.34	10	6	10
chr10	38428144	38428145	Aluexon:6520	chr10:38717072:38717073:+	+	229	-14.11	7	7	6
chr10	38435128	38435129	Aluexon:399	chr10:38724056:38724057:+	+	12	9.97	7	7	5
chr10	38437088	38437089	Aluexon:400	chr10:38726016:38726017:+	+	19	8.17	6	6	6
chr10	38445415	38445416	Aluexon:401	chr10:38734343:38734344:+	+	29	4.42	11	11	4
chr10	4085195	4085196	Aluexon:6516	chr10:4127387:4127388:+	+	245	6.56	14	10	14
chr10	4087357	4087358	Aluexon:6517	chr10:4129549:4129550:+	+	30	11.99	18	18	10
chr10	42525660	42525661	Aluexon:404	chr10:43021108:43021109:-	-	33	9.41	10	10	5
chr10	42640301	42640302	Aluexon:4744	chr10:43135749:43135750:-	-	28	4.36	7	7	5
chr10	42674357	42674358	Aluexon:4745	chr10:43169805:43169806:-	-	23	9.53	13	13	5
chr10	43159425	43159426	Aluexon:4009	chr10:43654873:43654874:+	+	134	0.93	11	11	6
chr10	43391354	43391355	Aluexon:4746	chr10:43886802:43886803:-	-	138	-23.08	16	10	16
chr10	43391448	43391449	Aluexon:408	chr10:43886896:43886897:-	-	44	-0.99	16	10	16
chr10	43614474	43614475	Aluexon:407	chr10:44109922:44109923:+	+	99	8.14	8	5	8
chr10	43647110	43647111	Aluexon:406	chr10:44142558:44142559:+	+	49	5.00	8	7	8
chr10	45146945	45146946	Aluexon:6693	chr10:45642393:45642394:-	-	73	5.72	5	5	5
chr10	45170005	45170006	Aluexon:5270	chr10:45665453:45665454:+	+	36	3.01	26	26	5
chr10	45553204	45553205	Aluexon:405	chr10:46048652:46048653:-	-	9	6.26	8	8	4
chr10	45973661	45973662	Aluexon:415	chr10:51622174:51622175:-	+	32	10.43	15	7	15
chr10	45994674	45994675	Aluexon:4749	chr10:51601146:51601147:-	+	212	-16.61	9	9	7
chr10	46002359	46002360	Aluexon:5685	chr10:51593461:51593462:-	+	170	8.46	10	10	6
chr10	46007616	46007617	Aluexon:414	chr10:51588204:51588205:-	+	35	4.19	29	29	5
chr10	46357030	46357031	Aluexon:5684	chr10:47193740:47193741:-	+	215	0.20	28	28	9
chr10	46586836	46586837	Aluexon:4747	chr10:46962779:46962780:+	-	34	9.13	14	14	5
chr10	46836263	46836264	Aluexon:6205	chr10:48235610:48235611:+	+	215	0.38	34	34	13
chr10	48038626	48038627	Aluexon:410	chr10:47220511:47220512:-	-	198	8.63	14	14	11
chr10	4885093	4885094	Aluexon:6690	chr10:4927285:4927286:-	-	16	8.05	6	6	6
chr10	49753886	49753887	Aluexon:409	chr10:50961932:50961933:-	-	28	12.22	24	24	5
chr10	49917593	49917594	Aluexon:412	chr10:51125639:51125640:-	-	253	-12.68	14	14	7
chr10	5644372	5644373	Aluexon:362	chr10:5686335:5686336:-	-	116	-18.34	5	3	5
chr10	5802340	5802341	Aluexon:376	chr10:5844303:5844304:-	-	272	3.95	13	13	5
chr10	5924749	5924750	Aluexon:372	chr10:5966712:5966713:+	+	180	5.60	13	13	6
chr10	5928334	5928335	Aluexon:373	chr10:5970297:5970298:+	+	189	6.30	15	15	7
chr10	59739023	59739024	Aluexon:411	chr10:61498781:61498782:-	-	125	-12.51	13	13	8
chr10	62045466	62045467	Aluexon:4748	chr10:63805225:63805226:+	+	19	10.62	18	18	5
chr10	6224504	6224505	Aluexon:367	chr10:6266467:6266468:+	+	26	2.75	9	9	7
chr10	6335255	6335256	Aluexon:6203	chr10:6377217:6377218:+	+	23	9.23	19	19	7
chr10	63362233	63362234	Aluexon:419	chr10:65121993:65121994:-	-	18	10.38	17	17	5
chr10	65680958	65680959	Aluexon:418	chr10:67440716:67440717:+	+	20	4.74	18	18	6
chr10	67827683	67827684	Aluexon:416	chr10:69587441:69587442:-	-	17	3.66	15	15	5
chr10	67996138	67996139	Aluexon:417	chr10:69755895:69755896:-	-	111	7.25	8	2	8
chr10	68070599	68070600	Aluexon:6694	chr10:69830356:69830357:-	-	33	1.80	11	11	4
chr10	68447513	68447514	Aluexon:4010	chr10:70207270:70207271:-	-	25	6.40	23	23	5
chr10	68470612	68470613	Aluexon:421	chr10:70230369:70230370:-	-	23	10.24	6	6	5
chr10	68473403	68473404	Aluexon:420	chr10:70233160:70233161:-	-	16	9.23	10	10	5
chr10	68970990	68970991	Aluexon:422	chr10:70730746:70730747:+	+	38	2.52	28	28	9
chr10	68989715	68989716	Aluexon:4751	chr10:70749471:70749472:+	+	27	8.94	7	7	7
chr10	68995202	68995203	Aluexon:4750	chr10:70754958:70754959:+	+	182	6.24	6	5	6
chr10	69292256	69292257	Aluexon:5271	chr10:71052012:71052013:+	+	190	9.32	9	8	9
chr10	70128962	70128963	Aluexon:4752	chr10:71888718:71888719:-	-	25	2.53	8	8	5
chr10	70166822	70166823	Aluexon:440	chr10:71926578:71926579:-	-	201	10.07	18	7	18
chr10	70167525	70167526	Aluexon:441	chr10:71927281:71927282:-	-	92	8.01	16	16	7
chr10	71861388	71861389	Aluexon:5272	chr10:73621145:73621146:+	+	6	-12.12	19	19	5
chr10	72102967	72102968	Aluexon:423	chr10:73862725:73862726:-	-	24	2.52	8	8	5
chr10	72212194	72212195	Aluexon:424	chr10:73971952:73971953:-	-	150	-28.80	6	6	5
chr10	72223131	72223132	Aluexon:5273	chr10:73982889:73982890:+	+	49	4.05	27	27	7
chr10	72760549	72760550	Aluexon:426	chr10:74520307:74520308:+	+	16	9.08	17	5	17
chr10	72861677	72861678	Aluexon:425	chr10:74621435:74621436:+	+	252	8.95	20	11	20
chr10	73047957	73047958	Aluexon:429	chr10:74807715:74807716:-	-	116	-22.01	7	7	6
chr10	73064471	73064472	Aluexon:430	chr10:74824229:74824230:-	-	35	3.76	7	7	6
chr10	73077813	73077814	Aluexon:5686	chr10:74837571:74837572:-	-	201	8.50	14	14	14
chr10	73141485	73141486	Aluexon:5687	chr10:74901243:74901244:-	-	59	6.47	23	10	23
chr10	73233359	73233360	Aluexon:448	chr10:74993117:74993118:+	+	24	9.82	7	7	5
chr10	73248962	73248963	Aluexon:449	chr10:75008720:75008721:+	+	12	7.84	6	5	6
chr10	73377566	73377567	Aluexon:427	chr10:75137324:75137325:-	-	31	4.74	29	29	7
chr10	73408336	73408337	Aluexon:428	chr10:75168094:75168095:-	-	8	-7.93	11	11	5
chr10	73479968	73479969	Aluexon:5688	chr10:75239726:75239727:-	-	34	5.56	8	8	4
chr10	73499593	73499594	Aluexon:435	chr10:75259351:75259352:+	+	2	2.01	9	5	9
chr10	73606379	73606380	Aluexon:434	chr10:75366137:75366138:-	-	84	-31.05	28	2	28
chr10	73611565	73611566	Aluexon:432	chr10:75371323:75371324:-	-	258	-20.98	19	7	19
chr10	73611586	73611587	Aluexon:433	chr10:75371344:75371345:-	-	237	-18.85	19	7	19
chr10	73699588	73699589	Aluexon:5689	chr10:75459346:75459347:-	-	23	13.00	6	6	5
chr10	73704667	73704668	Aluexon:484	chr10:75464425:75464426:-	-	189	7.10	20	20	10
chr10	73718165	73718166	Aluexon:483	chr10:75477923:75477924:-	-	207	8.93	9	9	7
chr10	73735757	73735758	Aluexon:482	chr10:75495515:75495516:+	+	117	-19.27	9	9	5
chr10	74138931	74138932	Aluexon:436	chr10:75898689:75898690:-	-	27	12.17	26	26	6
chr10	74525673	74525674	Aluexon:431	chr10:76285431:76285432:+	+	31	3.50	7	7	5
chr10	75298950	75298951	Aluexon:5274	chr10:77058708:77058709:+	+	17	10.50	16	16	5
chr10	7754069	7754070	Aluexon:363	chr10:7796032:7796033:-	-	285	4.76	9	9	7
chr10	78279397	78279398	Aluexon:5275	chr10:80039154:80039155:+	+	179	8.55	10	7	10
chr10	79002236	79002237	Aluexon:6379	chr10:80761993:80761994:-	-	59	3.95	11	11	7
chr10	79931724	79931725	Aluexon:437	chr10:81691480:81691481:+	+	165	5.91	5	5	3
chr10	79950026	79950027	Aluexon:438	chr10:81709782:81709783:+	+	170	9.36	14	14	6
chr10	80095365	80095366	Aluexon:4753	chr10:81855121:81855122:+	+	13	8.60	8	8	5
chr10	80354483	80354484	Aluexon:439	chr10:82114239:82114240:-	-	25	3.97	20	20	5
chr10	80407827	80407828	Aluexon:5276	chr10:82167583:82167584:+	+	209	-11.37	8	8	6
chr10	8089714	8089715	Aluexon:365	chr10:8131677:8131678:+	+	180	9.73	14	8	14
chr10	82859132	82859133	Aluexon:5277	chr10:84618888:84618889:+	+	190	6.60	22	22	6
chr10	86901966	86901967	Aluexon:4754	chr10:88661723:88661724:+	+	104	-27.73	5	4	5
chr10	87121790	87121791	Aluexon:4756	chr10:88881547:88881548:+	+	36	0.15	18	18	6
chr10	87189020	87189021	Aluexon:4755	chr10:88948777:88948778:+	+	21	4.64	16	16	5
chr10	87206271	87206272	Aluexon:5690	chr10:88966028:88966029:-	-	211	2.31	5	4	5
chr10	87245855	87245856	Aluexon:6380	chr10:89005612:89005613:-	-	1	9.42	15	15	4
chr10	87246212	87246213	Aluexon:453	chr10:89005969:89005970:-	-	50	8.81	7	7	6
chr10	87307989	87307990	Aluexon:454	chr10:89067746:89067747:-	-	103	-9.52	14	14	5
chr10	87308060	87308061	Aluexon:452	chr10:89067817:89067818:-	-	32	3.06	14	14	5
chr10	87491778	87491779	Aluexon:442	chr10:89251535:89251536:+	+	26	6.59	7	7	6
chr10	87748801	87748802	Aluexon:4757	chr10:89508558:89508559:+	+	67	8.83	9	9	7
chr10	87832097	87832098	Aluexon:443	chr10:89591854:89591855:+	+	23	10.11	19	19	3
chr10	89012197	89012198	Aluexon:445	chr10:90771954:90771955:+	+	32	2.74	6	6	6
chr10	89314659	89314660	Aluexon:6381	chr10:91074416:91074417:-	-	21	9.24	8	8	5
chr10	89534640	89534641	Aluexon:6695	chr10:91294397:91294398:-	-	199	12.87	27	3	27
chr10	90902241	90902242	Aluexon:444	chr10:92661998:92661999:+	+	32	3.77	7	7	7
chr10	918550	918551	Aluexon:4739	chr10:964490:964491:-	-	105	-8.31	24	24	7
chr10	91950856	91950857	Aluexon:4758	chr10:93710613:93710614:+	+	24	4.19	18	18	6
chr10	91950931	91950932	Aluexon:446	chr10:93710688:93710689:+	+	99	-17.82	18	18	6
chr10	91951054	91951055	Aluexon:4011	chr10:93710811:93710812:+	+	222	-2.62	18	18	6
chr10	92554769	92554770	Aluexon:450	chr10:94314526:94314527:-	-	107	6.14	10	10	5
chr10	92632189	92632190	Aluexon:4759	chr10:94391946:94391947:+	+	17	2.65	11	11	5
chr10	92999248	92999249	Aluexon:447	chr10:94759005:94759006:+	+	22	9.95	17	17	5
chr10	93675701	93675702	Aluexon:451	chr10:95435458:95435459:-	-	20	0.53	7	7	5
chr10	93923044	93923045	Aluexon:457	chr10:95682801:95682802:+	+	20	9.97	8	8	5
chr10	94322782	94322783	Aluexon:458	chr10:96082539:96082540:-	-	23	9.40	13	13	5
chr10	94569587	94569588	Aluexon:456	chr10:96329344:96329345:+	+	12	7.19	6	5	6
chr10	94607908	94607909	Aluexon:455	chr10:96367665:96367666:+	+	189	5.15	10	10	5
chr10	95387119	95387120	Aluexon:5691	chr10:97146876:97146877:-	-	22	9.80	10	10	7
chr10	95493286	95493287	Aluexon:5692	chr10:97253043:97253044:-	-	32	4.15	12	12	6
chr10	95897679	95897680	Aluexon:464	chr10:97657436:97657437:-	-	25	4.30	14	14	6
chr10	96669611	96669612	Aluexon:5693	chr10:98429368:98429369:-	-	177	-31.91	10	10	6
chr10	97102322	97102323	Aluexon:460	chr10:98862079:98862080:-	-	131	-13.21	16	16	5
chr10	97258754	97258755	Aluexon:461	chr10:99018511:99018512:-	-	25	4.10	10	7	10
chr10	97424893	97424894	Aluexon:474	chr10:99184650:99184651:-	-	192	10.36	24	6	24
chr10	97568437	97568438	Aluexon:459	chr10:99328194:99328195:+	+	24	3.47	11	11	5
chr10	97634156	97634157	Aluexon:5694	chr10:99393913:99393914:-	-	151	-31.95	7	5	7
chr10	97672827	97672828	Aluexon:462	chr10:99432584:99432585:+	+	105	-28.08	24	24	12
chr10	97766205	97766206	Aluexon:468	chr10:99525962:99525963:+	+	86	1.13	4	3	4
chr10	98162882	98162883	Aluexon:463	chr10:99922639:99922640:+	+	169	-12.21	6	3	6
chr1	10004091	10004092	Aluexon:5226	chr1:10064149:10064150:+	+	26	12.22	25	25	5
chr1	100057374	100057375	Aluexon:180	chr1:100522930:100522931:+	+	32	8.18	15	15	5
chr1	100086532	100086533	Aluexon:4291	chr1:100552088:100552089:+	+	19	2.30	17	17	9
chr1	100098399	100098400	Aluexon:179	chr1:100563955:100563956:-	-	13	10.71	9	6	9
chr1	100126764	100126765	Aluexon:4292	chr1:100592320:100592321:-	-	32	2.41	6	6	6
chr1	100153003	100153004	Aluexon:4293	chr1:100618559:100618560:+	+	241	-0.88	5	2	5
chr1	101023008	101023009	Aluexon:181	chr1:101488564:101488565:-	-	195	-15.28	7	7	5
chr1	101081539	101081540	Aluexon:5245	chr1:101547095:101547096:+	+	15	7.94	7	5	7
chr1	10274214	10274215	Aluexon:6184	chr1:10334272:10334273:+	+	283	-2.54	19	19	6
chr1	10316926	10316927	Aluexon:22	chr1:10376984:10376985:+	+	24	12.16	8	8	4
chr1	103598067	103598068	Aluexon:6191	chr1:104140689:104140690:+	+	16	11.33	12	12	5
chr1	10519840	10519841	Aluexon:23	chr1:10579897:10579898:+	+	60	-15.54	5	5	5
chr1	105603558	105603559	Aluexon:6676	chr1:106146180:106146181:-	-	26	3.99	20	20	5
chr1	10576776	10576777	Aluexon:24	chr1:10636833:10636834:+	+	17	11.86	16	16	5
chr1	10577812	10577813	Aluexon:5227	chr1:10637869:10637870:+	+	232	-1.42	48	48	8
chr1	1060278	1060279	Aluexon:6	chr1:995658:995659:+	+	192	2.24	6	6	5
chr1	1061018	1061019	Aluexon:5223	chr1:996398:996399:+	+	46	6.57	5	5	5
chr1	108195992	108195993	Aluexon:4294	chr1:108738614:108738615:-	-	24	1.31	15	15	4
chr1	108273689	108273690	Aluexon:6364	chr1:108816311:108816312:-	-	131	-6.28	25	25	5
chr1	108420687	108420688	Aluexon:6192	chr1:108963309:108963310:+	+	129	-6.28	23	23	5
chr1	108649407	108649408	Aluexon:4295	chr1:109192029:109192030:-	-	207	1.12	9	4	9
chr1	108807620	108807621	Aluexon:3991	chr1:109350242:109350243:+	+	54	9.53	17	17	5
chr1	108954449	108954450	Aluexon:4297	chr1:109497071:109497072:-	-	54	-23.66	6	5	6
chr1	1092812	1092813	Aluexon:7	chr1:1028192:1028193:-	-	235	7.05	11	11	5
chr1	109366904	109366905	Aluexon:4296	chr1:109909526:109909527:-	-	18	7.66	13	13	5
chr1	110109603	110109604	Aluexon:183	chr1:110652225:110652226:+	+	26	10.73	25	25	4
chr11	101148141	101148142	Aluexon:6526	chr11:101018872:101018873:+	+	179	11.60	21	9	21
chr1	11016121	11016122	Aluexon:30	chr1:11076178:11076179:+	+	202	8.16	6	6	6
chr1	11017344	11017345	Aluexon:3981	chr1:11077401:11077402:+	+	146	4.45	18	18	5
chr11	102320284	102320285	Aluexon:681	chr11:102191015:102191016:+	+	12	4.26	7	7	5
chr1	110247247	110247248	Aluexon:187	chr1:110789869:110789870:+	+	16	10.41	15	15	6
chr11	102793143	102793144	Aluexon:6527	chr11:102663874:102663875:+	+	36	0.73	6	6	5
chr1	11029685	11029686	Aluexon:4233	chr1:11089742:11089743:+	+	51	3.06	23	23	5
chr1	110318882	110318883	Aluexon:199	chr1:110861504:110861505:-	-	27	4.04	6	6	5
chr11	10330568	10330569	Aluexon:549	chr11:10352115:10352116:+	+	21	10.29	12	12	5
chr1	110331143	110331144	Aluexon:204	chr1:110873765:110873766:-	-	31	-28.26	6	6	6
chr11	103359684	103359685	Aluexon:4028	chr11:103230412:103230413:+	+	30	3.13	14	14	5
chr1	110354937	110354938	Aluexon:3994	chr1:110897559:110897560:+	+	30	3.01	24	24	5
chr1	110365976	110365977	Aluexon:4298	chr1:110908598:110908599:+	+	30	7.18	10	7	10
chr1	110379799	110379800	Aluexon:200	chr1:110922421:110922422:-	-	273	-21.81	15	15	7
chr1	110409045	110409046	Aluexon:202	chr1:110951667:110951668:+	+	103	-27.35	16	2	16
chr1	110417487	110417488	Aluexon:201	chr1:110960109:110960110:+	+	17	9.32	7	7	5
chr1	110417792	110417793	Aluexon:203	chr1:110960414:110960415:+	+	31	4.97	12	12	6
chr1	11063948	11063949	Aluexon:26	chr1:11124005:11124006:-	-	46	2.35	6	6	5
chr11	10690354	10690355	Aluexon:548	chr11:10711901:10711902:-	-	30	-19.91	14	14	5
chr11	107645122	107645123	Aluexon:683	chr11:107515848:107515849:+	+	208	7.27	21	5	21
chr11	107700892	107700893	Aluexon:684	chr11:107571618:107571619:-	-	195	11.20	19	11	19
chr11	107779513	107779514	Aluexon:685	chr11:107650239:107650240:+	+	79	-22.15	8	8	5
chr11	107779564	107779565	Aluexon:686	chr11:107650290:107650291:+	+	130	0.78	8	8	5
chr11	108053966	108053967	Aluexon:4029	chr11:107924693:107924694:+	+	121	-14.12	9	9	5
chr11	10815122	10815123	Aluexon:6387	chr11:10836669:10836670:-	-	194	8.95	18	18	7
