chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
JH649953	216249	216250	AluID:273545	chr17:21046258:21046259	+	21	-1.91	5	4	5
JH649953	94931	94932	AluID:273522	-1	-	20	-4.24	16	16	5
JH649955	128994	128995	AluID:103742	chr5:179404883:179404884	-	22	-8.99	6	5	6
JH649957	89083	89084	AluID:180491	chr10:52347366:52347367	+	22	-9.68	5	3	5
JH649958	169658	169659	AluID:278834	chr17:43847575:43847576	+	21	-0.49	7	7	5
JH649958	75618	75619	AluID:278815	1	+	20	2.24	29	20	29
JH649959	110307	110308	AluID:151874	chr9:13195288:13195289	+	22	-8.37	6	6	6
JH649960	18568	18569	AluID:257224	1	+	20	-8.41	9	6	9
JH649960	253550	253551	AluID:257361	chr16:15745774:15745775	+	22	-2.90	5	5	3
JH649960	272195	272196	AluID:257391	chr16:15765555:15765556	+	22	-8.61	6	5	6
JH649960	309230	309231	AluID:257440	chr16:15803219:15803220	+	22	-22.54	6	6	6
JH649960	315526	315527	AluID:257447	chr16:15809497:15809498	+	21	-0.44	8	8	5
JH649960	343620	343621	AluID:257465	chr16:15837967:15837968	-	18	1.41	12	12	6
JH649960	358853	358854	AluID:257475	chr16:15852829:15852830	-	22	2.79	NA	13	NA
JH649960	92873	92874	AluID:257281	1	+	20	-5.38	7	7	6
JH649961	1218413	1218414	AluID:242181	chr15:33466141:33466142	+	21	-5.48	10	10	5
JH649961	1498105	1498106	AluID:242135	chr15:33186682:33186683	+	19	0.43	7	7	7
JH649961	1564524	1564525	AluID:242121	chr15:33120039:33120040	+	18	1.27	8	8	5
JH649961	1724829	1724830	AluID:242107	chr15:32965951:32965952	-	21	-1.01	5	4	5
JH649961	236986	236987	AluID:242366	-1	+	20	-0.14	5	4	5
JH649961	239005	239006	AluID:242364	chr15:34440776:34440777	+	22	-15.26	7	7	6
JH649961	386206	386207	AluID:242308	1	-	20	11.41	17	17	6
JH649961	39007	39008	AluID:242438	chr15:34639477:34639478	-	19	0.75	12	12	5
JH649961	92320	92321	AluID:242416	chr15:34588193:34588194	+	21	-18.02	6	5	6
JH649962	109228	109229	AluID:173697	1	-	20	-14.25	9	9	5
JH649963	116122	116123	AluID:268182	-1	-	20	-2.49	5	4	5
JH649963	159260	159261	AluID:268219	1	+	20	-9.96	NA	6	NA
JH649963	182209	182210	AluID:268246	1	+	20	-14.77	13	3	13
JH649963	259814	259815	AluID:268293	1	+	20	7.57	9	9	6
JH649963	72901	72902	AluID:268135	-1	-	20	4.81	6	2	6
JH649964	168614	168615	AluID:87178	chr4:166211315:166211316	-	21	1.85	10	10	6
JH649968	606619	606620	AluID:331100	chr22:49140578:49140579	+	21	1.95	8	8	6
JH649968	638389	638390	AluID:331103	chr22:49170177:49170178	+	19	1.72	16	7	16
JH649970	1364	1365	AluID:325096	chr22:22873766:22873767	+	19	-12.03	7	7	5
JH649970	254481	254482	AluID:50680	chr2:216265481:216265482	+	18	-6.35	13	13	5
JH649970	331051	331052	AluID:50661	1	-	20	2.24	5	5	5
JH649970	331339	331340	AluID:50660	chr2:216188516:216188517	-	19	8.81	7	7	5
JH649971	178276	178277	AluID:317245	chr20:36699160:36699161	-	19	2.66	18	18	5
JH649973	343331	343332	AluID:293733	chr19:1561653:1561654	+	22	-13.35	4	3	4
JH649973	517884	517885	AluID:293680	chr19:1384831:1384832	-	19	4.62	12	12	5
JH649979	65755	65756	AluID:281610	-1	-	20	2.67	11	11	5
JH649980	1031923	1031924	AluID:94260	-1	+	20	-7.31	8	8	7
JH649980	23193	23194	AluID:94552	chr5:78575676:78575677	-	19	0.21	7	7	6
JH649980	46535	46536	AluID:94527	chr5:78552903:78552904	-	22	-10.80	7	7	3
JH649980	47017	47018	AluID:94525	chr5:78552427:78552428	-	19	-14.19	6	6	5
JH649980	791988	791989	AluID:94275	chr5:77803160:77803161	+	19	-7.28	13	13	5
JH649980	96649	96650	AluID:94473	-1	+	20	0.08	5	4	5
JH649981	348259	348260	AluID:191035	chr11:905667:905668	+	22	4.64	6	6	5
JH649981	542549	542550	AluID:190979	chr11:714238:714239	-	18	-6.28	21	21	6
JH649982	101313	101314	AluID:40735	chr2:102328978:102328979	+	21	2.24	5	5	4
JH649982	129641	129642	AluID:40743	chr2:102357646:102357647	+	21	-14.54	13	13	7
JH649982	188109	188110	AluID:40759	1	+	20	3.85	9	9	6
JH649984	764281	764282	AluID:143668	chr8:62121167:62121168	-	21	4.49	10	10	5
JH649984	828082	828083	AluID:143658	chr8:62057389:62057390	-	19	9.17	6	2	6
JH649985	55850	55851	AluID:124283	1	+	20	-5.84	22	22	7
JH649986	1131172	1131173	AluID:154188	1	-	20	-13.92	11	11	5
JH649986	1160699	1160700	AluID:154184	chr9:37320993:37320994	-	18	-4.30	15	15	6
JH649986	1274988	1274989	AluID:154148	chr9:37206394:37206395	-	19	-3.47	6	4	6
JH649986	1316447	1316448	AluID:154135	chr9:37164616:37164617	-	21	-2.12	8	2	8
JH649986	423808	423809	AluID:154467	chr9:38049609:38049610	+	18	-0.37	11	11	5
JH649986	499179	499180	AluID:154453	chr9:37974264:37974265	+	19	-3.23	7	5	7
JH649986	626983	626984	AluID:154411	chr9:37849876:37849877	+	21	-9.03	8	8	7
JH649986	644356	644357	AluID:154391	-1	+	20	-4.46	14	14	5
JH649986	666901	666902	AluID:154365	chr9:37809825:37809826	+	19		NA	NA	5
JH649986	667635	667636	AluID:154364	chr9:37809084:37809085	+	21	1.96	12	12	5
JH649986	677859	677860	AluID:154356	chr9:37798721:37798722	+	18	-10.55	14	14	4
JH649986	755903	755904	AluID:154302	chr9:37720654:37720655	+	22	-15.70	7	7	6
JH649986	770498	770499	AluID:154293	-1	+	20	0.47	9	9	6
JH649986	852309	852310	AluID:154265	chr9:37626020:37626021	+	18	7.10	5	5	5
JH649986	869309	869310	AluID:154263	-1	+	20	-13.21	16	16	3
JH649986	935577	935578	AluID:154237	chr9:37544997:37544998	+	18	-17.53	14	14	6
JH649988	179128	179129	AluID:173598	chrX:150030369:150030370	+	18	-1.50	18	18	9
JH649988	205516	205517	AluID:173587	chrX:150004000:150004001	+	19	-2.38	5	5	5
JH649988	235324	235325	AluID:173576	chrX:149973665:149973666	+	21	-1.38	5	5	5
JH649988	460224	460225	AluID:173550	chrX:149747541:149747542	-	18	-18.39	5	4	5
JH649988	562677	562678	AluID:173547	chrX:149643536:149643537	-	22	-19.26	5	5	5
JH649989	161396	161397	AluID:87118	-1	+	20	0.16	14	13	14
JH649990	1394425	1394426	AluID:200577	chr11:79070294:79070295	-	19	0.96	7	7	6
JH649990	152726	152727	AluID:200367	chr11:77816691:77816692	-	19	2.98	16	16	4
JH649990	228259	228260	AluID:200403	chr11:77892818:77892819	-	19	1.29	9	9	4
JH649990	322426	322427	AluID:200431	chr11:77987164:77987165	-	18	-6.82	12	12	5
JH649990	33623	33624	AluID:200299	chr11:77695539:77695540	-	21	2.96	13	13	5
JH649991	22527	22528	AluID:330197	chr22:43393577:43393578	+	19	-3.68	8	8	6
JH649991	32443	32444	AluID:330187	chr22:43384139:43384140	+	18	0.95	5	5	5
JH649992	331015	331016	AluID:173171	1	-	20	-6.29	13	13	4
JH649993	157995	157996	AluID:88761	chr5:1068559:1068560	-	22	0.48	6	6	5
JH649994	146631	146632	AluID:293230	chr18:77878229:77878230	-	22	-5.07	14	14	8
JH649994	155385	155386	AluID:293227	chr18:77869470:77869471	-	19	1.85	11	11	7
JH649994	233941	233942	AluID:293207	chr18:77792830:77792831	+	18	-0.55	7	7	5
JH649994	284175	284176	AluID:293194	chr18:77741653:77741654	+	21	-14.92	5	3	5
JH649994	315825	315826	AluID:293187	chr18:77709660:77709661	+	19	2.43	9	9	5
JH649995	1097477	1097478	AluID:124396	1	-	20	-0.14	8	8	5
JH649995	1269198	1269199	AluID:124336	-1	+	20	0.77	6	6	6
JH649995	143492	143493	AluID:124558	1	-	20	-21.18	6	6	6
JH649995	1560379	1560380	AluID:124300	-1	+	20	-9.78	5	4	5
JH649995	696047	696048	AluID:124524	chr7:45070337:45070338	-	22	-8.76	7	7	5
JH649995	714430	714431	AluID:124507	chr7:45052197:45052198	-	21	-1.85	15	3	15
JH649995	909099	909100	AluID:124467	chr7:44856043:44856044	-	22	2.44	NA	13	NA
JH649996	491264	491265	AluID:169715	chrX:71483873:71483874	+	21	-7.23	7	2	7
JH649996	519047	519048	AluID:169700	chrX:71456126:71456127	+	18	-14.99	5	5	5
JH649998	1509850	1509851	AluID:128633	1	-	20	2.63	12	12	5
JH649998	1520403	1520404	AluID:128629	chr7:77544269:77544270	-	19	-5.76	NA	7	NA
JH649998	1666202	1666203	AluID:128571	chr7:77400269:77400270	-	22	-0.39	5	5	5
JH649998	1676377	1676378	AluID:128563	1	-	20	-11.70	6	6	5
JH649998	1854837	1854838	AluID:128483	1	-	20	-7.66	22	22	7
JH649998	1880541	1880542	AluID:128471	1	-	20	-10.19	14	14	5
JH649998	1890631	1890632	AluID:128464	chr7:77184030:77184031	-	22	-4.22	9	4	9
JH649998	1895771	1895772	AluID:128460	chr7:77178905:77178906	-	19	-8.81	8	8	6
JH649998	190400	190401	AluID:128777	chr7:78866751:78866752	+	21	-5.10	6	5	6
JH649998	293897	293898	AluID:128764	chr7:78759635:78759636	+	22	1.95	14	4	14
JH649998	325967	325968	AluID:128760	-1	+	20	-18.28	8	8	5
JH649998	582479	582480	AluID:128737	chr7:78482484:78482485	+	18	0.27	6	2	6
JH649998	852473	852474	AluID:128712	chr7:78212821:78212822	+	22	-7.34	7	6	7
JH649999	1356953	1356954	AluID:14932	chr1:85324175:85324176	-	22	-13.47	16	16	5
JH649999	1899732	1899733	AluID:15025	chr1:85861363:85861364	-	22	-4.95	12	12	5
JH649999	3176410	3176411	AluID:15139	chr1:87178864:87178865	+	22	-9.08	7	2	7
JH649999	3425679	3425680	AluID:15177	chr1:87432599:87432600	+	18	-5.23	9	9	5
JH649999	3539950	3539951	AluID:15206	chr1:87544835:87544836	+	21	-1.08	25	25	6
JH650000	1628715	1628716	AluID:138347	chr8:10157773:10157774	-	22	-6.11	21	21	5
JH650000	1644756	1644757	AluID:138345	chr8:10141728:10141729	-	22	-19.60	11	11	8
JH650000	2247174	2247175	AluID:138297	chr8:9533536:9533537	-	22	-8.77	NA	15	NA
JH650000	2312995	2312996	AluID:138287	chr8:9465483:9465484	-	22	-11.06	7	4	7
JH650000	2837533	2837534	AluID:138255	chr8:8941322:8941323	-	19	2.07	9	9	6
JH650000	384559	384560	AluID:138480	1	-	20	-1.45	5	5	5
JH650000	502687	502688	AluID:138466	chr8:11271711:11271712	-	19	-3.96	6	5	6
JH650000	66283	66284	AluID:138519	chr8:11707936:11707937	+	21	-7.00	14	14	5
JH650000	919165	919166	AluID:138418	chr8:10858196:10858197	+	18	-1.63	5	5	5
JH650001	446844	446845	AluID:138086	chr8:6383958:6383959	+	19	-4.98	13	10	13
JH650001	48502	48503	AluID:138133	-1	+	20	-6.12	10	4	10
JH650002	5182	5183	AluID:165077	1	+	20	-2.92	15	15	6
JH650003	126687	126688	AluID:314420	chr20:25298951:25298952	-	22	0.71	6	6	5
JH650003	274893	274894	AluID:314499	chr20:25447422:25447423	-	22	-9.50	7	7	5
JH650004	355771	355772	AluID:103354	chr5:177840177:177840178	-	19	-0.42	9	4	9
JH650004	508043	508044	AluID:103402	chr5:177994686:177994687	-	22	-17.64	5	4	5
JH650004	511689	511690	AluID:103403	chr5:177998330:177998331	-	19	-6.09	5	2	5
JH650004	563254	563255	AluID:103419	chr5:178051287:178051288	-	21	-11.96	7	7	5
JH650005	2735	2736	AluID:541	chr1:2696641:2696642	-	19	-15.35	6	5	6
JH650005	881561	881562	AluID:570	chr1:3576279:3576280	+	21	-15.14	7	5	7
JH650005	978109	978110	AluID:579	chr1:3674526:3674527	+	22	3.05	6	3	6
JH650005	978644	978645	AluID:582	chr1:3675069:3675070	+	18	-15.73	7	6	7
JH650006	143239	143240	AluID:40353	chr2:99988826:99988827	-	18	-6.33	8	8	5
JH650006	191330	191331	AluID:40325	-1	+	20	-21.26	NA	6	NA
JH650006	205238	205239	AluID:40300	chr2:99915753:99915754	+	21	2.19	9	9	9
JH650006	278047	278048	AluID:195358	chr11:46864524:46864525	+	22	-5.96	18	14	18
JH650006	407080	407081	AluID:40211	chr2:99726619:99726620	+	19	-5.00	7	5	7
JH650006	52339	52340	AluID:40386	chr2:100079965:100079966	+	22	-15.76	5	4	5
JH650006	60992	60993	AluID:40381	chr2:100071199:100071200	+	22	6.74	16	4	16
JH650007	592306	592307	AluID:171683	chrX:114382624:114382625	+	19	-6.44	10	10	6
JH650007	953397	953398	AluID:171659	chrX:114022838:114022839	-	22	0.08	6	6	6
JH650008	1060583	1060584	AluID:202674	-1	-	20	5.52	19	19	5
JH650008	1820934	1820935	AluID:202692	chr11:111223662:111223663	-	22	-6.12	7	7	5
JH650008	1828790	1828791	AluID:202693	-1	-	20	9.71	15	15	6
JH650008	1957899	1957900	AluID:202715	-1	-	20	-0.67	10	5	10
JH650008	2144649	2144650	AluID:202742	1	+	20	-4.46	17	17	5
JH650008	2228629	2228630	AluID:202756	chr11:111626942:111626943	-	22	-6.09	12	12	7
JH650008	2509082	2509083	AluID:202864	chr11:111906232:111906233	+	18	-0.59	NA	13	NA
JH650008	2540062	2540063	AluID:202881	chr11:111937353:111937354	-	18	-13.03	8	8	5
JH650008	2586985	2586986	AluID:202910	1	+	20	-8.95	6	4	6
JH650008	2599262	2599263	AluID:202915	chr11:111997212:111997213	+	22	4.78	14	14	5
JH650008	3515911	3515912	AluID:202992	chr11:112915487:112915488	+	19	0.51	6	6	6
JH650008	4290501	4290502	AluID:203049	chr11:113697641:113697642	-	21	-11.07	12	12	5
JH650008	4390445	4390446	AluID:203104	chr11:113797278:113797279	+	18	-14.86	6	6	5
JH650008	671737	671738	AluID:202606	chr11:110073107:110073108	-	18	-5.51	9	9	5
JH650010	1148305	1148306	AluID:113612	chr6:109316981:109316982	+	18	3.51	8	8	4
JH650010	992699	992700	AluID:113651	1	-	20	-5.47	22	22	6
JH650016	1239896	1239897	AluID:104051	chr6:1918989:1918990	+	21	-3.22	9	5	9
JH650016	1244164	1244165	AluID:104050	chr6:1914709:1914710	+	21	-12.53	7	7	5
JH650016	1245959	1245960	AluID:104048	chr6:1912585:1912586	+	21	-14.13	7	7	5
JH650016	2551769	2551770	AluID:103991	chr6:593043:593044	+	22	-0.12	7	7	7
JH650016	79636	79637	AluID:104167	chr6:3078314:3078315	-	21	9.00	7	7	4
JH650016	83051	83052	AluID:104166	chr6:3074917:3074918	-	22	0.67	6	6	5
JH650016	919402	919403	AluID:104109	-1	+	20	-0.63	9	9	5
JH650017	11968	11969	AluID:244233	chr15:43849704:43849705	+	18	-8.20	7	2	7
JH650017	1201641	1201642	AluID:243626	1	-	20	-5.46	9	9	5
JH650017	1266729	1266730	AluID:241095	1	-	20	3.01	16	16	5
JH650017	1302193	1302194	AluID:243599	chr15:42562569:42562570	+	22	-7.67	6	6	5
JH650017	1311864	1311865	AluID:243594	chr15:42552564:42552565	+	18	-1.18	4	4	4
JH650017	1390851	1390852	AluID:243573	chr15:42471752:42471753	+	21	-5.03	14	3	14
JH650017	1495015	1495016	AluID:243563	chr15:42368059:42368060	+	22	4.71	5	3	5
JH650017	176178	176179	AluID:244142	chr15:43686060:43686061	-	21	-2.77	15	3	15
JH650017	27507	27508	AluID:244220	chr15:43833929:43833930	+	22	-5.44	12	12	6
JH650017	31712	31713	AluID:244213	-1	+	20	-8.64	13	13	7
JH650017	324321	324322	AluID:244105	chr15:43537279:43537280	+	22	8.55	7	4	7
JH650017	413811	413812	AluID:244080	-1	+	20	-1.10	7	6	7
JH650017	426638	426639	AluID:244071	chr15:43434877:43434878	-	18	2.17	8	8	6
JH650017	436684	436685	AluID:244066	chr15:43425373:43425374	+	21	8.21	6	3	6
JH650017	464558	464559	AluID:244038	chr15:43397225:43397226	+	22	-0.68	7	6	7
JH650017	60589	60590	AluID:244211	-1	+	20	-19.37	9	3	9
JH650017	674162	674163	AluID:243950	chr15:43188997:43188998	+	18	-0.19	7	7	5
JH650017	747208	747209	AluID:243904	chr15:43117287:43117288	+	21	-3.94	6	3	6
JH650018	1383315	1383316	AluID:125890	chr7:69087872:69087873	+	22	0.11	6	5	6
JH650018	1870683	1870684	AluID:126003	chr7:69567121:69567122	+	21	-1.07	10	10	6
JH650018	1886189	1886190	AluID:126009	chr7:69582755:69582756	+	18	3.97	20	20	5
JH650018	1907299	1907300	AluID:126017	chr7:69603973:69603974	+	22	9.79	6	6	6
JH650018	1919800	1919801	AluID:126018	1	+	20	2.26	7	6	7
