chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
scaffold_103033.1-125358	92373	92374	AluID:205943	chr12:2982208:2982209	+	18	-13.76	13	13	6
scaffold_103033.1-125358	94783	94784	AluID:205938	chr12:2977148:2977149	+	18	3.24	13	13	6
scaffold_103034.1-6883	4930	4931	AluID:205934	-1	+	20	2.88	NA	9	NA
scaffold_103069.1-96091	19611	19612	AluID:205668	chr12:1296619:1296620	+	19	7.03	8	8	6
scaffold_103142.1-40281	14375	14376	AluID:180400	chr10:51615552:51615553	+	19	-3.96	16	12	16
scaffold_103320.1-198670	142296	142297	AluID:187081	-1	-	20	-6.95	11	11	5
scaffold_103355.1-54496	28152	28153	AluID:187428	chr10:103381278:103381279	-	21	1.67	8	8	6
scaffold_103366.1-58921	9984	9985	AluID:187581	-1	-	20	-17.42	5	5	4
scaffold_103371.1-222883	207152	207153	AluID:187688	1	+	20	-7.34	6	6	5
scaffold_103389.1-59258	12489	12490	AluID:187842	chr10:104514184:104514185	+	22	-25.37	6	6	5
scaffold_103396.1-102901	48436	48437	AluID:188043	chr10:104911215:104911216	-	22	-18.10	5	4	5
scaffold_10367.1-282954	85519	85520	AluID:241660	chr15:28523521:28523522	+	22	3.20	21	21	6
scaffold_10383.1-40098	9612	9613	AluID:101634	-1	+	20	-11.21	16	14	16
scaffold_103942.1-95371	2697	2698	AluID:143970	chr8:67385382:67385383	+	22	-3.98	7	7	6
scaffold_103946.1-180800	34001	34002	AluID:144040	chr8:67572152:67572153	-	21	-6.06	12	11	12
scaffold_103948.1-218137	10987	10988	AluID:144142	chr8:67720768:67720769	+	19	1.09	15	15	7
scaffold_104013.1-250652	192924	192925	AluID:144766	chr8:72832613:72832614	+	21	1.83	6	6	4
scaffold_104044.1-77944	35237	35238	AluID:144929	chr8:74672284:74672285	-	21	1.54	4	4	4
scaffold_104047.1-16840	13428	13429	AluID:144975	-1	-	20	-6.51	22	22	6
scaffold_10407.1-152026	141681	141682	AluID:241736	chr15:29309612:29309613	+	18	-13.11	5	5	3
scaffold_10407.1-152026	48860	48861	AluID:241709	chr15:29219816:29219817	+	19	-5.40	5	5	5
scaffold_104125.1-94107	91289	91290	AluID:145232	chr8:80880948:80880949	-	19	-3.64	5	5	3
scaffold_104192.1-1641	1071	1072	AluID:145640	chr8:87122331:87122332	+	22	-16.08	10	10	6
scaffold_104294.1-14031	4935	4936	AluID:146193	chr8:95713852:95713853	+	22	-4.06	4	4	4
scaffold_104297.1-46978	11628	11629	AluID:146199	chr8:95733199:95733200	+	18	-9.61	8	8	5
scaffold_104355.1-133278	97506	97507	AluID:318343	chr20:45791176:45791177	-	19	2.06	8	8	8
scaffold_104402.1-158057	8654	8655	AluID:95874	chr5:102119627:102119628	-	19	-12.05	4	4	3
scaffold_104502.1-136216	78521	78522	AluID:95304	chr5:89958024:89958025	-	22		NA	NA	5
scaffold_104555.1-218317	185363	185364	AluID:291404	chr18:46903940:46903941	-	18	-9.50	13	8	13
scaffold_104603.1-356003	325794	325795	AluID:94642	chr5:78967236:78967237	-	22	-23.18	17	2	17
scaffold_104616.1-133884	75061	75062	AluID:94275	chr5:77803160:77803161	+	19	-5.78	5	5	4
scaffold_104704.1-173759	152373	152374	AluID:241358	1	-	20	-14.85	7	7	6
scaffold_104704.1-173759	167358	167359	AluID:241352	1	-	20	-13.90	NA	NA	6
scaffold_104822.1-338008	324105	324106	AluID:252947	chr15:93469238:93469239	-	19	-13.15	6	6	6
scaffold_104874.1-182796	82235	82236	AluID:252286	1	+	20	-11.36	6	5	4
scaffold_104896.1-236308	75531	75532	AluID:178662	chr10:28444533:28444534	-	21	-7.65	8	8	6
scaffold_1050.1-40848	14826	14827	AluID:330557	chr22:45111567:45111568	-	18	-25.76	NA	3	NA
scaffold_105033.1-26733	11642	11643	AluID:76276	chr4:8232049:8232050	+	19	2.16	7	7	4
scaffold_105068.1-260080	6302	6303	AluID:75212	chr4:1956112:1956113	-	21	-7.69	17	6	17
scaffold_105087.1-420577	66692	66693	AluID:76557	chr4:16886950:16886951	+	19	2.79	21	21	5
scaffold_105169.1-4539	3877	3878	AluID:78298	chr4:40558892:40558893	+	22	-31.48	16	16	7
scaffold_105363.1-293323	15161	15162	AluID:76792	chr4:21258214:21258215	+	18	-7.02	6	3	6
scaffold_105454.1-511583	331209	331210	AluID:242583	chr15:36956775:36956776	+	19	-13.94	9	9	6
scaffold_105489.1-27487	13446	13447	AluID:242700	chr15:40194279:40194280	-	22	-1.88	16	16	14
scaffold_105508.1-51604	21993	21994	AluID:242873	chr15:40941525:40941526	+	22	-30.65	6	5	6
scaffold_105508.1-51604	7615	7616	AluID:242859	chr15:40921709:40921710	+	18	2.30	11	5	11
scaffold_105528.1-41782	9345	9346	AluID:243106	-1	-	20	-24.47	6	6	5
scaffold_105535.1-149579	9093	9094	AluID:243316	chr15:41720957:41720958	+	22	3.84	7	7	6
scaffold_105538.1-86233	40073	40074	AluID:243405	1	+	20	-13.89	9	9	5
scaffold_105553.1-5613	1708	1709	AluID:243594	chr15:42552564:42552565	-	18	-2.54	7	7	4
scaffold_105577.1-196065	122662	122663	AluID:244142	chr15:43686060:43686061	+	21	-10.07	5	3	5
scaffold_105579.1-50445	50234	50235	AluID:244211	-1	-	20	-22.42	7	7	4
scaffold_105580.1-133179	21630	21631	AluID:244213	-1	-	20	-10.83	8	8	5
scaffold_105602.1-129900	56827	56828	AluID:244647	chr15:44832153:44832154	+	22	-0.99	6	5	6
scaffold_105659.1-293596	153665	153666	AluID:244983	-1	-	20	-13.33	14	14	5
scaffold_105707.1-164565	134153	134154	AluID:245647	chr15:52276506:52276507	+	18	-17.50	12	11	12
scaffold_105707.1-164565	59680	59681	AluID:245608	chr15:52238230:52238231	-	22	-3.52	16	16	7
scaffold_105708.1-44135	27097	27098	AluID:245704	1	+	20	-4.77	8	8	5
scaffold_105770.1-26976	10447	10448	AluID:246098	chr15:55697548:55697549	-	22	-24.14	7	7	6
scaffold_105811.1-381947	176877	176878	AluID:246553	chr15:57886344:57886345	+	21	-11.07	4	3	4
scaffold_105926.1-9494	4255	4256	AluID:74025	chr3:195144350:195144351	-	22	2.30	18	18	7
scaffold_105942.1-132376	49550	49551	AluID:248412	chr15:65860724:65860725	+	18	-1.70	7	6	7
scaffold_105950.1-326498	313845	313846	AluID:248655	chr15:66501687:66501688	-	22	-4.65	10	10	6
scaffold_106024.1-135715	128412	128413	AluID:249544	chr15:72213268:72213269	-	21	-1.49	6	6	5
scaffold_106046.1-543242	279697	279698	AluID:249814	chr15:73356839:73356840	+	22	-19.23	6	5	6
scaffold_106086.1-17466	9687	9688	AluID:250396	chr15:75817124:75817125	-	22	-3.71	20	4	20
scaffold_106087.1-134612	23514	23515	AluID:250446	chr15:75863926:75863927	-	22	-22.48	11	5	11
scaffold_106177.1-907369	735610	735611	AluID:64356	chr3:79413341:79413342	+	21	-26.31	5	4	5
scaffold_106202.1-28090	16856	16857	AluID:64155	chr3:76768526:76768527	-	19	-15.61	5	4	5
scaffold_106249.1-305479	54782	54783	AluID:320509	1	+	20	-13.98	5	5	5
scaffold_106249.1-305479	87555	87556	AluID:320530	chr21:18925270:18925271	+	22	-22.30	10	10	5
scaffold_106378.1-117966	52972	52973	AluID:321242	-1	-	20	-10.30	7	4	7
scaffold_106386.1-131123	69620	69621	AluID:321353	1	+	20	-19.85	10	6	10
scaffold_106400.1-7339	6467	6468	AluID:321599	chr21:34850443:34850444	-	22	-8.44	6	3	6
scaffold_106402.1-136742	76129	76130	AluID:321629	-1	-	20	-13.31	19	13	19
scaffold_106451.1-296663	251396	251397	AluID:322356	chr21:38286053:38286054	-	18	-14.71	3	3	3
scaffold_106482.1-111478	74400	74401	AluID:322636	chr21:40654881:40654882	-	22	-13.21	17	17	6
scaffold_106500.1-265711	27859	27860	AluID:322804	chr21:41530328:41530329	-	18	-23.79	10	10	5
scaffold_106542.1-69838	26077	26078	AluID:323213	chr21:45069311:45069312	-	21	3.26	6	6	6
scaffold_106542.1-69838	47874	47875	AluID:323226	chr21:45091263:45091264	+	19	-9.13	10	10	5
scaffold_106544.1-187537	57480	57481	AluID:323328	chr21:45463110:45463111	+	22	-0.57	8	8	8
scaffold_106549.1-154440	44466	44467	AluID:323498	-1	-	20	-10.26	13	4	9
scaffold_106627.1-501811	310878	310879	AluID:81310	-1	-	20	-12.82	5	5	5
scaffold_106630.1-28229	15140	15141	AluID:81394	chr4:83896480:83896481	-	21	-13.76	15	15	6
scaffold_106690.1-70451	61155	61156	AluID:81818	chr4:87341925:87341926	-	19	-16.83	13	13	8
scaffold_106698.1-15309	10357	10358	AluID:42154	1	+	20	-4.79	5	4	5
scaffold_106805.1-75356	37376	37377	AluID:82871	chr4:96051889:96051890	+	18	-7.47	19	19	6
scaffold_106883.1-231201	35106	35107	AluID:83294	chr4:103436284:103436285	+	21	-4.16	18	7	18
scaffold_106968.1-91930	51962	51963	AluID:83769	chr4:110488873:110488874	-	21	2.20	16	16	6
scaffold_107012.1-552857	334567	334568	AluID:84220	chr4:114672935:114672936	-	19	-10.84	6	4	6
scaffold_107129.1-479406	435851	435852	AluID:64824	chr3:99571298:99571299	+	19	-5.74	28	28	5
scaffold_107164.1-210789	35582	35583	AluID:65093	chr3:101223793:101223794	-	19	-21.61	5	2	5
scaffold_10736.1-20637	16554	16555	AluID:77186	chr4:26286500:26286501	-	19	-22.87	7	6	7
scaffold_107382.1-118820	58110	58111	AluID:66094	chr3:119186456:119186457	-	22	-4.76	23	23	6
scaffold_1074.1-4946	1215	1216	AluID:329270	chr22:41224612:41224613	+	19	2.30	22	22	6
scaffold_10743.1-94467	487	488	AluID:77033	chr4:25249349:25249350	-	21	2.41	11	11	7
scaffold_107433.1-229528	55769	55770	AluID:66478	chr3:121931510:121931511	+	21	2.07	4	4	4
scaffold_107443.1-273661	266064	266065	AluID:66601	-1	-	20	-8.50	8	8	6
scaffold_107452.1-246241	100222	100223	AluID:66712	chr3:123222104:123222105	-	22	-17.82	4	4	3
scaffold_107480.1-254868	138091	138092	AluID:66960	chr3:124628009:124628010	-	18	-13.41	8	8	7
scaffold_107509.1-14970	7780	7781	AluID:74640	chr3:197497431:197497432	-	21	11.15	18	18	6
scaffold_107514.1-49834	41029	41030	AluID:74121	chr3:195801747:195801748	-	19	-11.07	7	7	3
scaffold_107517.1-182174	171423	171424	AluID:74271	-1	-	20	-8.79	8	3	8
scaffold_107517.1-182174	89571	89572	AluID:74188	chr3:196013783:196013784	-	21	6.10	10	10	6
scaffold_107521.1-107634	18908	18909	AluID:74370	chr3:196428490:196428491	+	18	-1.51	4	2	4
scaffold_107521.1-107634	68532	68533	AluID:74389	chr3:196468986:196468987	+	22	2.79	21	21	11
scaffold_10762.1-134401	126481	126482	AluID:76852	chr4:21758900:21758901	+	18	9.11	12	12	4
scaffold_107759.1-125531	44891	44892	AluID:72286	chr3:182750659:182750660	-	19	-2.49	6	3	6
scaffold_107762.1-169663	48952	48953	AluID:72415	chr3:183092465:183092466	-	21	-19.23	17	17	6
scaffold_107763.1-4917	3846	3847	AluID:72440	chr3:183233346:183233347	-	18	1.45	NA	6	NA
scaffold_107772.1-12058	7236	7237	AluID:72550	chr3:183541574:183541575	-	19	2.43	17	17	8
scaffold_107825.1-56076	55328	55329	AluID:73155	chr3:185489225:185489226	-	21	6.98	14	5	14
scaffold_107866.1-165729	37464	37465	AluID:73372	chr3:187436324:187436325	+	18	2.11	4	2	4
scaffold_107909.1-147450	33812	33813	AluID:73744	chr3:192623629:192623630	-	18	-5.74	37	37	15
scaffold_107938.1-240472	77275	77276	AluID:70716	-1	-	20	-8.73	5	5	4
scaffold_107946.1-259200	79710	79711	AluID:70801	chr3:160921624:160921625	+	19	0.71	7	6	7
scaffold_108015.1-237588	166396	166397	AluID:71014	-1	+	20	-16.32	5	5	5
scaffold_108044.1-117392	35932	35933	AluID:226590	chr13:49773182:49773183	+	19	-11.79	6	6	6
scaffold_108202.1-210875	3404	3405	AluID:104506	1	+	20	-8.17	12	12	5
scaffold_108290.1-146612	15116	15117	AluID:105389	chr6:15346990:15346991	+	22	-13.45	9	5	9
scaffold_108313.1-179665	52160	52161	AluID:105681	chr6:17603833:17603834	+	19	-4.97	NA	NA	5
scaffold_108345.1-105943	11727	11728	AluID:105976	chr6:20435443:20435444	+	21	-10.29	NA	4	NA
scaffold_108354.1-313109	95436	95437	AluID:106144	1	+	20	-36.96	NA	3	NA
scaffold_108397.1-66153	47718	47719	AluID:106219	chr6:24304710:24304711	-	21	-8.84	9	7	9
scaffold_108403.1-266857	37603	37604	AluID:106356	1	+	20	-14.94	13	13	6
scaffold_108416.1-350322	87707	87708	AluID:106467	1	+	20	3.43	10	10	10
scaffold_108492.1-243949	161781	161782	AluID:25097	chr1:208298030:208298031	+	22	-8.45	18	18	5
scaffold_1085.1-39140	16604	16605	AluID:328611	chr22:38949504:38949505	+	22	-4.76	20	20	6
scaffold_1085.1-39140	9716	9717	AluID:121648	chr7:16736783:16736784	+	19	-14.24	19	2	19
scaffold_108514.1-222213	210947	210948	AluID:45141	chr2:160306883:160306884	-	19	1.41	15	15	6
scaffold_108554.1-837274	485901	485902	AluID:45430	chr2:162918793:162918794	-	19	-9.83	3	3	3
scaffold_108611.1-215883	139330	139331	AluID:57791	chr3:38962174:38962175	-	22	3.27	24	24	6
scaffold_108671.1-164746	142956	142957	AluID:46146	chr2:171270726:171270727	+	22	-4.21	18	18	5
scaffold_108676.1-261350	41295	41296	AluID:46295	chr2:172028009:172028010	-	19	-4.90	8	8	8
scaffold_108676.1-261350	86181	86182	AluID:46324	-1	-	20	-1.25	5	4	5
scaffold_108842.1-225981	117398	117399	AluID:47399	chr2:183112981:183112982	-	22	-9.45	9	9	6
scaffold_108856.1-140066	35067	35068	AluID:47498	1	+	20	-5.97	NA	25	NA
scaffold_1089.1-91294	80034	80035	AluID:328202	chr22:38108349:38108350	-	18	-6.08	6	6	6
scaffold_109063.1-46455	26184	26185	AluID:48690	chr2:201878206:201878207	-	21	-10.39	6	6	5
scaffold_109101.1-62500	8317	8318	AluID:49410	1	+	20	10.59	8	8	8
scaffold_109102.1-11656	7392	7393	AluID:49433	chr2:203921298:203921299	+	19	-22.46	6	6	5
scaffold_109126.1-225376	168170	168171	AluID:49684	chr2:204812064:204812065	+	19	-17.29	6	5	6
scaffold_109165.1-605147	161639	161640	AluID:49933	chr2:207529367:207529368	-	21	-5.90	5	5	5
scaffold_109171.1-238184	230201	230202	AluID:50055	chr2:208781472:208781473	-	22	5.41	4	4	4
scaffold_109326.1-86025	61788	61789	AluID:50946	chr2:219149811:219149812	-	22	3.19	NA	16	NA
scaffold_109444.1-102883	4508	4509	AluID:24798	chr1:205162994:205162995	-	19	1.23	7	7	6
scaffold_1095.1-295082	226609	226610	AluID:328082	chr22:37084584:37084585	+	21	-8.11	6	6	4
scaffold_109605.1-280566	56604	56605	AluID:25847	chr1:216239255:216239256	-	19	-3.58	4	4	4
scaffold_109715.1-151791	141838	141839	AluID:20835	chr1:161327215:161327216	+	19	-13.76	22	22	7
scaffold_109757.1-517456	34488	34489	AluID:21230	1	+	20	2.79	26	26	6
scaffold_10976.1-131036	84822	84823	AluID:247140	chr15:59811402:59811403	+	18	-5.87	21	21	14
scaffold_109766.1-126202	118964	118965	AluID:256363	chr16:12026814:12026815	-	21	-9.97	5	5	5
scaffold_109766.1-126202	118969	118970	AluID:260362	1	-	20	-5.82	5	5	5
scaffold_109768.1-74480	6630	6631	AluID:26322	1	-	20	0.28	6	5	6
scaffold_109818.1-142432	96038	96039	AluID:28333	chr1:236717687:236717688	+	19	4.13	7	7	6
scaffold_109838.1-54628	9676	9677	AluID:28040	chr1:235610030:235610031	-	22	-0.40	7	7	6
scaffold_109860.1-436888	29359	29360	AluID:27700	chr1:233411770:233411771	+	18	2.69	18	18	9
scaffold_110029.1-178390	172498	172499	AluID:181475	chr10:68448717:68448718	-	19	-0.17	6	6	5
scaffold_110030.1-138977	17390	17391	AluID:181481	chr10:68494625:68494626	-	22	-10.42	7	7	5
scaffold_110050.1-171297	167324	167325	AluID:181788	chr10:70058864:70058865	-	22	-39.89	7	6	7
scaffold_110059.1-48220	9002	9003	AluID:181932	-1	-	20	-18.00	6	6	6
scaffold_110067.1-15216	153	154	AluID:182196	chr10:70509980:70509981	+	18	-11.86	22	22	6
scaffold_110070.1-62397	11528	11529	AluID:182246	chr10:70595653:70595654	+	19	2.90	12	12	6
scaffold_110074.1-89977	52094	52095	AluID:182372	chr10:70758867:70758868	+	18	-8.05	16	16	5
scaffold_110075.1-147062	57270	57271	AluID:182381	chr10:70857502:70857503	+	18	-29.87	7	7	5
scaffold_110125.1-66096	18377	18378	AluID:182945	chr10:74107671:74107672	-	22	-5.00	16	16	5
scaffold_110129.1-48986	4132	4133	AluID:182992	chr10:74224062:74224063	-	22	-7.31	9	9	7
scaffold_110132.1-154846	43307	43308	AluID:108920	chr6:42047329:42047330	-	22	-24.63	7	7	5
scaffold_110136.1-92148	29326	29327	AluID:183148	1	+	20	-10.76	4	4	4
scaffold_110139.1-146683	142252	142253	AluID:183200	chr10:74788780:74788781	-	21	3.37	19	19	6
scaffold_110140.1-89019	85366	85367	AluID:183209	chr10:74807811:74807812	-	22	-15.37	8	6	8
scaffold_110278.1-178618	149011	149012	AluID:184573	chr10:84110669:84110670	+	18	-9.61	4	3	4
scaffold_110307.1-238762	146763	146764	AluID:303792	chr19:36145930:36145931	+	19	-11.73	22	22	5
scaffold_110374.1-335394	145321	145322	AluID:102852	chr5:175998564:175998565	-	19	-3.57	4	4	2
scaffold_110419.1-549268	56358	56359	AluID:102464	chr5:172426345:172426346	-	18	-6.30	9	9	9
scaffold_110439.1-343980	194797	194798	AluID:102181	chr5:171316881:171316882	+	22	-12.17	7	7	5
scaffold_110439.1-343980	206786	206787	AluID:102176	-1	+	20	2.79	25	25	14
scaffold_110485.1-213436	162867	162868	AluID:101829	chr5:167825116:167825117	-	18	-5.76	NA	4	NA
scaffold_11056.1-543250	252370	252371	AluID:249447	chr15:71762983:71762984	+	22	-11.09	7	7	7
scaffold_110601.1-15650	10910	10911	AluID:212832	chr12:57038329:57038330	-	18	-14.16	6	2	6
scaffold_110641.1-195740	122434	122435	AluID:101021	chr5:154331108:154331109	-	19	-17.98	9	8	9
scaffold_110648.1-437507	377873	377874	AluID:100854	chr5:153470531:153470532	-	19	-9.86	4	4	3
scaffold_110696.1-288221	284374	284375	AluID:100546	-1	+	20	-6.12	7	7	4
scaffold_110699.1-223396	139659	139660	AluID:100445	1	-	20	-19.03	6	5	5
scaffold_110705.1-107453	16071	16072	AluID:100363	chr5:148675626:148675627	-	21	-26.28	13	13	8
scaffold_110745.1-138344	134039	134040	AluID:91480	chr5:52318419:52318420	-	19	-7.87	5	3	5
