chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
KE926536v1	111917	111918	AluID:297586	chr19:11021568:11021569	-	18	-7.37	9	9	7
KE926659v1	125043	125044	AluID:128061	chr7:75654266:75654267	-	21	3.85	13	13	6
KE926675v1	12952	12953	AluID:173204	chrX:134969881:134969882	+	18	-5.98	5	4	5
KE926679v1	715985	715986	AluID:215050	chr12:83389592:83389593	-	19	-10.65	7	7	6
KE926679v1	814556	814557	AluID:215024	chr12:83297199:83297200	-	21	1.12	7	7	5
KE926683v1	137294	137295	AluID:179545	chr10:35371055:35371056	-	21	-1.96	4	4	4
KE926742v1	576514	576515	AluID:248093	chr15:64952041:64952042	+	19	-8.32	20	20	5
KE926745v1	16131	16132	AluID:234778	chr14:64987595:64987596	+	19	-7.21	18	18	5
KE926756v1	135553	135554	AluID:140971	chr8:30692613:30692614	-	18	-1.81	6	6	4
KE926758v1	44893	44894	AluID:20278	chr1:156240801:156240802	+	18	-7.24	18	18	5
KE926809v1	496619	496620	AluID:243599	chr15:42562569:42562570	+	22	-14.19	11	6	11
KE926833v1	186416	186417	AluID:243277	-1	-	20	-11.35	11	11	5
KE926833v1	216071	216072	AluID:243316	chr15:41720957:41720958	+	22	-4.96	NA	14	NA
KE926857v1	178591	178592	AluID:51614	-1	-	20	-16.99	7	6	7
KE926872v1	206249	206250	AluID:182829	chr10:73607040:73607041	-	18	-10.83	11	6	11
KE926879v1	106108	106109	AluID:71969	chr3:179122303:179122304	-	22	1.77	7	5	7
KE927003v1	68711	68712	AluID:159513	chr9:119342002:119342003	+	18	-5.20	8	8	3
KE927007v1	379624	379625	AluID:184077	chr10:76982512:76982513	+	21	-19.61	6	6	5
KE927015v1	94187	94188	AluID:16838	chr1:109664415:109664416	-	18	-5.63	5	3	5
KE927060v1	9477	9478	AluID:274713	chr17:29224897:29224898	+	18	-18.77	5	5	4
KE927068v1	70164	70165	AluID:314986	chr20:31090720:31090721	+	22	-13.16	7	7	5
KE927073v1	40596	40597	AluID:197574	chr11:65483492:65483493	+	18	2.55	13	13	5
KE927078v1	62438	62439	AluID:195622	chr11:47536411:47536412	-	22	-8.58	8	5	8
KE927091v1	20236	20237	AluID:131600	chr7:102986589:102986590	-	22	-17.88	7	7	5
KE927166v1	35721	35722	AluID:33106	chr2:32239073:32239074	+	22	-2.72	13	13	5
KE927221v1	102423	102424	AluID:104861	chr6:10635785:10635786	+	21		NA	NA	10
KE927377v1	46217	46218	AluID:119304	-1	+	20	-2.73	6	6	5
KE927385v1	191748	191749	AluID:227582	chr13:76016922:76016923	-	21	-16.92	8	8	4
KE927478v1	98719	98720	AluID:136834	chr7:151811667:151811668	+	21	-6.00	NA	6	NA
KE927537v1	7944	7945	AluID:5719	chr1:27031654:27031655	+	18	-13.67	6	5	6
KE927554v1	25511	25512	AluID:41286	chr2:110350363:110350364	+	22	-8.98	6	6	5
KE927556v1	74275	74276	AluID:268021	chr16:89578344:89578345	-	19	-5.86	7	7	7
KE927556v1	77835	77836	AluID:268018	1	-	20	-10.92	11	11	4
KE927568v1	58062	58063	AluID:158229	chr9:108046533:108046534	+	19	-3.79	10	10	5
KE927583v1	197588	197589	AluID:164575	chrX:9741900:9741901	+	19	-10.45	NA	2	NA
KE927583v1	237560	237561	AluID:164555	-1	+	20	-6.88	17	17	13
KE927583v1	76272	76273	AluID:164639	chrX:9871593:9871594	-	21	-3.56	6	4	6
KE927643v1	484273	484274	AluID:112647	chr6:99772889:99772890	-	22	4.29	11	3	11
KE927643v1	658718	658719	AluID:112697	-1	-	20	-23.03	7	7	6
KE927645v1	211278	211279	AluID:188079	-1	-	20	-16.40	5	5	5
KE927770v1	153122	153123	AluID:325099	1	-	20	-10.17	13	13	7
KE927779v1	55554	55555	AluID:250396	chr15:75817124:75817125	-	22	-3.26	6	6	6
KE927781v1	14843	14844	AluID:194168	chr11:33077687:33077688	+	19	-13.19	14	14	3
KE927790v1	11577	11578	AluID:263824	chr16:68311017:68311018	+	18	-9.88	12	12	8
KE927793v1	8707	8708	AluID:2550	chr1:12032327:12032328	-	18	-4.30	10	10	9
KE927794v1	8795	8796	AluID:307429	-1	+	20	-23.58	8	8	6
KE927858v1	275543	275544	AluID:122799	chr7:30469613:30469614	+	21	-5.73	7	5	7
KE927872v1	124222	124223	AluID:152234	-1	+	20	-8.34	13	7	13
KE927873v1	133882	133883	AluID:260557	chr16:29679545:29679546	-	22	-10.05	6	6	4
KE927899v1	196462	196463	AluID:32128	chr2:26845882:26845883	+	19	-10.54	6	6	4
KE927899v1	449135	449136	AluID:32072	chr2:26585005:26585006	-	22	5.91	10	10	6
KE927910v1	15512	15513	AluID:278587	-1	+	20	-10.89	10	10	5
KE927955v1	374515	374516	AluID:92513	chr5:61788403:61788404	-	19	-29.18	6	6	5
KE927965v1	549808	549809	AluID:137094	chr7:153895413:153895414	-	21	2.86	7	7	5
KE928012v1	93316	93317	AluID:121283	chr7:7970616:7970617	+	19	-9.52	7	5	7
KE928020v1	527413	527414	AluID:46229	chr2:171877054:171877055	-	19	-11.03	7	6	7
KE928020v1	681567	681568	AluID:46295	chr2:172028009:172028010	-	19	1.72	18	18	5
KE928020v1	729798	729799	AluID:46324	-1	-	20	4.19	17	17	13
KE928115v1	12872	12873	AluID:99373	1	+	20	-10.82	6	6	5
KE928143v1	52208	52209	AluID:162485	1	-	20	-2.77	7	7	5
KE928148v1	173846	173847	AluID:305626	-1	+	20	0.08	8	8	7
KE928152v1	7160	7161	AluID:274721	chr17:29241571:29241572	-	19	3.13	8	8	5
KE928183v1	4896	4897	AluID:306777	chr19:45288026:45288027	+	21	-14.35	NA	NA	NA
KE928186v1	36863	36864	AluID:310921	chr19:55484734:55484735	-	18	1.03	8	8	3
KE928207v1	9857	9858	AluID:293522	chr19:1037458:1037459	-	18	-3.36	6	6	4
KE928221v1	9059	9060	AluID:228350	chr13:96575108:96575109	-	21	-0.38	5	5	4
KE928236v1	609554	609555	AluID:153515	chr9:34287905:34287906	+	19	-2.75	4	3	4
KE928236v1	635142	635143	AluID:153487	-1	+	20	-12.20	15	15	6
KE928236v1	710606	710607	AluID:153422	1	-	20	-7.08	8	8	7
KE928277v1	202783	202784	AluID:152576	1	+	20	-1.89	10	5	10
KE928277v1	229185	229186	AluID:152593	chr9:19360926:19360927	+	21	-5.76	11	2	11
KE928337v1	57108	57109	AluID:235171	1	+	20	-21.58	7	5	7
KE928350v1	57814	57815	AluID:120131	chr7:4753139:4753140	-	22	-11.30	8	8	5
KE928467v1	445505	445506	AluID:214398	chr12:71887570:71887571	-	22	-6.25	12	7	12
KE928475v1	194083	194084	AluID:15781	chr1:93378638:93378639	-	19	-6.16	11	11	5
KE928480v1	2559	2560	AluID:32259	chr2:27491587:27491588	-	18	8.10	11	11	3
KE928507v1	68993	68994	AluID:42274	chr2:122036568:122036569	+	18	-11.98	8	8	7
KE928507v1	85367	85368	AluID:42259	chr2:122016851:122016852	+	19	-4.96	17	17	10
KE928511v1	60655	60656	AluID:215702	chr12:95531044:95531045	+	18	-16.79	7	7	6
KE928523v1	568317	568318	AluID:203049	chr11:113697641:113697642	+	21	-7.99	4	4	4
KE928541v1	238018	238019	AluID:167989	1	+	20	-29.68	6	5	6
KE928672v1	548674	548675	AluID:199173	chr11:73252250:73252251	-	19	-1.88	7	7	5
KE928691v1	26791	26792	AluID:310329	-1	+	20	-4.85	7	7	6
KE928691v1	51570	51571	AluID:310239	chr19:53339818:53339819	+	21	1.66	17	17	6
KE928691v1	51576	51577	AluID:310269	chr19:53374762:53374763	+	18	-4.96	17	17	6
KE928691v1	62628	62629	AluID:310000	chr19:53006462:53006463	+	22	-22.42	16	16	7
KE928702v1	220574	220575	AluID:79435	1	+	20	-16.69	3	3	3
KE928723v1	7087	7088	AluID:7929	chr1:35655551:35655552	+	22	-0.53	14	14	7
KE928725v1	11906	11907	AluID:252456	chr15:90559687:90559688	+	18	-15.03	7	7	5
KE928752v1	16535	16536	AluID:329264	chr22:41205636:41205637	+	22	-12.16	9	9	6
KE928790v1	181513	181514	AluID:79673	chr4:57343487:57343488	+	21	3.08	12	12	6
KE928797v1	1797	1798	AluID:308839	chr19:49412825:49412826	+	21	-20.01	NA	13	NA
KE928799v1	53276	53277	AluID:291104	chr18:44433729:44433730	+	21	-14.21	12	12	6
KE928905v1	105718	105719	AluID:36091	chr2:54413687:54413688	+	22	-5.60	18	18	8
KE928940v1	323673	323674	AluID:312373	chr20:2898900:2898901	-	19	-0.92	5	2	5
KE928940v1	355884	355885	AluID:312351	chr20:2862945:2862946	-	18	-15.09	17	17	6
KE928965v1	36474	36475	AluID:196477	chr11:61454828:61454829	-	19	-1.64	NA	9	NA
KE928976v1	3459	3460	AluID:237487	chr14:77691195:77691196	+	22	-7.40	6	6	4
KE929029v1	11298	11299	AluID:50853	1	+	20	-4.05	8	6	8
KE929102v1	5811	5812	AluID:294543	chr19:3564777:3564778	-	22	-13.56	8	8	6
KE929258v1	111902	111903	AluID:303840	-1	-	20	-6.17	7	7	7
KE929260v1	48706	48707	AluID:239652	chr14:97015606:97015607	+	19	10.90	6	5	6
KE929264v1	30494	30495	AluID:119369	chr7:897701:897702	-	19	-14.36	8	8	4
KE929265v1	59250	59251	AluID:285922	chr17:76820612:76820613	-	21	-29.47	9	9	6
KE929288v1	93412	93413	AluID:20113	chr1:155878243:155878244	+	19	2.62	6	5	6
KE929292v1	157739	157740	AluID:10811	chr1:47735893:47735894	+	21	-5.78	8	8	7
KE929292v1	95799	95800	AluID:10852	chr1:47808329:47808330	-	19	-14.37	18	18	4
KE929350v1	327336	327337	AluID:55898	-1	-	20	4.00	9	7	9
KE929350v1	359736	359737	AluID:55908	chr3:17586138:17586139	-	19	-0.75	7	7	4
KE929364v1	51194	51195	AluID:265573	chr16:74522268:74522269	-	22	-17.36	8	8	5
KE929364v1	68867	68868	AluID:265588	chr16:74539928:74539929	-	18	-7.83	12	12	7
KE929368v1	233593	233594	AluID:94473	-1	-	20	-6.20	5	5	5
KE929396v1	18827	18828	AluID:18674	chr1:150982587:150982588	+	21	0.83	10	6	5
KE929396v1	42343	42344	AluID:18693	chr1:151002981:151002982	+	22	-5.43	7	7	6
KE929580v1	3657	3658	AluID:20668	chr1:160829684:160829685	+	19	-24.77	9	5	9
KE929607v1	106764	106765	AluID:140787	chr8:30275783:30275784	+	18	7.77	20	20	5
KE929607v1	117112	117113	AluID:140795	chr8:30285556:30285557	+	22	-1.02	6	4	6
KE929635v1	36590	36591	AluID:133817	chr7:129297467:129297468	+	19	-8.35	11	11	6
KE929637v1	300700	300701	AluID:206182	1	+	20	-9.66	8	8	6
KE929657v1	32428	32429	AluID:1462	chr1:8872689:8872690	-	19	-21.16	6	6	5
KE929666v1	2129	2130	AluID:300910	chr19:17936709:17936710	-	21	0.14	7	4	7
KE929669v1	164050	164051	AluID:43618	1	+	20	-6.17	13	13	4
KE929672v1	167939	167940	AluID:219803	-1	+	20	-10.60	4	4	3
KE929672v1	26163	26164	AluID:219843	chr12:117680684:117680685	+	18	-5.58	5	4	5
KE929672v1	79972	79973	AluID:219829	chr12:117614558:117614559	+	22	-23.97	11	11	4
KE929687v1	271218	271219	AluID:300326	1	+	20	1.82	15	15	5
KE929736v1	44676	44677	AluID:161105	chr9:130221860:130221861	-	19	-15.30	7	7	6
KE929744v1	47205	47206	AluID:286487	chr17:79600158:79600159	+	22	-9.04	16	16	5
KE929785v1	44355	44356	AluID:294097	chr19:2536427:2536428	+	21	1.63	14	7	14
KE929813v1	36370	36371	AluID:101066	chr5:155678552:155678553	+	22	-22.51	20	20	6
KE929813v1	462686	462687	AluID:101112	chr5:156098300:156098301	+	21	4.95	8	7	8
KE929858v1	344138	344139	AluID:38838	chr2:80292509:80292510	-	19	-14.21	6	4	6
KE929880v1	50502	50503	AluID:281807	chr17:58556271:58556272	+	18	1.17	14	8	14
KE929884v1	4421	4422	AluID:166449	chrX:27669642:27669643	+	22	2.23	16	16	6
KE929927v1	85692	85693	AluID:147484	-1	+	20	-16.91	7	7	6
KE929927v1	92171	92172	AluID:147478	chr8:103888160:103888161	-	21	-3.77	7	5	7
KE930000v1	81082	81083	AluID:214072	chr12:69109859:69109860	+	22	3.86	18	18	8
KE930018v1	98176	98177	AluID:98407	chr5:134464539:134464540	+	22	-16.44	6	5	6
KE930029v1	47556	47557	AluID:307954	chr19:47664275:47664276	-	21	1.10	9	9	6
KE930061v1	120206	120207	AluID:235561	chr14:69573770:69573771	-	19	-3.72	5	5	5
KE930061v1	170552	170553	AluID:155095	-1	-	20	6.79	6	6	6
KE930069v1	27579	27580	AluID:56404	1	-	20	-9.07	6	5	6
KE930091v1	20978	20979	AluID:161907	chr9:132501402:132501403	-	19	1.93	8	8	6
KE930101v1	15734	15735	AluID:305075	1	-	20	4.00	9	9	8
KE930102v1	387233	387234	AluID:85902	1	+	20	-11.90	11	4	11
KE930132v1	45391	45392	AluID:279284	chr17:45359336:45359337	+	18	-2.36	4	4	4
KE930177v1	21074	21075	AluID:309396	chr19:50658655:50658656	-	22	-2.48	7	5	7
KE930236v1	10264	10265	AluID:103575	chr5:179110558:179110559	+	19	-10.33	14	14	9
KE930236v1	64550	64551	AluID:103640	chr5:179171923:179171924	+	19	11.60	18	18	6
KE930236v1	68940	68941	AluID:103642	chr5:179174019:179174020	+	19	-1.09	9	9	4
KE930256v1	148837	148838	AluID:68774	chr3:137887358:137887359	+	19	-7.97	7	5	7
KE930276v1	167317	167318	AluID:108365	chr6:38011624:38011625	+	19	-4.78	7	7	5
KE930280v1	85998	85999	AluID:222638	chr12:125572790:125572791	-	19	-6.02	17	17	5
KE930301v1	40451	40452	AluID:34569	1	-	20	-18.26	10	10	6
KE930354v1	330158	330159	AluID:240313	chr14:103077421:103077422	-	22	-0.17	6	6	6
KE930515v1	51479	51480	AluID:57793	-1	-	20	-5.90	9	9	6
KE930532v1	33684	33685	AluID:902	chr1:6618116:6618117	-	18	-11.48	12	12	6
KE930578v1	149709	149710	AluID:306406	chr19:43330510:43330511	-	21	-9.86	15	6	15
KE930582v1	96331	96332	AluID:297250	chr19:10576699:10576700	+	19	-5.95	10	7	10
KE930644v1	266710	266711	AluID:27510	chr1:231550458:231550459	-	18	-4.25	5	3	5
KE930663v1	176591	176592	AluID:316966	chr20:35638436:35638437	-	19	-18.59	10	10	6
KE930680v1	20596	20597	AluID:197221	chr11:63926961:63926962	+	21	-4.33	6	3	6
KE930688v1	51916	51917	AluID:186578	chr10:99024203:99024204	+	22	-19.67	8	8	7
KE930768v1	25222	25223	AluID:220651	chr12:120901193:120901194	+	18	-5.22	6	6	5
KE930802v1	80651	80652	AluID:137256	1	+	20	8.81	7	7	4
KE930821v1	250386	250387	AluID:192783	chr11:16102623:16102624	+	22	-30.92	8	8	6
KE930867v1	165898	165899	AluID:53725	chr2:242574231:242574232	+	18	8.11	8	8	4
KE930914v1	251981	251982	AluID:286613	chr17:80087766:80087767	-	21	-6.74	5	3	3
KE931021v1	243489	243490	AluID:320742	chr21:27318989:27318990	+	18	-10.92	14	14	6
KE931021v1	297648	297649	AluID:320729	chr21:27256008:27256009	+	18	-16.50	4	4	4
KE931060v1	226628	226629	AluID:18608	chr1:150828035:150828036	-	21	-15.03	7	7	3
KE931064v1	315463	315464	AluID:240747	chr14:104227618:104227619	+	22	-5.84	24	24	7
KE931108v1	48507	48508	AluID:109538	chr6:44112355:44112356	-	22	-14.74	6	6	5
KE931111v1	153516	153517	AluID:268182	-1	-	20	-6.68	7	7	5
KE931141v1	331529	331530	AluID:299088	chr19:13689878:13689879	-	18	-7.95	12	6	12
KE931172v1	143672	143673	AluID:275157	1	-	20	-13.36	15	15	6
KE931187v1	74737	74738	AluID:267317	chr16:84770421:84770422	-	19	-10.97	7	7	4
KE931258v1	137226	137227	AluID:212235	chr12:54009176:54009177	+	18	-9.17	25	25	6
KE931269v1	53855	53856	AluID:102657	chr5:175347364:175347365	-	22	-11.77	7	7	5
KE931276v1	27857	27858	AluID:42568	chr2:128135564:128135565	+	21	-4.61	5	5	5
KE931306v1	160535	160536	AluID:162816	chr9:135747732:135747733	-	21	-8.63	24	24	4
KE931306v1	6866	6867	AluID:162778	chr9:135615112:135615113	-	19	2.66	7	7	4
KE931313v1	104475	104476	AluID:278452	chr17:42424669:42424670	+	19	-0.53	NA	NA	NA
KE931341v1	9136	9137	AluID:300389	chr19:17086515:17086516	+	19	-0.06	4	4	3
KE931342v1	32170	32171	AluID:50290	chr2:211002743:211002744	+	18	-10.53	16	16	7
KE931348v1	8117	8118	AluID:46654	chr2:173477421:173477422	+	18	-19.73	7	7	5
KE931353v1	133906	133907	AluID:221856	chr12:123274623:123274624	-	18	-4.96	16	16	7
KE931353v1	292378	292379	AluID:221753	chr12:123090789:123090790	-	22	-8.09	7	5	7
KE931353v1	325859	325860	AluID:221729	chr12:123065765:123065766	-	19	-1.07	15	15	6
KE931353v1	357308	357309	AluID:221698	chr12:123033906:123033907	-	18	-0.52	14	14	6
KE931357v1	77113	77114	AluID:46999	chr2:176863179:176863180	+	19	-21.93	4	4	4
KE931361v1	179185	179186	AluID:295605	chr19:6104574:6104575	-	18	-9.02	5	5	5
KE931365v1	4290	4291	AluID:243106	-1	+	20	-16.82	7	4	7
KE931366v1	109544	109545	AluID:103137	1	-	20	-8.26	12	12	4
KE931475v1	18840	18841	AluID:215996	chr12:96913813:96913814	+	21	-4.82	4	4	2
KE931510v1	134176	134177	AluID:80991	chr4:78802617:78802618	-	19	2.74	12	12	7
KE931636v1	650210	650211	AluID:27937	chr1:235454981:235454982	-	18	6.16	6	6	5
KE931651v1	125523	125524	AluID:135738	chr7:140593924:140593925	+	18	-8.36	7	3	7
KE931657v1	3397	3398	AluID:187304	chr10:103117883:103117884	+	21	1.62	8	8	5
KE931661v1	541983	541984	AluID:262896	chr16:66512488:66512489	+	19	-32.64	6	4	6
KE931666v1	211946	211947	AluID:8975	1	+	20	-3.51	6	6	5
KE931675v1	218449	218450	AluID:260452	chr16:28907760:28907761	+	19	-17.90	6	6	5
KE931675v1	244728	244729	AluID:260477	chr16:28945159:28945160	+	18	-5.16	5	5	5
KE931713v1	4449	4450	AluID:295154	chr19:4842436:4842437	+	19	-3.61	8	7	8
KE931784v1	100762	100763	AluID:294215	chr19:2725570:2725571	-	21	0.96	8	8	7
KE931784v1	60893	60894	AluID:294183	chr19:2670016:2670017	-	21	0.57	NA	9	NA
KE931804v1	9302	9303	AluID:297264	-1	+	20	-1.75	10	10	6
KE931809v1	101416	101417	AluID:134513	chr7:134128154:134128155	-	21	-29.67	22	22	6
KE931820v1	67682	67683	AluID:250608	chr15:76565926:76565927	+	18	-17.15	9	9	7
KE931835v1	16723	16724	AluID:115168	chr6:131368489:131368490	+	22	-10.62	8	8	5
KE931849v1	15444	15445	AluID:83928	chr4:111336481:111336482	+	18	-5.89	6	3	6
KE931855v1	325420	325421	AluID:100235	chr5:146261828:146261829	-	21	4.37	18	18	4
KE931872v1	20486	20487	AluID:304937	chr19:38764078:38764079	+	19	1.47	4	2	4
KE931874v1	394902	394903	AluID:229517	chr13:112292074:112292075	-	21	-4.24	12	5	12
KE931955v1	61425	61426	AluID:87581	chr4:170588915:170588916	+	22	0.06	13	13	5
KE932138v1	40792	40793	AluID:197322	chr11:64328937:64328938	-	21	-1.45	12	12	12
KE932143v1	1102	1103	AluID:299156	1	+	20	-5.74	NA	NA	NA
KE932166v1	19621	19622	AluID:123104	1	+	20	-18.39	19	9	19
KE932192v1	171769	171770	AluID:146376	chr8:96059746:96059747	+	18	-0.97	5	5	5
KE932201v1	93162	93163	AluID:235520	chr14:69350496:69350497	+	22	-5.16	12	12	6
KE932204v1	2814	2815	AluID:299223	1	+	20	1.93	16	4	16
KE932249v1	50756	50757	AluID:133973	chr7:129727618:129727619	-	19	-8.62	10	10	6
KE932255v1	112937	112938	AluID:150236	chr8:144396767:144396768	+	22	-17.44	5	4	5
KE932334v1	31058	31059	AluID:166049	chrX:22234614:22234615	+	22	-10.75	7	7	5
KE932335v1	80233	80234	AluID:208484	-1	+	20	-14.72	4	4	4
KE932352v1	33443	33444	AluID:282738	chr17:61732868:61732869	+	21	1.45	9	9	5
KE932417v1	72190	72191	AluID:88861	1	+	20	-40.12	7	6	7
KE932636v1	270276	270277	AluID:28661	chr1:240290441:240290442	-	22	3.57	5	5	3
KE932785v1	4497	4498	AluID:105504	chr6:16389574:16389575	-	19	-8.63	6	6	4
KE932854v1	410298	410299	AluID:266267	chr16:77412620:77412621	-	21	-11.97	6	5	6
KE933092v1	457842	457843	AluID:262224	chr16:56541881:56541882	-	22	-0.82	8	8	4
KE933294v1	151408	151409	AluID:141952	chr8:39811101:39811102	+	21	5.79	5	5	5
KE933760v1	269084	269085	AluID:46980	chr2:176022711:176022712	+	19	-13.71	NA	13	NA
KE934029v1	11221	11222	AluID:124747	chr7:48347292:48347293	-	22	-9.53	7	7	6
KE934071v1	10310	10311	AluID:134189	chr7:130994500:130994501	+	22	-0.28	15	15	5
KE934215v1	7158	7159	AluID:37394	chr2:65307258:65307259	+	18	-6.74	12	6	12
KE934245v1	240432	240433	AluID:76580	chr4:17507289:17507290	-	19	-19.51	9	6	9
KE934252v1	156309	156310	AluID:311982	chr19:58859719:58859720	+	22	-6.88	15	15	6
KE934429v1	91845	91846	AluID:215064	chr12:85263245:85263246	+	22	-5.97	17	17	5
KE934470v1	186483	186484	AluID:113651	1	-	20	-8.46	14	14	7
KE934544v1	428891	428892	AluID:183032	chr10:74345411:74345412	+	18	2.64	4	4	4
KE934544v1	587302	587303	AluID:182984	-1	-	20	-8.61	22	22	6
KE934545v1	47657	47658	AluID:226677	chr13:50092990:50092991	-	19	-7.36	10	10	4
KE934613v1	515311	515312	AluID:52552	chr2:233473781:233473782	+	22	-10.80	5	5	3
KE934678v1	175493	175494	AluID:185853	chr10:95416372:95416373	-	22	-5.78	11	11	5
KE934741v1	45305	45306	AluID:134310	chr7:132555115:132555116	+	19	-16.18	9	9	9
KE934756v1	97694	97695	AluID:118000	chr6:157360472:157360473	+	22	-5.58	7	7	5
KE934760v1	53888	53889	AluID:116896	chr6:150047532:150047533	+	21	0.38	13	13	5
KE934767v1	153341	153342	AluID:116339	chr6:144985627:144985628	+	18	-5.47	5	4	5
KE934773v1	76046	76047	AluID:190466	chr10:128789802:128789803	-	18	-2.73	8	8	6
KE934780v1	25051	25052	AluID:38965	chr2:85208908:85208909	-	19	-3.41	5	5	5
KE934798v1	16918	16919	AluID:272751	chr17:17904231:17904232	-	22	-10.64	14	9	14
KE934801v1	19015	19016	AluID:38337	chr2:73432018:73432019	-	22	-12.75	8	8	5
KE934803v1	84485	84486	AluID:255502	chr16:7484757:7484758	+	21	-0.75	7	5	7
KE934817v1	237733	237734	AluID:178069	chr10:24780226:24780227	+	22	-13.70	11	11	6
KE934817v1	88568	88569	AluID:178018	1	+	20	-14.35	8	8	6
KE934822v1	151193	151194	AluID:288103	chr18:9715545:9715546	+	19	6.59	7	5	7
KE934879v1	358029	358030	AluID:135932	chr7:143552425:143552426	-	18	-5.58	9	9	7
KE934895v1	151685	151686	AluID:144890	chr8:74571130:74571131	+	22	-5.05	15	15	8
KE934942v1	351996	351997	AluID:116206	chr6:144221997:144221998	-	18	-4.46	4	4	3
KE934942v1	506120	506121	AluID:116164	chr6:144045286:144045287	-	19	-8.44	12	12	9
KE934942v1	658482	658483	AluID:116138	chr6:143893721:143893722	-	22	-15.06	7	3	7
KE935023v1	36540	36541	AluID:229191	-1	+	20	-13.56	10	10	6
KE935028v1	172923	172924	AluID:66094	chr3:119186456:119186457	-	22	-4.36	14	14	14
KE935147v1	40358	40359	AluID:190730	chr10:135101245:135101246	+	21	-7.65	12	12	12
