chr	start	end	aluexon	position	strand	distance_to_alu	3SSS	WU	U1	U2
Contig344070	334	335	AluID:2571	chr1:12084499:12084500	+	22	-13.10	14	13	14
Contig34472	59	60	AluID:201835	1	-	20	10.26	NA	NA	NA
Contig345228	6706	6707	AluID:159919	chr9:124610490:124610491	-	21	-5.61	12	12	7
Contig345824	125	126	AluID:199097	chr11:72791350:72791351	-	21	-7.33	NA	NA	NA
Contig348453	266	267	AluID:267535	-1	+	20	-4.39	5	5	5
Contig356547	1063	1064	AluID:54226	chr3:4678149:4678150	+	19	-9.69	NA	5	NA
Contig359955	689	690	AluID:116206	chr6:144221997:144221998	+	18	1.30	6	6	5
Contig36073	195	196	AluID:65388	-1	+	20	-4.89	NA	13	NA
Contig364305	95	96	AluID:133102	chr7:120718117:120718118	+	18	-11.65	5	5	4
Contig375105	10056	10057	AluID:65492	chr3:111757336:111757337	+	21	-0.65	5	4	5
Contig376343	305	306	AluID:44148	chr2:144800328:144800329	-	19	2.79	28	28	7
Contig38490	383	384	AluID:310681	chr19:54670032:54670033	-	22	-12.44	6	2	6
Contig385329	7179	7180	AluID:124283	1	+	20	-6.96	8	8	7
Contig39049	410	411	AluID:1017	chr1:6921044:6921045	-	19	-10.37	7	7	5
Contig395082	48	49	AluID:190434	chr10:128269215:128269216	+	21	-4.96	17	17	6
Contig39760	515	516	AluID:10877	chr1:47827563:47827564	-	18	1.58	16	16	5
Contig399374	640	641	AluID:208830	chr12:27212355:27212356	-	18	-15.77	5	5	5
Contig404037	1744	1745	AluID:243316	chr15:41720957:41720958	-	22	-0.62	6	4	6
Contig40476	4	5	AluID:173260	chrX:135325856:135325857	-	22	3.67	NA	NA	NA
Contig404788	258	259	AluID:299711	1	-	20		NA	NA	NA
Contig404788	866	867	AluID:299710	chr19:15131113:15131114	+	21	-14.06	NA	13	NA
Contig406119	158	159	AluID:98819	chr5:137861633:137861634	-	22	-4.79	NA	NA	NA
Contig407194	555	556	AluID:57288	chr3:33464188:33464189	-	19	4.34	7	3	7
Contig419339	1174	1175	AluID:285236	chr17:74264832:74264833	+	22	-4.01	NA	22	NA
Contig419830	5018	5019	AluID:116138	chr6:143893721:143893722	+	22	-23.50	6	6	3
Contig421389	2890	2891	AluID:202864	chr11:111906232:111906233	-	18	-1.81	5	5	5
Contig422098	1256	1257	AluID:136166	chr7:147016497:147016498	-	18	-27.93	5	4	5
Contig428220	547	548	AluID:93614	chr5:72347405:72347406	+	22	-0.49	7	7	5
Contig428220	910	911	AluID:93615	chr5:72347768:72347769	+	22	4.74	NA	23	NA
Contig431067	881	882	AluID:124467	chr7:44856043:44856044	+	22	-4.71	18	18	5
Contig431135	460	461	AluID:269457	chr17:2393022:2393023	-	19	0.69	34	18	34
Contig432589	3159	3160	AluID:241857	chr15:30039495:30039496	-	22	-26.35	5	5	5
Contig434020	238	239	AluID:71014	-1	+	20	-1.62	5	5	5
Contig436196	401	402	AluID:304939	chr19:38766247:38766248	+	19	7.35	18	7	18
Contig436881	349	350	AluID:76800	chr4:21322591:21322592	+	19	-6.43	28	28	5
Contig438724	435	436	AluID:183619	chr10:75773997:75773998	+	18	-5.03	7	7	5
Contig440980	1038	1039	AluID:278081	chr17:41220563:41220564	+	21	-6.42	17	17	7
Contig459274	102	103	AluID:179492	-1	-	20	-18.18	NA	NA	NA
Contig459807	885	886	AluID:138345	chr8:10141728:10141729	-	22	-19.72	12	12	7
Contig466187	2118	2119	AluID:8264	chr1:36567748:36567749	+	22	-12.78	6	6	6
Contig468674	222	223	AluID:228217	chr13:95947219:95947220	+	18	-1.83	7	7	6
Contig474291	6197	6198	AluID:118208	chr6:158767456:158767457	-	22	-4.36	4	2	4
Contig475740	1654	1655	AluID:303300	chr19:33612232:33612233	-	21	-16.30	NA	NA	5
Contig480628	908	909	AluID:285516	chr17:75089869:75089870	-	18	-1.12	15	9	15
Contig483011	1541	1542	AluID:231215	-1	-	20	6.58	7	3	7
Contig486266	2404	2405	AluID:25275	chr1:211135183:211135184	+	22	-10.75	6	6	5
Contig49436	182	183	AluID:75575	chr4:2724592:2724593	-	22	-5.09	NA	NA	NA
Contig498421	757	758	AluID:114852	1	+	20	-1.81	NA	5	NA
Contig499346	157	158	AluID:13892	chr1:68658460:68658461	+	21	-6.71	11	11	6
Contig499549	973	974	AluID:283721	chr17:65668066:65668067	+	22	2.21	7	7	5
Contig50416	588	589	AluID:186609	chr10:99159027:99159028	+	18	2.38	13	13	5
Contig509562	217	218	AluID:321629	-1	-	20	-3.63	NA	NA	NA
Contig510840	635	636	AluID:169513	chrX:70617358:70617359	-	19	1.27	8	8	5
Contig511139	2181	2182	AluID:111802	chr6:84845577:84845578	-	18	-0.38	9	9	5
Contig515614	852	853	AluID:212602	chr12:56561144:56561145	+	22	-2.18	NA	4	NA
Contig517714	1204	1205	AluID:260557	chr16:29679545:29679546	-	22	-4.09	8	6	8
Contig525126	1307	1308	AluID:141011	chr8:30942993:30942994	+	19	0.84	NA	5	NA
Contig525192	1030	1031	AluID:279488	1	-	20	4.56	5	5	5
Contig529845	547	548	AluID:297210	chr19:10525733:10525734	-	22	7.21	6	6	5
Contig540280	806	807	AluID:100888	1	+	20	-6.89	NA	21	NA
Contig543368	472	473	AluID:120473	chr7:5498792:5498793	-	21	-7.26	11	11	4
Contig543643	1429	1430	AluID:121118	chr7:6808652:6808653	-	21	0.69	5	4	5
Contig543647	155	156	AluID:92537	chr5:61853037:61853038	-	18	-20.45	NA	NA	NA
Contig545767	846	847	AluID:305964	chr19:41629450:41629451	-	22	1.41	6	6	6
Contig546851	924	925	AluID:222111	chr12:123784352:123784353	-	21	-11.06	8	6	8
Contig550046	1225	1226	AluID:278587	-1	-	20	-7.80	19	19	5
Contig558686	1941	1942	AluID:105389	chr6:15346990:15346991	+	22	-1.21	NA	9	NA
Contig560716	1254	1255	AluID:84170	chr4:114197113:114197114	-	22	3.44	23	23	7
Contig560993	717	718	AluID:204272	chr11:122948812:122948813	-	19	2.06	10	10	5
Contig561736	455	456	AluID:235170	chr14:67767610:67767611	+	18	-24.05	5	2	5
Contig563122	798	799	AluID:161320	chr9:130848455:130848456	+	21	-10.81	24	7	24
Contig564494	2101	2102	AluID:87675	chr4:173104965:173104966	-	19	2.30	17	17	6
Contig567279	285	286	AluID:301766	-1	-	20	-5.86	25	25	8
Contig567486	756	757	AluID:163891	chrX:2155227:2155228	-	21	-7.54	6	6	5
Contig567586	474	475	AluID:183148	1	-	20	-12.08	5	5	5
Contig567684	98	99	AluID:152630	chr9:20388576:20388577	-	18	-15.25	NA	NA	NA
Contig569391	1024	1025	AluID:70680	chr3:160142561:160142562	+	21	-19.75	NA	4	NA
Contig571836	1320	1321	AluID:22315	-1	-	20	-24.60	9	8	9
Contig572851	2141	2142	AluID:243594	chr15:42552564:42552565	+	18	0.47	NA	6	NA
Contig581325	9	10	AluID:18372	1	-	20	-5.74	NA	NA	NA
Contig58359	531	532	AluID:21737	chr1:171503781:171503782	-	18	-7.67	19	19	4
Contig588585	1202	1203	AluID:273158	1	-	20	-5.04	11	11	5
Contig589003	186	187	AluID:237600	chr14:78026230:78026231	+	18	-0.43	9	9	6
Contig589923	3647	3648	AluID:308855	1	-	20	5.55	4	4	3
Contig590231	3197	3198	AluID:53886	chr3:1240879:1240880	+	21	0.86	7	7	5
Contig590742	552	553	AluID:233757	1	-	20	-5.15	15	15	5
Contig591808	39	40	AluID:31871	chr2:26097508:26097509	-	18	-21.50	NA	NA	NA
Contig593855	401	402	AluID:172592	chrX:129129002:129129003	-	19	3.67	16	16	5
Contig594158	453	454	AluID:278572	chr17:42883542:42883543	+	22	-10.37	19	2	19
Contig596832	464	465	AluID:362	chr1:1783477:1783478	-	18	0.67	8	8	5
Contig597433	1169	1170	AluID:251621	chr15:83599848:83599849	-	21	0.13	17	17	4
Contig598981	120	121	AluID:161493	1	-	20	-4.19	NA	NA	NA
Contig601131	646	647	AluID:141499	chr8:37736058:37736059	-	18	1.70	12	12	5
Contig601977	212	213	AluID:294215	chr19:2725570:2725571	+	21	3.44	25	25	5
Contig602055	34	35	AluID:316036	chr20:33757913:33757914	-	21	-5.95	NA	NA	NA
Contig603746	108	109	AluID:110718	chr6:69589125:69589126	-	22	3.01	NA	NA	NA
Contig606545	299	300	AluID:141509	chr8:37755869:37755870	+	19	-5.09	5	5	4
Contig616255	588	589	AluID:126698	-1	-	20	2.30	5	5	5
Contig617266	1059	1060	AluID:302843	chr19:30869091:30869092	-	18		NA	NA	5
Contig618096	106	107	AluID:162046	chr9:132779023:132779024	-	22	2.47	NA	NA	NA
Contig618413	717	718	AluID:93860	chr5:74839664:74839665	+	18	1.54	8	8	6
Contig621294	373	374	AluID:141360	chr8:35142088:35142089	+	19	-5.58	12	10	12
Contig621729	1186	1187	AluID:120351	-1	+	20	-17.29	7	7	5
Contig623680	376	377	AluID:128483	1	-	20	-8.64	9	9	7
Contig624889	206	207	AluID:319419	chr20:50691746:50691747	-	22	-11.07	NA	NA	NA
Contig625050	481	482	AluID:264231	chr16:69179194:69179195	+	21	-22.83	8	8	5
Contig626309	977	978	AluID:3756	chr1:17651016:17651017	-	21	-3.44	6	6	6
Contig627195	1342	1343	AluID:242885	1	-	20	-7.92	6	6	3
Contig630486	779	780	AluID:55169	1	+	20	-5.01	21	7	21
Contig63327	173	174	AluID:94672	1	-	20	-9.71	NA	NA	NA
Contig634737	76	77	AluID:315501	chr20:32337569:32337570	-	21	-6.86	NA	NA	NA
Contig634740	272	273	AluID:144338	chr8:68215944:68215945	-	19	-5.35	NA	NA	NA
Contig637956	1797	1798	AluID:48653	chr2:201803764:201803765	-	21	-5.26	20	20	5
Contig643005	8462	8463	AluID:82535	chr4:91988507:91988508	+	22	-6.89	11	11	8
Contig643854	1229	1230	AluID:284557	chr17:72886010:72886011	+	18	-11.44	NA	17	NA
Contig644578	1898	1899	AluID:18381	chr1:150301519:150301520	+	19	4.30	15	15	5
Contig644872	289	290	AluID:288370	chr18:12359734:12359735	-	18	-10.08	10	10	5
Contig647369	1063	1064	AluID:189640	1	-	20	5.69	6	4	6
Contig648261	178	179	AluID:81513	chr4:84332313:84332314	-	18	-6.85	NA	NA	NA
Contig648372	427	428	AluID:233473	chr14:56066201:56066202	+	19	1.51	11	11	6
Contig648957	501	502	AluID:123880	chr7:40254762:40254763	-	19	3.79	12	9	12
Contig65380	36	37	AluID:307954	chr19:47664275:47664276	-	21	-1.00	NA	NA	NA
Contig653880	418	419	AluID:275504	chr17:33280975:33280976	-	21	-11.24	7	7	5
Contig654366	1027	1028	AluID:1705	chr1:9803498:9803499	-	21		NA	NA	4
Contig655367	808	809	AluID:30090	chr2:1740534:1740535	+	22	-19.98	NA	4	NA
Contig656321	549	550	AluID:208562	-1	-	20	-0.05	11	11	5
Contig656512	674	675	AluID:318459	chr20:46136397:46136398	+	21	-9.43	NA	9	NA
Contig657062	159	160	AluID:309177	chr19:50079382:50079383	+	18	-6.01	15	15	5
Contig657503	354	355	AluID:19314	chr1:154031804:154031805	+	22	-10.40	5	5	5
Contig658008	152	153	AluID:119214	1	-	20	-5.89	NA	NA	NA
Contig661278	248	249	AluID:161770	chr9:131745933:131745934	-	22	-2.72	NA	NA	NA
Contig662171	1481	1482	AluID:191734	chr11:8473738:8473739	-	18	-17.19	21	21	5
Contig662658	268	269	AluID:247849	-1	-	20	-5.60	NA	NA	NA
Contig664452	291	292	AluID:48744	chr2:202009578:202009579	+	21	-7.91	10	10	5
Contig670146	1688	1689	AluID:225995	chr13:43637174:43637175	-	19	-16.81	8	6	8
Contig670274	196	197	AluID:284613	1	+	20	-2.05	6	2	6
Contig672365	125	126	AluID:163166	chr9:139355351:139355352	-	21	-20.68	NA	NA	NA
Contig674720	1214	1215	AluID:254528	chr16:3754334:3754335	-	19	1.65	6	6	5
Contig676197	300	301	AluID:207378	chr12:12406197:12406198	+	21	-11.91	5	4	5
Contig677336	1537	1538	AluID:6438	chr1:28846406:28846407	-	22	9.79	NA	NA	4
Contig678260	302	303	AluID:264246	chr16:69190065:69190066	-	19	-11.81	7	7	5
Contig679873	653	654	AluID:184393	-1	+	20	-5.01	5	4	5
Contig680052	145	146	AluID:134260	chr7:131236688:131236689	-	19	-6.60	NA	NA	NA
Contig680404	884	885	AluID:229415	chr13:110854322:110854323	+	21	1.37	NA	5	NA
Contig681512	1395	1396	AluID:197912	chr11:66529956:66529957	-	22	3.12	22	22	6
Contig682221	828	829	AluID:258657	chr16:21153382:21153383	+	21	-1.19	8	8	6
Contig682495	525	526	AluID:17965	1	+	20	-21.29	5	4	5
Contig683337	697	698	AluID:276394	-1	-	20	-3.72	16	16	7
Contig684193	1593	1594	AluID:308040	chr19:47800434:47800435	-	22	-16.82	6	6	4
Contig685923	555	556	AluID:227312	chr13:70451158:70451159	+	18	-18.37	10	10	5
Contig688448	413	414	AluID:108920	chr6:42047329:42047330	+	22	-11.27	NA	4	NA
Contig689630	936	937	AluID:69566	1	+	20	8.68	5	4	5
Contig692762	300	301	AluID:53300	chr2:238899065:238899066	+	19	10.18	8	8	8
Contig692892	282	283	AluID:35903	chr2:53941040:53941041	-	18	1.37	NA	NA	NA
Contig694607	166	167	AluID:213084	chr12:57796541:57796542	-	18	-21.85	NA	NA	NA
Contig694607	599	600	AluID:213085	chr12:57796967:57796968	-	18	-6.40	8	5	8
Contig694753	927	928	AluID:235073	chr14:67295820:67295821	+	22	-5.18	NA	13	NA
Contig694784	1135	1136	AluID:243738	1	+	20	-4.76	NA	NA	NA
Contig694870	515	516	AluID:206843	1	+	20	6.71	NA	14	NA
Contig694973	1559	1560	AluID:33231	chr2:32397469:32397470	-	19	4.08	9	9	4
Contig698087	1566	1567	AluID:322663	chr21:40688851:40688852	-	21	-10.49	22	22	6
Contig706417	647	648	AluID:225275	chr13:33298728:33298729	-	21	-0.15	6	6	5
Contig709449	1982	1983	AluID:313327	chr20:10405706:10405707	+	19	-29.44	NA	8	NA
Contig709716	289	290	AluID:163992	chrX:2340806:2340807	-	22	-18.25	4	2	4
Contig711009	1252	1253	AluID:84535	chr4:123950812:123950813	+	18	0.21	7	7	5
Contig714109	1837	1838	AluID:44543	chr2:152801295:152801296	-	19	-21.51	8	8	5
Contig714937	542	543	AluID:23516	chr1:185207143:185207144	-	19	-2.37	6	4	6
Contig719731	580	581	AluID:117462	-1	+	20	-11.17	NA	12	NA
Contig721910	395	396	AluID:221634	chr12:122899602:122899603	-	21	-2.11	6	6	6
Contig723006	619	620	AluID:243219	chr15:41631624:41631625	-	21	2.69	18	18	5
Contig723339	958	959	AluID:271615	-1	+	20	-3.93	NA	NA	NA
Contig723897	607	608	AluID:130220	chr7:98663659:98663660	+	18	-7.62	NA	25	NA
Contig724104	507	508	AluID:85526	-1	+	20	-13.21	20	20	5
Contig727335	150	151	AluID:140250	chr8:27618641:27618642	-	18	2.30	NA	NA	NA
Contig727511	870	871	AluID:170206	chrX:80049685:80049686	-	19	-0.34	7	7	5
Contig728699	657	658	AluID:30611	chr2:10871103:10871104	-	19	1.49	11	11	6
Contig730159	314	315	AluID:266750	-1	-	20	2.78	17	17	8
Contig730465	826	827	AluID:248158	chr15:65165755:65165756	+	19	-6.02	16	16	3
Contig732347	267	268	AluID:278064	chr17:41175486:41175487	-	19	2.30	NA	NA	NA
Contig732644	216	217	AluID:328275	chr22:38260106:38260107	+	21	-13.92	14	14	4
Contig732718	1239	1240	AluID:169241	chrX:69399432:69399433	+	22	3.12	NA	24	NA
Contig732975	1407	1408	AluID:214245	chr12:70085557:70085558	+	21	-20.68	20	20	5
Contig734541	660	661	AluID:270477	chr17:5355860:5355861	+	22	-0.00	6	5	6
Contig734582	659	660	AluID:230156	chr14:23379899:23379900	+	22	-20.90	15	6	15
Contig735059	690	691	AluID:73482	1	+	20	0.76	11	3	11
Contig736714	140	141	AluID:294103	chr19:2541916:2541917	-	18	-0.45	NA	NA	NA
Contig739531	163	164	AluID:43381	chr2:135734616:135734617	-	22	1.31	NA	NA	NA
Contig739671	245	246	AluID:99238	chr5:138697946:138697947	+	22	-6.23	NA	3	NA
Contig739746	246	247	AluID:2867	chr1:13741294:13741295	+	21	-11.77	16	2	16
Contig741908	242	243	AluID:229191	-1	-	20	-14.85	NA	NA	NA
Contig742711	101	102	AluID:21315	1	-	20	-20.96	NA	NA	NA
Contig742711	366	367	AluID:21314	chr1:167324950:167324951	-	18	5.87	8	8	6
Contig744168	144	145	AluID:91074	chr5:40778342:40778343	+	19	-8.99	5	4	5
Contig744449	828	829	AluID:186358	chr10:98413156:98413157	-	21	2.87	7	7	5
Contig744590	240	241	AluID:242524	chr15:35257867:35257868	-	19	2.30	NA	NA	NA
Contig744690	1191	1192	AluID:203381	chr11:117114449:117114450	-	22	-6.79	7	7	6
Contig745117	401	402	AluID:32297	-1	-	20	-10.45	7	3	7
Contig745788	50	51	AluID:62782	1	-	20	-9.89	NA	NA	NA
Contig746571	547	548	AluID:64641	chr3:93689812:93689813	+	19	-11.03	4	3	4
Contig747061	759	760	AluID:263368	chr16:67650249:67650250	-	22	-8.74	5	3	5
Contig747085	584	585	AluID:243496	1	+	20	7.24	NA	6	NA
Contig748147	236	237	AluID:184070	chr10:76977154:76977155	+	21	-8.96	12	12	5
Contig748371	765	766	AluID:30926	chr2:17920608:17920609	-	22	-2.96	7	6	7
Contig748406	804	805	AluID:243333	chr15:41732398:41732399	-	22	-8.61	18	18	5
Contig749303	594	595	AluID:281378	1	+	20	-8.23	15	15	4
Contig749917	817	818	AluID:67350	chr3:127829132:127829133	+	21	-7.85	8	8	7
Contig750543	1628	1629	AluID:272752	chr17:17904811:17904812	+	22	2.80	NA	12	NA
Contig751396	318	319	AluID:316774	chr20:35329926:35329927	+	22	-6.43	5	3	5
Contig752971	172	173	AluID:251647	chr15:83643150:83643151	-	21	-6.17	NA	NA	NA
Contig75402	3463	3464	AluID:174024	chrX:154213716:154213717	-	19	-4.30	16	16	5
Contig757517	140	141	AluID:296068	-1	+	20	2.91	8	4	8
Contig758068	576	577	AluID:34076	1	+	20	-17.66	NA	7	NA
Contig761704	1731	1732	AluID:325228	1	+	20	-6.48	14	14	6
Contig765737	129	130	AluID:88212	chr4:184610804:184610805	-	19	-5.77	NA	NA	NA
Contig768217	314	315	AluID:261107	chr16:31102905:31102906	-	21	-5.00	5	5	4
Contig768699	258	259	AluID:149795	chr8:140923943:140923944	+	18	1.76	NA	17	NA
Contig769144	575	576	AluID:223668	chr13:20352071:20352072	-	21	-19.72	7	7	6
Contig772286	1145	1146	AluID:281311	1	-	20	1.54	18	18	5
Contig773086	1040	1041	AluID:128633	1	+	20	3.12	NA	28	NA
Contig773236	1275	1276	AluID:183784	chr10:76056380:76056381	+	19	-10.06	NA	NA	NA
Contig773940	455	456	AluID:260569	1	+	20	-18.89	21	11	21
Contig775182	1013	1014	AluID:16779	chr1:109552624:109552625	-	21	-3.62	9	9	5
Contig775748	351	352	AluID:154030	chr9:36597018:36597019	+	18	-7.73	5	5	5
Contig776181	1686	1687	AluID:328273	chr22:38258030:38258031	-	18		NA	NA	4
Contig776675	33	34	AluID:163386	chr9:140472597:140472598	+	21	-16.32	NA	NA	NA
Contig777718	70	71	AluID:281079	chr17:56969204:56969205	-	22	-6.14	NA	NA	NA
Contig777823	7	8	AluID:274613	-1	+	20		NA	NA	NA
Contig779314	1113	1114	AluID:320582	chr21:19552488:19552489	-	21	-4.99	5	5	5
Contig780493	258	259	AluID:36400	chr2:55826581:55826582	-	18	0.84	NA	NA	NA
Contig780697	118	119	AluID:110599	chr6:65185450:65185451	-	18	-17.34	NA	NA	NA
Contig780937	172	173	AluID:18116	chr1:145659919:145659920	-	22	-17.68	NA	NA	NA
Contig781437	640	641	AluID:212235	chr12:54009176:54009177	+	18	-7.52	NA	6	NA
Contig782594	138	139	AluID:195098	chr11:46432658:46432659	-	22	-5.99	NA	NA	NA
Contig783228	170	171	AluID:280314	chr17:49194108:49194109	+	18	-29.00	6	5	6
Contig784966	214	215	AluID:157460	chr9:99233447:99233448	-	18	3.90	NA	NA	NA
Contig785027	1725	1726	AluID:229261	chr13:107163826:107163827	-	19	9.05	7	7	5
Contig785339	1969	1970	AluID:251930	chr15:85336331:85336332	-	19		NA	NA	5
Contig785404	545	546	AluID:243127	-1	+	20	-12.36	NA	4	NA
Contig785657	929	930	AluID:230192	chr14:23471352:23471353	+	18	4.74	17	17	6
Contig787107	287	288	AluID:175005	chr10:5866236:5866237	-	19	2.79	19	19	7
Contig787544	1212	1213	AluID:88141	1	-	20	-1.45	5	2	5
Contig787688	591	592	AluID:290965	chr18:43706610:43706611	-	18	0.02	9	9	5
Contig789299	48	49	AluID:113999	chr6:111333385:111333386	+	22	-4.59	17	17	9
Contig789374	1082	1083	AluID:63573	chr3:69294002:69294003	+	19	4.71	NA	5	NA
Contig789781	1122	1123	AluID:59003	chr3:47195900:47195901	+	22	-4.87	NA	8	NA
